                      Table 2 - OLS Regressions
======================================================================
                  Model 1   Model 2    Model 3    Model 4    Model 5  
----------------------------------------------------------------------
const            -32.24*** -150.79*** -590.03*** -527.80*** -305.62***
                 (10.03)   (21.07)    (29.26)    (27.38)    (31.03)   
education_year   22.47***  26.03***   19.87***   15.34***   8.26***   
                 (0.75)    (0.93)     (0.94)     (0.89)     (0.97)    
age                        1.47***    24.01***   21.76***   20.68***  
                           (0.23)     (1.11)     (1.04)     (1.02)    
age2                                  -0.23***   -0.21***   -0.20***  
                                      (0.01)     (0.01)     (0.01)    
s1                                               124.84***  125.10*** 
                                                 (4.78)     (5.08)    
d2                                                          -73.05*** 
                                                            (13.66)   
d3                                                          -55.61*** 
                                                            (13.57)   
d4                                                          -141.56***
                                                            (14.84)   
d5                                                          -140.26***
                                                            (14.90)   
d6                                                          -209.51***
                                                            (43.50)   
d6                                                          -209.51***
                                                            (43.50)   
d8                                                          -130.62***
                                                            (14.61)   
d9                                                          -180.33***
                                                            (13.76)   
d10                                                         8.05      
                                                            (34.34)   
d7                                                          -119.73***
                                                            (14.97)   
R-squared        0.17      0.17       0.25       0.34       0.40      
No. observations 4507      4507       4507       4507       4507      
======================================================================
Standard errors in parentheses.
* p<.1, ** p<.05, ***p<.01
