,date,market,name,fullName,code,fullCode,bubinCode
0,2022-06-24,KOSPI,동화약품,동화약품(주),A000020,KR7000020008,1101110043870
1,2022-06-24,KOSPI,KR모터스,KR모터스(주),A000040,KR7000040006,1601110007032
2,2022-06-24,KOSPI,경방,(주)경방,A000050,KR7000050005,1101110013287
3,2022-06-24,KOSPI,메리츠화재,메리츠화재해상보험(주),A000060,KR7000060004,1101110013328
4,2022-06-24,KOSPI,삼양홀딩스,(주)삼양홀딩스,A000070,KR7000070003,1101110026181
5,2022-06-24,KOSPI,하이트진로,하이트진로(주),A000080,KR7000080002,1101110028591
6,2022-06-24,KOSPI,유한양행,(주)유한양행,A000100,KR7000100008,1101110014409
7,2022-06-24,KOSPI,CJ대한통운,씨제이대한통운(주),A000120,KR7000120006,1101110006167
8,2022-06-24,KOSPI,하이트진로홀딩스,하이트진로홀딩스(주),A000140,KR7000140004,1101110013766
9,2022-06-24,KOSPI,두산,(주)두산,A000150,KR7000150003,1101110013774
10,2022-06-24,KOSPI,성창기업지주,성창기업지주(주),A000180,KR7000180000,1801110001717
11,2022-06-24,KOSPI,DL,디엘 주식회사,A000210,KR7000210005,1101110084915
12,2022-06-24,KOSPI,유유제약,(주)유유제약,A000220,KR7000220004,1341110002307
13,2022-06-24,KOSPI,일동홀딩스,일동홀딩스(주),A000230,KR7000230003,1101110012776
14,2022-06-24,KOSPI,한국앤컴퍼니,한국앤컴퍼니(주),A000240,KR7000240002,1101110034233
15,2022-06-24,KOSDAQ,삼천당제약,삼천당제약(주),A000250,KR7000250001,1348110003327
16,2022-06-24,KOSPI,기아,기아(주),A000270,KR7000270009,1101110037998
17,2022-06-24,KOSPI,대유플러스,(주)대유플러스,A000300,KR7000300004,1101110085541
18,2022-06-24,KOSPI,노루홀딩스,(주)노루홀딩스,A000320,KR7000320002,1341110002878
19,2022-06-24,KOSPI,한화손해보험,한화손해보험(주),A000370,KR7000370007,1101110006456
20,2022-06-24,KOSPI,삼화페인트,삼화페인트공업(주),A000390,KR7000390005,1101110014433
21,2022-06-24,KOSPI,롯데손해보험,롯데손해보험(주),A000400,KR7000400002,1101110014459
22,2022-06-24,KOSPI,대원강업,대원강업(주),A000430,KR7000430009,1101110015556
23,2022-06-24,KOSDAQ,중앙에너비스,(주)중앙에너비스,A000440,KR7000440008,1101110003428
24,2022-06-24,KOSPI,조선내화,조선내화(주),A000480,KR7000480004,2011110000440
25,2022-06-24,KOSPI,대동,(주)대동,A000490,KR7000490003,1911110000104
26,2022-06-24,KOSPI,가온전선,가온전선(주),A000500,KR7000500009,1341110000567
27,2022-06-24,KOSPI,삼일제약,삼일제약(주),A000520,KR7000520007,1101110016679
28,2022-06-24,KOSPI,흥국화재,흥국화재해상보험(주),A000540,KR7000540005,1101110016728
29,2022-06-24,KOSPI,CS홀딩스,CS 홀딩스(주),A000590,KR7000590000,1101110008486
30,2022-06-24,KOSPI,동아쏘시오홀딩스,동아쏘시오홀딩스(주),A000640,KR7000640003,1101110017990
31,2022-06-24,KOSPI,천일고속,(주)천일고속,A000650,KR7000650002,1801110006915
32,2022-06-24,KOSPI,SK하이닉스,에스케이하이닉스(주),A000660,KR7000660001,1344110001387
33,2022-06-24,KOSPI,영풍,(주)영풍,A000670,KR7000670000,1101110003824
34,2022-06-24,KOSPI,LS네트웍스,(주)LS네트웍스,A000680,KR7000680009,1801110044717
35,2022-06-24,KOSPI,유수홀딩스,(주)유수홀딩스,A000700,KR7000700005,1101110003262
36,2022-06-24,KOSPI,현대건설,현대건설(주),A000720,KR7000720003,1101110007909
37,2022-06-24,KOSPI,이화산업,이화산업(주),A000760,KR7000760009,1101110018138
38,2022-06-24,KOSPI,삼성화재,삼성화재해상보험(주),A000810,KR7000810002,1101110005078
39,2022-06-24,KOSPI,화천기공,화천기공(주),A000850,KR7000850008,2001110001704
40,2022-06-24,KOSPI,강남제비스코,강남제비스코(주),A000860,KR7000860007,1801110003391
41,2022-06-24,KOSPI,한화,(주)한화,A000880,KR7000880005,1101110002959
42,2022-06-24,KOSPI,보해양조,보해양조(주),A000890,KR7000890004,2011110000036
43,2022-06-24,KOSPI,유니온,(주)유니온,A000910,KR7000910000,1101110200579
44,2022-06-24,KOSPI,전방,(주)전방,A000950,KR7000950006,1101110005664
45,2022-06-24,KOSPI,한국주철관,한국주철관공업(주),A000970,KR7000970004,1801110000587
46,2022-06-24,KOSPI,DB하이텍,주식회사 DB하이텍,A000990,KR7000990002,1101110026206
47,2022-06-24,KOSDAQ,신라섬유,신라섬유(주),A001000,KR7001000009,1701110014522
48,2022-06-24,KOSPI,페이퍼코리아,페이퍼코리아(주),A001020,KR7001020007,2111110000042
49,2022-06-24,KOSPI,CJ,CJ(주),A001040,KR7001040005,1101110015639
50,2022-06-24,KOSPI,JW중외제약,JW중외제약(주),A001060,KR7001060003,1101110019342
51,2022-06-24,KOSPI,대한방직,대한방직(주),A001070,KR7001070002,1101110019350
52,2022-06-24,KOSPI,만호제강,만호제강(주),A001080,KR7001080001,1801110054659
53,2022-06-24,KOSPI,LX인터내셔널,(주)LX인터내셔널,A001120,KR7001120005,1101110004632
54,2022-06-24,KOSPI,대한제분,대한제분(주),A001130,KR7001130004,1101110003733
55,2022-06-24,KOSPI,국보,(주)국보,A001140,KR7001140003,1101110296073
56,2022-06-24,KOSPI,유진투자증권,유진투자증권(주),A001200,KR7001200005,1101110007826
57,2022-06-24,KOSPI,금호전기,금호전기(주),A001210,KR7001210004,1101110028541
58,2022-06-24,KOSPI,동국제강,동국제강(주),A001230,KR7001230002,1101110031338
59,2022-06-24,KOSPI,GS글로벌,(주)지에스글로벌,A001250,KR7001250000,1101110031479
60,2022-06-24,KOSPI,남광토건,남광토건(주),A001260,KR7001260009,1101110017411
61,2022-06-24,KOSPI,부국증권,부국증권(주),A001270,KR7001270008,1101110031510
62,2022-06-24,KOSPI,상상인증권,(주)상상인증권,A001290,KR7001290006,1101110031560
63,2022-06-24,KOSPI,백광산업,백광산업(주),A001340,KR7001340009,1101110003709
64,2022-06-24,KOSPI,삼성제약,삼성제약(주),A001360,KR7001360007,1101110032568
65,2022-06-24,KOSPI,SG글로벌,(주)SG글로벌,A001380,KR7001380005,1615110000037
66,2022-06-24,KOSPI,KG케미칼,KG케미칼(주),A001390,KR7001390004,1243110008999
67,2022-06-24,KOSPI,태원물산,태원물산(주),A001420,KR7001420009,1101110086771
68,2022-06-24,KOSPI,세아베스틸지주,(주)세아베스틸지주,A001430,KR7001430008,1101110035794
69,2022-06-24,KOSPI,대한전선,대한전선(주),A001440,KR7001440007,1101110035835
70,2022-06-24,KOSPI,현대해상,현대해상화재보험(주),A001450,KR7001450006,1101110035893
71,2022-06-24,KOSPI,BYC,(주)BYC,A001460,KR7001460005,1101110005995
72,2022-06-24,KOSPI,삼부토건,삼부토건(주),A001470,KR7001470004,1101110041634
73,2022-06-24,KOSPI,현대차증권,현대차증권(주),A001500,KR7001500008,1101110019962
74,2022-06-24,KOSPI,SK증권,SK증권(주),A001510,KR7001510007,1101110037112
75,2022-06-24,KOSPI,동양,(주)동양,A001520,KR7001520006,1101110005333
76,2022-06-24,KOSPI,DI동일,디아이동일(주),A001530,KR7001530005,1101110019219
77,2022-06-24,KOSDAQ,안국약품,안국약품(주),A001540,KR7001540004,1101110026420
78,2022-06-24,KOSPI,조비,(주)조비,A001550,KR7001550003,1101110086599
79,2022-06-24,KOSPI,제일연마,제일연마공업(주),A001560,KR7001560002,1801110021806
80,2022-06-24,KOSPI,금양,(주)금양,A001570,KR7001570001,1801110003101
81,2022-06-24,KOSPI,케이비아이동국실업,케이비아이동국실업(주),A001620,KR7001620004,1101110028939
82,2022-06-24,KOSPI,종근당홀딩스,(주)종근당홀딩스,A001630,KR7001630003,1101110028955
83,2022-06-24,KOSPI,대상,대상(주),A001680,KR7001680008,1101110327125
84,2022-06-24,KOSPI,신영증권,신영증권(주),A001720,KR7001720002,1101110006612
85,2022-06-24,KOSPI,SK네트웍스,SK네트웍스(주),A001740,KR7001740000,1301110005199
86,2022-06-24,KOSPI,한양증권,한양증권(주),A001750,KR7001750009,1101110026834
87,2022-06-24,KOSPI,SHD,(주)신화다이나믹스,A001770,KR7001770007,1101110028632
88,2022-06-24,KOSPI,알루코,(주)알루코,A001780,KR7001780006,1601110002313
89,2022-06-24,KOSPI,대한제당,대한제당(주),A001790,KR7001790005,1201110018368
90,2022-06-24,KOSPI,오리온홀딩스,(주)오리온홀딩스,A001800,KR7001800002,1101110004690
91,2022-06-24,KOSDAQ,무림SP,무림에스피(주),A001810,KR7001810001,1701110001082
92,2022-06-24,KOSPI,삼화콘덴서,삼화콘덴서공업(주),A001820,KR7001820000,1345110003696
93,2022-06-24,KOSDAQ,이화공영,이화공영(주),A001840,KR7001840008,1101110033839
94,2022-06-24,KOSPI,DL건설,디엘건설(주),A001880,KR7001880004,1101110163115
95,2022-06-24,KOSPI,KISCO홀딩스,KISCO홀딩스(주),A001940,KR7001940006,1901110001872
96,2022-06-24,KOSPI,코오롱,(주)코오롱,A002020,KR7002020006,1101110030528
97,2022-06-24,KOSPI,아세아,아세아(주),A002030,KR7002030005,1101110030710
98,2022-06-24,KOSPI,비비안,(주)비비안,A002070,KR7002070001,1101110030934
99,2022-06-24,KOSPI,경농,(주)경농,A002100,KR7002100006,1101110089395
100,2022-06-24,KOSPI,고려산업,고려산업(주),A002140,KR7002140002,1801110001494
101,2022-06-24,KOSPI,도화엔지니어링,(주)도화엔지니어링,A002150,KR7002150001,1101110037740
102,2022-06-24,KOSPI,삼양통상,삼양통상(주),A002170,KR7002170009,1101110033433
103,2022-06-24,KOSPI,한국수출포장,한국수출포장공업(주),A002200,KR7002200004,1101110008882
104,2022-06-24,KOSPI,동성제약,동성제약(주),A002210,KR7002210003,1101110008200
105,2022-06-24,KOSPI,한일철강,한일철강(주),A002220,KR7002220002,1101110048987
106,2022-06-24,KOSDAQ,피에스텍,피에스텍(주),A002230,KR7002230001,1101110033623
107,2022-06-24,KOSPI,고려제강,고려제강(주),A002240,KR7002240000,1801110001220
108,2022-06-24,KOSPI,롯데푸드,롯데푸드(주),A002270,KR7002270007,1101110033722
109,2022-06-24,KOSDAQ,삼일기업공사,(주)삼일기업공사,A002290,KR7002290005,1101110012825
110,2022-06-24,KOSPI,아세아제지,아세아제지(주),A002310,KR7002310001,1101110006274
111,2022-06-24,KOSPI,한진,(주)한진,A002320,KR7002320000,1101110003668
112,2022-06-24,KOSPI,넥센타이어,넥센타이어(주),A002350,KR7002350007,1101110014219
113,2022-06-24,KOSPI,SH에너지화학,(주)SH에너지화학,A002360,KR7002360006,1341110000210
114,2022-06-24,KOSPI,KCC,(주)케이씨씨,A002380,KR7002380004,1101110221814
115,2022-06-24,KOSPI,한독,(주)한독,A002390,KR7002390003,1101110037005
116,2022-06-24,KOSPI,범양건영,범양건영(주),A002410,KR7002410009,1101110015861
117,2022-06-24,KOSPI,세기상사,세기상사(주),A002420,KR7002420008,1101110015853
118,2022-06-24,KOSPI,삼익악기,(주)삼익악기,A002450,KR7002450005,1201110001818
119,2022-06-24,KOSPI,화성산업,화성산업(주),A002460,KR7002460004,1701110001131
120,2022-06-24,KOSPI,조흥,(주)조흥,A002600,KR7002600005,1101110019334
121,2022-06-24,KOSPI,제일파마홀딩스,제일파마홀딩스(주),A002620,KR7002620003,1101110026652
122,2022-06-24,KOSPI,오리엔트바이오,(주)오리엔트바이오,A002630,KR7002630002,1101110030116
123,2022-06-24,KOSDAQ,한탑,(주)한탑,A002680,KR7002680007,1801110005834
124,2022-06-24,KOSPI,동일제강,동일제강(주),A002690,KR7002690006,1101110032005
125,2022-06-24,KOSPI,신일전자,신일전자(주),A002700,KR7002700003,1348110001256
126,2022-06-24,KOSPI,TCC스틸,(주)TCC스틸,A002710,KR7002710002,1101110032112
127,2022-06-24,KOSPI,국제약품,국제약품(주),A002720,KR7002720001,1101110032154
128,2022-06-24,KOSPI,보락,(주)보락,A002760,KR7002760007,1348110004474
129,2022-06-24,KOSPI,진흥기업,진흥기업(주),A002780,KR7002780005,1101110006349
130,2022-06-24,KOSPI,아모레G,(주)아모레퍼시픽그룹,A002790,KR7002790004,1101110026644
131,2022-06-24,KOSDAQ,신신제약,신신제약(주),A002800,KR7002800001,1101110027353
132,2022-06-24,KOSPI,삼영무역,삼영무역(주),A002810,KR7002810000,1101110027569
133,2022-06-24,KOSPI,SUN&L,(주)선앤엘,A002820,KR7002820009,1101110027593
134,2022-06-24,KOSPI,미원상사,미원상사(주),A002840,KR7002840007,1301110007707
135,2022-06-24,KOSPI,신풍제지,신풍제지(주),A002870,KR7002870004,1347110002644
136,2022-06-24,KOSPI,대유에이텍,(주)대유에이텍,A002880,KR7002880003,1115110000136
137,2022-06-24,KOSPI,TYM,주식회사 티와이엠,A002900,KR7002900009,1101110032899
138,2022-06-24,KOSPI,유성기업,유성기업(주),A002920,KR7002920007,1243110000755
139,2022-06-24,KOSPI,한국쉘석유,한국쉘석유(주),A002960,KR7002960003,1801110002591
140,2022-06-24,KOSPI,금호건설,금호건설(주),A002990,KR7002990000,1101110134877
141,2022-06-24,KOSPI,부광약품,부광약품(주),A003000,KR7003000007,1101110030405
142,2022-06-24,KOSPI,혜인,(주)혜인,A003010,KR7003010006,1101110030413
143,2022-06-24,KOSPI,세아제강지주,(주)세아제강지주,A003030,KR7003030004,1101110118996
144,2022-06-24,KOSPI,에이프로젠제약,에이프로젠제약(주),A003060,KR7003060001,1101110036396
145,2022-06-24,KOSPI,코오롱글로벌,코오롱글로벌(주),A003070,KR7003070000,1101110036502
146,2022-06-24,KOSPI,성보화학,성보화학(주),A003080,KR7003080009,1147110000402
147,2022-06-24,KOSPI,대웅,(주)대웅,A003090,KR7003090008,1311110000271
148,2022-06-24,KOSDAQ,선광,(주)선광,A003100,KR7003100005,1201110000034
149,2022-06-24,KOSPI,일성신약,일성신약(주),A003120,KR7003120003,1101110039019
150,2022-06-24,KOSPI,디아이,(주)디아이,A003160,KR7003160009,1101110039209
151,2022-06-24,KOSPI,일신방직,일신방직(주),A003200,KR7003200003,1101110041717
152,2022-06-24,KOSPI,대원제약,대원제약(주),A003220,KR7003220001,1101110103955
153,2022-06-24,KOSPI,삼양식품,삼양식품(주),A003230,KR7003230000,1101110034308
154,2022-06-24,KOSPI,태광산업,태광산업(주),A003240,KR7003240009,1101110185276
155,2022-06-24,KOSPI,흥아해운,흥아해운(주),A003280,KR7003280005,1101110515275
156,2022-06-24,KOSPI,한일홀딩스,한일홀딩스(주),A003300,KR7003300001,1101110040165
157,2022-06-24,KOSDAQ,대주산업,대주산업(주),A003310,KR7003310000,1101110036148
158,2022-06-24,KOSPI,한국화장품제조,(주)한국화장품제조,A003350,KR7003350006,1101110037427
159,2022-06-24,KOSDAQ,하림지주,(주)하림지주,A003380,KR7003380003,1601110003931
160,2022-06-24,KOSPI,쌍용C&E,쌍용씨앤이주식회사,A003410,KR7003410008,1101110037823
161,2022-06-24,KOSPI,유화증권,유화증권(주),A003460,KR7003460003,1101110042484
162,2022-06-24,KOSPI,유안타증권,유안타증권(주),A003470,KR7003470002,1101110042492
163,2022-06-24,KOSPI,한진중공업홀딩스,(주)한진중공업홀딩스,A003480,KR7003480001,1101110110083
164,2022-06-24,KOSPI,대한항공,(주)대한항공,A003490,KR7003490000,1101110108484
165,2022-06-24,KOSPI,영진약품,영진약품(주),A003520,KR7003520004,1101110043127
166,2022-06-24,KOSPI,한화투자증권,한화투자증권(주),A003530,KR7003530003,1101110003155
167,2022-06-24,KOSPI,대신증권,대신증권(주),A003540,KR7003540002,1101110042955
168,2022-06-24,KOSPI,LG,(주)LG,A003550,KR7003550001,1101110003543
169,2022-06-24,KOSPI,IHQ,(주)아이에이치큐,A003560,KR7003560000,1101110042393
170,2022-06-24,KOSPI,SNT중공업,SNT중공업(주),A003570,KR7003570009,1101110042880
171,2022-06-24,KOSPI,HLB글로벌,에이치엘비글로벌(주),A003580,KR7003580008,1449110000072
172,2022-06-24,KOSPI,방림,(주)방림,A003610,KR7003610003,1101110035108
173,2022-06-24,KOSPI,쌍용차,쌍용자동차(주),A003620,KR7003620002,1101110035132
174,2022-06-24,KOSPI,미창석유,미창석유공업(주),A003650,KR7003650009,1801110000537
175,2022-06-24,KOSPI,포스코케미칼,(주)포스코케미칼,A003670,KR7003670007,1746110001947
176,2022-06-24,KOSPI,한성기업,한성기업(주),A003680,KR7003680006,1801110000230
177,2022-06-24,KOSPI,코리안리,코리안리재보험(주),A003690,KR7003690005,1101110226533
178,2022-06-24,KOSPI,삼영화학,삼영화학공업(주),A003720,KR7003720000,1101110010001
179,2022-06-24,KOSPI,진양산업,진양산업(주),A003780,KR7003780004,1801110043610
180,2022-06-24,KOSDAQ,에이스침대,(주)에이스침대,A003800,KR7003800000,1311110002772
181,2022-06-24,KOSPI,대한화섬,대한화섬(주),A003830,KR7003830007,1101110012437
182,2022-06-24,KOSPI,보령,(주)보령,A003850,KR7003850005,1101110012560
183,2022-06-24,KOSPI,남양유업,남양유업(주),A003920,KR7003920006,1101110092976
184,2022-06-24,KOSPI,사조대림,(주)사조대림,A003960,KR7003960002,1101110042278
185,2022-06-24,KOSPI,롯데정밀화학,롯데정밀화학(주),A004000,KR7004000006,1812110000013
186,2022-06-24,KOSPI,현대제철,현대제철(주),A004020,KR7004020004,1201110001743
187,2022-06-24,KOSPI,SG세계물산,(주)SG세계물산,A004060,KR7004060000,1101110048002
188,2022-06-24,KOSPI,신흥,(주)신흥,A004080,KR7004080008,1101110047864
189,2022-06-24,KOSPI,한국석유,한국석유공업(주),A004090,KR7004090007,1101110048490
190,2022-06-24,KOSPI,태양금속,태양금속공업(주),A004100,KR7004100004,1101110003212
191,2022-06-24,KOSPI,동방,(주)동방,A004140,KR7004140000,1101110124521
192,2022-06-24,KOSPI,한솔홀딩스,한솔홀딩스(주),A004150,KR7004150009,1101110017867
193,2022-06-24,KOSPI,신세계,(주)신세계,A004170,KR7004170007,1101110028848
194,2022-06-24,KOSPI,NPC,엔피씨(주),A004250,KR7004250007,1101110212699
195,2022-06-24,KOSPI,남성,(주)남성,A004270,KR7004270005,1101110054760
196,2022-06-24,KOSPI,현대약품,현대약품(주),A004310,KR7004310009,1243110000250
197,2022-06-24,KOSPI,세방,세방(주),A004360,KR7004360004,1801110015932
198,2022-06-24,KOSPI,농심,(주)농심,A004370,KR7004370003,1101110057574
199,2022-06-24,KOSPI,삼익THK,삼익THK(주),A004380,KR7004380002,1701110000935
200,2022-06-24,KOSPI,서울식품,서울식품공업(주),A004410,KR7004410007,1101110059702
201,2022-06-24,KOSPI,송원산업,송원산업(주),A004430,KR7004430005,1801110000636
202,2022-06-24,KOSPI,삼일씨엔에스,(주)삼일씨엔에스,A004440,KR7004440004,1101110061228
203,2022-06-24,KOSPI,삼화왕관,삼화왕관(주),A004450,KR7004450003,1341110003462
204,2022-06-24,KOSPI,세방전지,세방전지(주),A004490,KR7004490009,1101110202765
205,2022-06-24,KOSPI,깨끗한나라,깨끗한나라(주),A004540,KR7004540001,1101110063779
206,2022-06-24,KOSPI,현대비앤지스틸,현대비앤지스틸(주),A004560,KR7004560009,1101110065395
207,2022-06-24,KOSDAQ,한국가구,(주)한국가구,A004590,KR7004590006,1244110005688
208,2022-06-24,KOSDAQ,창해에탄올,(주)창해에탄올,A004650,KR7004650008,2013110000107
209,2022-06-24,KOSPI,삼천리,삼천리(주),A004690,KR7004690004,1101110005929
210,2022-06-24,KOSPI,조광피혁,조광피혁(주),A004700,KR7004700001,1501110001036
211,2022-06-24,KOSPI,한솔테크닉스,한솔테크닉스(주),A004710,KR7004710000,1101110004682
212,2022-06-24,KOSPI,팜젠사이언스,(주)팜젠사이언스,A004720,KR7004720009,1243110000812
213,2022-06-24,KOSPI,써니전자,써니전자(주),A004770,KR7004770004,1101110070881
214,2022-06-24,KOSDAQ,대륙제관,(주)대륙제관,A004780,KR7004780003,1101110073877
215,2022-06-24,KOSPI,효성,(주)효성,A004800,KR7004800009,1101110030497
216,2022-06-24,KOSPI,덕성,(주)덕성,A004830,KR7004830006,1341110000096
217,2022-06-24,KOSPI,DRB동일,(주)디알비동일,A004840,KR7004840005,1801110000339
218,2022-06-24,KOSPI,티웨이홀딩스,(주)티웨이홀딩스,A004870,KR7004870002,1101110073413
219,2022-06-24,KOSPI,동일산업,동일산업(주),A004890,KR7004890000,1701110002171
220,2022-06-24,KOSPI,조광페인트,조광페인트(주),A004910,KR7004910006,1801110007088
221,2022-06-24,KOSPI,씨아이테크,(주)씨아이테크,A004920,KR7004920005,1101110074479
222,2022-06-24,KOSPI,한신공영,한신공영(주),A004960,KR7004960001,1101110075683
223,2022-06-24,KOSPI,신라교역,신라교역(주),A004970,KR7004970000,1101110008254
224,2022-06-24,KOSPI,성신양회,성신양회(주),A004980,KR7004980009,1101110072928
225,2022-06-24,KOSPI,롯데지주,롯데지주(주),A004990,KR7004990008,1101110076300
226,2022-06-24,KOSPI,휴스틸,(주)휴스틸,A005010,KR7005010004,1101110077283
227,2022-06-24,KOSPI,부산주공,부산주공(주),A005030,KR7005030002,1801110002682
228,2022-06-24,KOSPI,코스모신소재,코스모신소재(주),A005070,KR7005070008,1201110018251
229,2022-06-24,KOSPI,SGC에너지,SGC에너지(주),A005090,KR7005090006,1101110079817
230,2022-06-24,KOSPI,한창,(주)한창,A005110,KR7005110002,1801110000602
231,2022-06-24,KOSDAQ,동국산업,동국산업(주),A005160,KR7005160007,1101110085583
232,2022-06-24,KOSPI,빙그레,(주)빙그레,A005180,KR7005180005,1152110000287
233,2022-06-24,KOSPI,녹십자홀딩스,(주)녹십자홀딩스,A005250,KR7005250006,1345110000014
234,2022-06-24,KOSDAQ,동진쎄미켐,(주)동진쎄미켐,A005290,KR7005290002,1201110003848
235,2022-06-24,KOSPI,롯데칠성,롯데칠성음료(주),A005300,KR7005300009,1101110003684
236,2022-06-24,KOSPI,국동,(주)국동,A005320,KR7005320007,1101110084767
237,2022-06-24,KOSPI,모나미,(주)모나미,A005360,KR7005360003,1101110005052
238,2022-06-24,KOSPI,현대차,현대자동차(주),A005380,KR7005380001,1101110085450
239,2022-06-24,KOSPI,신성통상,신성통상(주),A005390,KR7005390000,1101110003345
240,2022-06-24,KOSPI,코스모화학,코스모화학(주),A005420,KR7005420005,1101110152738
241,2022-06-24,KOSPI,한국공항,한국공항(주),A005430,KR7005430004,1101110003692
242,2022-06-24,KOSPI,현대그린푸드,(주)현대그린푸드,A005440,KR7005440003,1101110086995
243,2022-06-24,KOSPI,POSCO홀딩스,포스코홀딩스(주),A005490,KR7005490008,1746110000741
244,2022-06-24,KOSPI,삼진제약,삼진제약(주),A005500,KR7005500004,1101110088652
245,2022-06-24,KOSPI,SPC삼립,(주)SPC삼립,A005610,KR7005610001,1101110090516
246,2022-06-24,KOSDAQ,푸드웰,(주)푸드웰,A005670,KR7005670005,1701110001628
247,2022-06-24,KOSPI,삼영전자,삼영전자공업(주),A005680,KR7005680004,1311110000205
248,2022-06-24,KOSPI,파미셀,파미셀(주),A005690,KR7005690003,1601110005177
249,2022-06-24,KOSDAQ,대원산업,대원산업(주),A005710,KR7005710009,1301110007533
250,2022-06-24,KOSPI,넥센,(주)넥센,A005720,KR7005720008,1846110000583
251,2022-06-24,KOSPI,크라운해태홀딩스,(주)크라운해태홀딩스,A005740,KR7005740006,1101110093552
252,2022-06-24,KOSPI,대림B&Co,대림비앤코(주),A005750,KR7005750005,1942110000018
253,2022-06-24,KOSPI,신영와코루,(주)신영와코루,A005800,KR7005800008,1101110094964
254,2022-06-24,KOSPI,풍산홀딩스,(주)풍산홀딩스,A005810,KR7005810007,1201110018110
255,2022-06-24,KOSPI,원림,(주)원림,A005820,KR7005820006,1101110095152
256,2022-06-24,KOSPI,DB손해보험,DB손해보험(주),A005830,KR7005830005,1101110095285
257,2022-06-24,KOSPI,에스엘,에스엘(주),A005850,KR7005850003,1701110000034
258,2022-06-24,KOSDAQ,한일사료,한일사료(주),A005860,KR7005860002,1345110004008
259,2022-06-24,KOSPI,휴니드,(주)휴니드테크놀러지스,A005870,KR7005870001,1341110005202
260,2022-06-24,KOSPI,대한해운,대한해운(주),A005880,KR7005880000,1101110008212
261,2022-06-24,KOSPI,삼성전자,삼성전자(주),A005930,KR7005930003,1301110006246
262,2022-06-24,KOSPI,NH투자증권,엔에이치투자증권(주),A005940,KR7005940002,1101110098130
263,2022-06-24,KOSPI,이수화학,(주)이수화학,A005950,KR7005950001,1101110008600
264,2022-06-24,KOSPI,동부건설,동부건설(주),A005960,KR7005960000,1101110005002
265,2022-06-24,KOSDAQ,매일홀딩스,매일홀딩스(주),A005990,KR7005990007,1101110099609
266,2022-06-24,KOSPI,동원산업,동원산업(주),A006040,KR7006040000,1101110003098
267,2022-06-24,KOSDAQ,국영지앤엠,(주)국영지앤엠,A006050,KR7006050009,1101110103707
268,2022-06-24,KOSPI,화승인더,화승인더스트리(주),A006060,KR7006060008,1801110004323
269,2022-06-24,KOSPI,사조오양,(주)사조오양,A006090,KR7006090005,1101110104820
270,2022-06-24,KOSPI,삼아알미늄,삼아알미늄(주),A006110,KR7006110001,1341110002365
271,2022-06-24,KOSPI,SK디스커버리,에스케이디스커버리(주),A006120,KR7006120000,1301110005727
272,2022-06-24,KOSDAQ,피제이전자,(주)피제이전자,A006140,KR7006140008,1101110053465
273,2022-06-24,KOSPI,한국전자홀딩스,(주)한국전자홀딩스,A006200,KR7006200000,1101110101470
274,2022-06-24,KOSPI,제주은행,(주)제주은행,A006220,KR7006220008,2201110000819
275,2022-06-24,KOSPI,LS,(주)LS,A006260,KR7006260004,1101110003965
276,2022-06-24,KOSPI,녹십자,(주)녹십자,A006280,KR7006280002,1101110109854
277,2022-06-24,KOSPI,대원전선,대원전선(주),A006340,KR7006340004,1348110001181
278,2022-06-24,KOSPI,GS건설,지에스건설(주),A006360,KR7006360002,1101110002694
279,2022-06-24,KOSPI,대구백화점,(주)대구백화점,A006370,KR7006370001,1701110003814
280,2022-06-24,KOSPI,카프로,(주)카프로,A006380,KR7006380000,1101110111825
281,2022-06-24,KOSPI,한일현대시멘트,한일현대시멘트(주),A006390,KR7006390009,1101110111867
282,2022-06-24,KOSPI,삼성SDI,삼성SDI(주),A006400,KR7006400006,1101110394174
283,2022-06-24,KOSPI,인스코비,(주)인스코비,A006490,KR7006490007,1101110018529
284,2022-06-24,KOSPI,대림통상,대림통상(주),A006570,KR7006570006,1101110021678
285,2022-06-24,KOSDAQ,대양제지,대양제지공업(주),A006580,KR7006580005,1341110000400
286,2022-06-24,KOSDAQ,동구바이오제약,(주)동구바이오제약,A006620,KR7006620009,1101110352156
287,2022-06-24,KOSPI,대한유화,대한유화(주),A006650,KR7006650006,1101110024698
288,2022-06-24,KOSPI,삼성공조,삼성공조(주),A006660,KR7006660005,1942110000034
289,2022-06-24,KOSDAQ,서부T&D,(주)서부티엔디,A006730,KR7006730006,1101110256788
290,2022-06-24,KOSPI,영풍제지,영풍제지(주),A006740,KR7006740005,1347110000408
291,2022-06-24,KOSPI,미래에셋증권,미래에셋증권(주),A006800,KR7006800007,1101110011679
292,2022-06-24,KOSPI,AK홀딩스,AK홀딩스(주),A006840,KR7006840003,1101110029721
293,2022-06-24,KOSPI,신송홀딩스,신송홀딩스(주),A006880,KR7006880009,1101110038061
294,2022-06-24,KOSPI,태경케미컬,태경케미컬 주식회사,A006890,KR7006890008,1101110040793
295,2022-06-24,KOSDAQ,보성파워텍,보성파워텍(주),A006910,KR7006910004,1301110007765
296,2022-06-24,KOSDAQ,모헨즈,(주)모헨즈,A006920,KR7006920003,1101110046197
297,2022-06-24,KOSPI,우성,(주)우성,A006980,KR7006980007,1601110001167
298,2022-06-24,KOSPI,GS리테일,(주)지에스리테일,A007070,KR7007070006,1101110090037
