date,open,high,low,close,vol
2023-09-05,"2,578.91","2,586.65","2,575.19","2,582.18","384,579,000"
2023-09-04,"2,566.93","2,584.55","2,560.32","2,584.55","342,072,500"
2023-09-01,"2,551.93","2,568.42","2,551.04","2,563.71","493,367,300"
2023-08-31,"2,564.45","2,568.06","2,547.72","2,556.27","473,168,800"
2023-08-30,"2,575.42","2,578.62","2,561.22","2,561.22","364,003,000"
2023-08-29,"2,550.76","2,556.98","2,545.27","2,552.16","441,365,900"
2023-08-28,"2,534.42","2,543.41","2,525.64","2,543.41","483,587,600"
2023-08-25,"2,505.39","2,526.37","2,502.05","2,519.14","577,383,900"
2023-08-24,"2,531.78","2,539.44","2,520.73","2,537.68","441,140,200"
2023-08-23,"2,510.00","2,517.51","2,499.89","2,505.50","547,169,700"
2023-08-22,"2,528.39","2,533.43","2,509.53","2,515.74","471,808,600"
2023-08-21,"2,511.70","2,524.41","2,505.59","2,508.80","399,458,700"
2023-08-18,"2,495.18","2,519.60","2,489.63","2,504.50","557,784,600"
2023-08-17,"2,512.92","2,520.56","2,482.06","2,519.85","735,132,700"
2023-08-16,"2,550.13","2,550.53","2,520.87","2,525.64","685,135,600"
2023-08-14,"2,586.51","2,592.91","2,561.88","2,570.87","624,377,600"
2023-08-11,"2,611.25","2,616.84","2,589.94","2,591.26","675,390,000"
2023-08-10,"2,592.40","2,601.56","2,590.02","2,601.56","568,155,100"
2023-08-09,"2,580.60","2,608.98","2,576.21","2,605.12","467,526,700"
2023-08-08,"2,598.29","2,601.41","2,568.15","2,573.98","638,418,700"
2023-08-07,"2,591.58","2,607.36","2,580.71","2,580.71","504,070,800"
2023-08-04,"2,606.17","2,612.30","2,598.38","2,602.80","645,750,200"
2023-08-03,"2,624.76","2,625.45","2,591.30","2,605.39","789,416,300"
2023-08-02,"2,651.53","2,660.90","2,611.77","2,616.47","704,673,800"
2023-08-01,"2,644.34","2,668.21","2,639.10","2,667.07","493,643,200"
2023-07-31,"2,628.87","2,639.45","2,622.21","2,632.58","454,242,600"
2023-07-28,"2,593.67","2,609.54","2,586.33","2,608.32","503,267,300"
2023-07-27,"2,599.82","2,617.61","2,586.36","2,603.81","594,162,700"
2023-07-26,"2,638.76","2,639.21","2,580.98","2,592.36","834,106,500"
2023-07-25,"2,643.35","2,646.71","2,621.60","2,636.46","723,471,500"
2023-07-24,"2,608.47","2,636.06","2,595.21","2,628.53","529,363,300"
2023-07-21,"2,581.06","2,609.76","2,570.58","2,609.76","501,872,000"
2023-07-20,"2,595.38","2,611.34","2,589.29","2,600.23","372,364,700"
2023-07-19,"2,622.24","2,622.54","2,598.52","2,608.24","440,073,900"
2023-07-18,"2,624.59","2,626.89","2,600.67","2,607.62","493,202,200"
2023-07-17,"2,617.67","2,627.12","2,611.55","2,619.00","550,570,000"
2023-07-14,"2,607.47","2,628.30","2,603.36","2,628.30","569,815,100"
2023-07-13,"2,589.89","2,602.21","2,587.75","2,591.23","585,660,800"
2023-07-12,"2,557.61","2,574.73","2,554.26","2,574.72","696,924,200"
2023-07-11,"2,538.84","2,562.49","2,534.48","2,562.49","594,134,900"
2023-07-10,"2,528.08","2,539.63","2,517.67","2,520.70","561,821,200"
2023-07-07,"2,547.41","2,547.41","2,515.07","2,526.71","613,265,000"
2023-07-06,"2,574.75","2,575.45","2,550.67","2,556.29","531,900,300"
2023-07-05,"2,593.47","2,601.99","2,578.66","2,579.00","601,088,700"
2023-07-04,"2,604.72","2,607.66","2,591.86","2,593.31","674,410,600"
2023-07-03,"2,580.89","2,604.63","2,580.49","2,602.47","618,006,200"
2023-06-30,"2,558.43","2,571.03","2,541.72","2,564.28","510,933,800"
2023-06-29,"2,564.02","2,577.69","2,550.02","2,550.02","604,508,600"
2023-06-28,"2,590.52","2,590.52","2,559.46","2,564.19","488,768,000"
2023-06-27,"2,581.02","2,582.00","2,568.52","2,581.39","538,509,200"
2023-06-26,"2,568.65","2,585.31","2,562.03","2,582.20","481,750,500"
2023-06-23,"2,599.04","2,600.81","2,568.07","2,570.10","528,307,400"
2023-06-22,"2,575.65","2,597.76","2,575.65","2,593.70","613,221,400"
2023-06-21,"2,599.19","2,600.97","2,579.52","2,582.63","659,798,500"
2023-06-20,"2,602.83","2,610.03","2,596.82","2,604.91","722,540,800"
2023-06-19,"2,618.06","2,619.44","2,600.49","2,609.50","719,549,000"
2023-06-16,"2,623.57","2,625.79","2,612.21","2,625.79","673,673,000"
2023-06-15,"2,629.24","2,634.22","2,602.52","2,608.54","582,437,300"
2023-06-14,"2,640.81","2,642.86","2,614.25","2,619.08","654,404,500"
2023-06-13,"2,644.43","2,645.62","2,633.52","2,637.95","694,320,500"
2023-06-12,"2,647.49","2,650.45","2,623.43","2,629.35","557,056,400"
2023-06-09,"2,624.15","2,644.70","2,618.45","2,641.16","583,219,000"
2023-06-08,"2,609.21","2,612.39","2,595.33","2,610.85","581,325,200"
2023-06-07,"2,623.46","2,629.92","2,613.68","2,615.60","537,616,700"
2023-06-05,"2,617.43","2,618.62","2,608.01","2,615.41","545,879,700"
2023-06-02,"2,586.27","2,601.38","2,583.88","2,601.36","569,619,500"
2023-06-01,"2,572.56","2,580.15","2,565.00","2,569.17","675,233,400"
2023-05-31,"2,586.03","2,596.31","2,575.98","2,577.12","686,186,800"
2023-05-30,"2,582.41","2,586.22","2,574.82","2,585.52","641,646,600"
2023-05-26,"2,561.94","2,567.50","2,553.79","2,558.81","634,759,100"
2023-05-25,"2,570.64","2,575.05","2,551.49","2,554.69","917,553,500"
2023-05-24,"2,557.11","2,572.21","2,555.04","2,567.45","1,072,440,000"
2023-05-23,"2,565.80","2,577.32","2,561.10","2,567.55","576,045,400"
2023-05-22,"2,540.03","2,564.09","2,533.50","2,557.08","593,620,000"
2023-05-19,"2,530.83","2,538.31","2,524.89","2,537.79","570,097,400"
2023-05-18,"2,511.09","2,515.40","2,500.01","2,515.40","572,764,600"
2023-05-17,"2,479.65","2,498.37","2,475.02","2,494.66","564,411,600"
2023-05-16,"2,494.40","2,498.54","2,474.90","2,480.24","628,743,800"
2023-05-15,"2,469.80","2,479.35","2,455.99","2,479.35","484,564,800"
2023-05-12,"2,487.35","2,487.35","2,472.45","2,475.42","798,230,000"
2023-05-11,"2,505.57","2,513.82","2,490.08","2,491.00","648,134,400"
2023-05-10,"2,505.96","2,510.13","2,488.42","2,496.51","635,635,000"
2023-05-09,"2,512.34","2,514.81","2,495.63","2,510.06","751,646,900"
2023-05-08,"2,518.53","2,525.84","2,511.13","2,513.21","655,536,100"
2023-05-04,"2,494.82","2,502.14","2,486.09","2,500.94","810,178,200"
2023-05-03,"2,510.19","2,514.37","2,497.83","2,501.40","889,609,400"
2023-05-02,"2,504.01","2,524.42","2,503.21","2,524.39","701,398,500"
2023-04-28,"2,511.79","2,517.13","2,489.58","2,501.53","777,535,100"
2023-04-27,"2,484.31","2,499.01","2,465.83","2,495.81","733,499,900"
2023-04-26,"2,489.49","2,498.56","2,481.38","2,484.83","1,089,215,500"
2023-04-25,"2,531.35","2,531.35","2,472.33","2,489.02","886,421,800"
2023-04-24,"2,538.36","2,541.89","2,518.73","2,523.50","927,191,300"
2023-04-21,"2,556.70","2,559.44","2,532.32","2,544.40","970,398,000"
2023-04-20,"2,566.06","2,573.94","2,552.06","2,563.11","951,423,100"
2023-04-19,"2,570.06","2,582.11","2,568.46","2,575.08","956,994,400"
2023-04-18,"2,582.23","2,582.23","2,557.19","2,571.09","896,932,400"
2023-04-17,"2,570.30","2,577.08","2,561.14","2,575.91","775,752,400"
2023-04-14,"2,580.10","2,581.74","2,560.53","2,571.49","892,445,600"
2023-04-13,"2,534.71","2,561.66","2,531.07","2,561.66","841,719,200"
2023-04-12,"2,546.36","2,561.37","2,536.23","2,550.64","900,749,500"
2023-04-11,"2,523.33","2,550.97","2,514.42","2,547.86","768,175,600"
2023-04-10,"2,491.68","2,519.99","2,490.17","2,512.08","717,648,100"
2023-04-07,"2,478.64","2,493.06","2,473.89","2,490.41","586,992,800"
2023-04-06,"2,488.00","2,488.00","2,458.50","2,459.23","751,378,100"
2023-04-05,"2,482.61","2,497.61","2,478.67","2,495.21","632,719,900"
2023-04-04,"2,475.87","2,489.71","2,472.79","2,480.51","832,555,300"
2023-04-03,"2,485.81","2,485.81","2,467.59","2,472.34","811,723,700"
2023-03-31,"2,459.94","2,481.24","2,456.54","2,476.86","722,612,200"
2023-03-30,"2,452.97","2,462.70","2,439.43","2,453.16","629,052,000"
2023-03-29,"2,432.63","2,443.95","2,428.61","2,443.92","497,218,500"
2023-03-28,"2,418.69","2,434.94","2,415.34","2,434.94","524,016,100"
2023-03-27,"2,423.94","2,423.94","2,395.97","2,409.22","472,847,200"
2023-03-24,"2,421.27","2,423.76","2,399.49","2,414.96","470,659,200"
2023-03-23,"2,398.27","2,424.48","2,397.91","2,424.48","567,703,700"
2023-03-22,"2,411.25","2,417.47","2,402.78","2,416.96","501,412,200"
2023-03-21,"2,396.54","2,399.52","2,383.17","2,388.35","355,194,600"
2023-03-20,"2,391.87","2,405.99","2,378.70","2,379.20","346,033,900"
2023-03-17,"2,403.70","2,405.35","2,382.80","2,395.69","364,175,600"
2023-03-16,"2,357.98","2,382.79","2,346.11","2,377.91","320,194,100"
2023-03-15,"2,380.09","2,395.36","2,370.77","2,379.72","443,751,300"
2023-03-14,"2,390.36","2,390.78","2,348.19","2,348.97","485,075,500"
2023-03-13,"2,400.45","2,413.24","2,369.79","2,410.60","380,739,600"
2023-03-10,"2,389.82","2,400.87","2,383.19","2,394.59","413,411,000"
2023-03-09,"2,440.79","2,444.20","2,416.25","2,419.09","476,374,600"
2023-03-08,"2,435.58","2,442.61","2,426.52","2,431.91","438,358,900"
2023-03-07,"2,457.04","2,475.73","2,455.65","2,463.35","450,481,400"
2023-03-06,"2,452.46","2,464.45","2,441.07","2,462.62","418,813,800"
2023-03-03,"2,438.73","2,442.10","2,423.08","2,432.07","371,881,800"
2023-03-02,"2,414.61","2,440.59","2,411.85","2,427.85","428,342,200"
2023-02-28,"2,417.58","2,431.67","2,407.29","2,412.85","529,789,800"
2023-02-27,"2,405.42","2,405.56","2,383.76","2,402.64","357,218,100"
2023-02-24,"2,442.49","2,452.97","2,421.47","2,423.61","369,900,400"
2023-02-23,"2,430.01","2,449.62","2,422.62","2,439.09","400,991,600"
2023-02-22,"2,430.87","2,435.98","2,416.16","2,417.68","427,481,900"
2023-02-21,"2,457.51","2,466.07","2,446.00","2,458.96","494,660,900"
2023-02-20,"2,453.25","2,463.17","2,430.27","2,455.12","390,012,500"
2023-02-17,"2,447.66","2,471.51","2,445.74","2,451.21","514,047,400"
2023-02-16,"2,444.06","2,475.99","2,442.07","2,475.48","388,027,100"
2023-02-15,"2,473.09","2,473.44","2,424.16","2,427.90","387,066,700"
2023-02-14,"2,471.33","2,480.34","2,459.83","2,465.64","349,432,100"
2023-02-13,"2,461.96","2,462.58","2,440.86","2,452.70","486,398,600"
2023-02-10,"2,470.65","2,473.80","2,454.74","2,469.73","662,365,600"
2023-02-09,"2,470.66","2,487.14","2,466.61","2,481.52","610,694,400"
2023-02-08,"2,469.42","2,487.35","2,465.96","2,483.64","415,677,400"
2023-02-07,"2,440.14","2,456.17","2,432.40","2,451.71","451,159,000"
2023-02-06,"2,461.82","2,469.42","2,438.04","2,438.19","566,819,400"
2023-02-03,"2,466.54","2,485.08","2,460.21","2,480.40","496,860,500"
2023-02-02,"2,481.94","2,486.20","2,454.60","2,468.88","693,116,400"
2023-02-01,"2,446.03","2,453.29","2,433.37","2,449.80","666,296,300"
2023-01-31,"2,449.92","2,457.48","2,423.37","2,425.08","617,195,600"
2023-01-30,"2,484.64","2,491.13","2,446.59","2,450.47","475,410,300"
2023-01-27,"2,474.52","2,497.40","2,464.53","2,484.02","509,288,100"
2023-01-26,"2,436.18","2,468.65","2,426.40","2,468.65","486,831,900"
2023-01-25,"2,426.58","2,432.71","2,421.51","2,428.57","550,087,200"
2023-01-20,"2,380.00","2,395.97","2,372.57","2,395.26","302,506,000"
2023-01-19,"2,354.56","2,380.34","2,354.56","2,380.34","370,098,900"
2023-01-18,"2,380.36","2,383.00","2,356.84","2,368.32","537,392,900"
2023-01-17,"2,400.92","2,404.00","2,374.65","2,379.39","536,811,100"
2023-01-16,"2,390.06","2,410.22","2,387.61","2,399.86","517,762,200"
2023-01-13,"2,377.34","2,397.01","2,375.78","2,386.09","862,230,100"
2023-01-12,"2,376.72","2,377.80","2,358.33","2,365.10","580,433,300"
2023-01-11,"2,364.05","2,369.66","2,350.36","2,359.53","369,010,900"
2023-01-10,"2,348.04","2,370.18","2,344.18","2,351.31","359,914,100"
2023-01-09,"2,315.87","2,351.06","2,312.56","2,350.19","342,095,500"
2023-01-06,"2,253.40","2,300.62","2,253.27","2,289.97","398,606,500"
2023-01-05,"2,268.20","2,281.39","2,252.97","2,264.65","430,977,000"
2023-01-04,"2,205.98","2,260.06","2,198.82","2,255.98","412,841,100"
2023-01-03,"2,230.98","2,230.98","2,180.67","2,218.68","410,245,300"
2023-01-02,"2,249.95","2,259.88","2,222.37","2,225.67","346,344,700"
2022-12-29,"2,265.73","2,272.67","2,236.38","2,236.40","361,194,400"
2022-12-28,"2,296.45","2,296.45","2,276.90","2,280.45","405,893,500"
2022-12-27,"2,327.52","2,335.99","2,321.48","2,332.79","448,498,700"
2022-12-26,"2,312.54","2,321.92","2,304.20","2,317.14","427,844,600"
2022-12-23,"2,325.86","2,333.08","2,311.90","2,313.69","366,988,500"
2022-12-22,"2,340.00","2,356.73","2,335.75","2,356.73","553,052,900"
2022-12-21,"2,346.39","2,347.00","2,325.78","2,328.95","329,724,400"
2022-12-20,"2,344.73","2,353.86","2,324.66","2,333.29","358,771,000"
2022-12-19,"2,350.78","2,358.76","2,342.28","2,352.17","323,987,400"
2022-12-16,"2,329.75","2,360.44","2,326.83","2,360.02","414,172,000"
2022-12-15,"2,383.83","2,392.11","2,360.95","2,360.97","375,386,400"
2022-12-14,"2,380.81","2,400.18","2,379.44","2,399.25","409,799,400"
2022-12-13,"2,385.05","2,388.27","2,364.87","2,372.40","447,565,300"
2022-12-12,"2,373.58","2,381.87","2,368.47","2,373.02","499,224,600"
2022-12-09,"2,382.73","2,390.08","2,367.25","2,389.04","315,674,200"
2022-12-08,"2,386.90","2,387.95","2,357.20","2,371.08","351,939,400"
2022-12-07,"2,385.87","2,394.88","2,377.98","2,382.81","332,586,700"
2022-12-06,"2,397.70","2,416.88","2,390.20","2,393.16","368,635,700"
2022-12-05,"2,442.17","2,442.22","2,413.05","2,419.32","385,586,100"
2022-12-02,"2,471.50","2,471.50","2,434.33","2,434.33","468,847,300"
2022-12-01,"2,501.43","2,501.43","2,474.33","2,479.84","491,383,400"
2022-11-30,"2,424.44","2,472.53","2,421.42","2,472.53","594,127,300"
2022-11-29,"2,405.54","2,433.87","2,401.10","2,433.39","550,174,600"
2022-11-28,"2,425.05","2,425.65","2,401.95","2,408.27","350,496,800"
2022-11-25,"2,442.21","2,449.66","2,433.57","2,437.86","438,394,200"
2022-11-24,"2,437.51","2,441.33","2,428.12","2,441.33","481,184,800"
2022-11-23,"2,424.36","2,427.28","2,407.58","2,418.01","474,789,300"
2022-11-22,"2,405.96","2,426.40","2,401.50","2,405.27","539,169,300"
2022-11-21,"2,446.05","2,448.14","2,409.36","2,419.50","544,528,800"
2022-11-18,"2,448.13","2,471.87","2,442.87","2,444.48","589,585,900"
2022-11-17,"2,466.50","2,467.39","2,442.90","2,442.90","914,519,100"
2022-11-16,"2,487.00","2,487.00","2,446.79","2,477.45","657,833,900"
2022-11-15,"2,482.76","2,485.20","2,463.65","2,480.33","617,401,000"
2022-11-14,"2,485.18","2,499.43","2,470.60","2,474.65","731,166,000"
2022-11-11,"2,466.90","2,486.46","2,463.51","2,483.16","758,247,800"
2022-11-10,"2,405.77","2,426.10","2,401.99","2,402.23","899,127,400"
2022-11-09,"2,408.54","2,429.65","2,403.64","2,424.41","680,722,000"
2022-11-08,"2,387.20","2,400.39","2,375.67","2,399.04","500,087,900"
2022-11-07,"2,360.22","2,373.28","2,354.22","2,371.79","392,508,600"
2022-11-04,"2,325.85","2,348.43","2,316.29","2,348.43","436,430,300"
2022-11-03,"2,297.45","2,342.86","2,296.44","2,329.17","550,428,300"
2022-11-02,"2,326.05","2,346.32","2,323.37","2,336.87","450,634,500"
2022-11-01,"2,301.58","2,335.57","2,297.57","2,335.22","597,205,900"
2022-10-31,"2,293.75","2,295.51","2,273.73","2,293.61","401,399,500"
2022-10-28,"2,276.73","2,292.65","2,266.44","2,268.40","427,245,300"
2022-10-27,"2,266.07","2,290.56","2,262.02","2,288.78","587,872,000"
2022-10-26,"2,240.70","2,258.11","2,234.49","2,249.56","563,441,500"
2022-10-25,"2,237.04","2,253.24","2,230.75","2,235.07","456,770,000"
2022-10-24,"2,248.26","2,256.67","2,229.85","2,236.16","444,820,400"
2022-10-21,"2,210.59","2,224.04","2,204.64","2,213.12","637,486,400"
2022-10-20,"2,225.53","2,231.52","2,200.44","2,218.09","1,108,102,600"
2022-10-19,"2,249.35","2,266.80","2,234.59","2,237.44","895,161,300"
2022-10-18,"2,249.15","2,251.74","2,220.71","2,249.95","580,891,600"
2022-10-17,"2,187.17","2,221.05","2,177.66","2,219.71","498,780,600"
2022-10-14,"2,200.66","2,220.54","2,193.63","2,212.55","513,523,900"
2022-10-13,"2,198.29","2,198.34","2,162.87","2,162.87","792,452,400"
2022-10-12,"2,191.35","2,205.02","2,181.65","2,202.47","658,347,500"
2022-10-11,"2,193.02","2,193.05","2,174.06","2,192.07","859,508,900"
2022-10-07,"2,217.84","2,245.88","2,215.08","2,232.84","428,682,900"
2022-10-06,"2,230.43","2,250.87","2,223.36","2,237.86","643,015,700"
2022-10-05,"2,248.85","2,253.93","2,204.03","2,215.22","855,790,100"
2022-10-04,"2,189.51","2,212.38","2,180.84","2,209.38","421,003,100"
2022-09-30,"2,161.11","2,177.20","2,134.77","2,155.49","950,269,600"
2022-09-29,"2,197.75","2,210.61","2,170.14","2,170.93","508,500,800"
2022-09-28,"2,206.15","2,223.56","2,151.60","2,169.29","596,136,300"
2022-09-27,"2,224.39","2,227.35","2,197.90","2,223.86","487,939,500"
2022-09-26,"2,260.80","2,260.80","2,215.36","2,220.94","621,995,300"
2022-09-23,"2,331.33","2,334.06","2,285.71","2,290.00","446,460,500"
2022-09-22,"2,319.70","2,335.11","2,309.10","2,332.31","446,820,200"
2022-09-21,"2,351.54","2,360.27","2,341.79","2,347.21","378,165,400"
2022-09-20,"2,373.64","2,382.52","2,359.84","2,367.85","419,340,200"
2022-09-19,"2,388.73","2,389.85","2,352.76","2,355.66","403,937,400"
2022-09-16,"2,387.56","2,395.10","2,371.11","2,382.78","440,798,600"
2022-09-15,"2,416.01","2,421.63","2,401.83","2,401.83","424,110,900"
2022-09-14,"2,390.47","2,418.42","2,381.50","2,411.42","461,507,500"
2022-09-13,"2,418.59","2,453.95","2,418.59","2,449.54","367,102,500"
2022-09-08,"2,393.27","2,394.06","2,379.06","2,384.28","423,620,800"
2022-09-07,"2,395.66","2,398.40","2,365.35","2,376.46","378,200,200"
2022-09-06,"2,409.72","2,422.53","2,399.26","2,410.02","294,224,100"
2022-09-05,"2,410.07","2,424.77","2,392.63","2,403.68","354,737,900"
2022-09-02,"2,427.70","2,432.37","2,402.67","2,409.41","391,598,600"
2022-09-01,"2,443.00","2,443.61","2,415.61","2,415.61","580,021,200"
2022-08-31,"2,433.47","2,473.75","2,426.14","2,472.05","436,246,600"
2022-08-30,"2,441.21","2,453.91","2,433.48","2,450.93","336,555,400"
2022-08-29,"2,432.06","2,432.89","2,417.01","2,426.89","448,746,200"
2022-08-26,"2,489.14","2,497.76","2,476.75","2,481.03","520,091,000"
2022-08-25,"2,459.79","2,477.26","2,455.32","2,477.26","426,229,500"
2022-08-24,"2,446.18","2,454.01","2,430.69","2,447.45","423,502,100"
2022-08-23,"2,449.31","2,454.55","2,431.83","2,435.34","471,166,400"
2022-08-22,"2,467.38","2,475.77","2,457.08","2,462.50","422,552,200"
2022-08-19,"2,510.72","2,510.72","2,492.69","2,492.69","459,834,900"
2022-08-18,"2,499.30","2,515.37","2,488.09","2,508.05","381,627,600"
2022-08-17,"2,536.57","2,543.15","2,512.01","2,516.47","418,052,900"
2022-08-16,"2,543.05","2,546.35","2,532.20","2,533.52","398,335,300"
2022-08-12,"2,519.66","2,533.20","2,514.31","2,527.94","445,546,600"
2022-08-11,"2,507.74","2,523.78","2,506.41","2,523.78","505,245,800"
2022-08-10,"2,493.70","2,494.15","2,478.21","2,480.88","479,467,400"
2022-08-09,"2,493.57","2,506.49","2,481.36","2,503.46","454,363,800"
2022-08-08,"2,481.17","2,494.00","2,477.76","2,493.10","418,234,200"
2022-08-05,"2,481.43","2,497.58","2,480.05","2,490.80","409,776,200"
2022-08-04,"2,478.44","2,478.95","2,465.32","2,473.11","399,964,600"
2022-08-03,"2,438.56","2,461.45","2,433.12","2,461.45","475,302,300"
2022-08-02,"2,451.00","2,451.07","2,428.76","2,439.62","549,923,500"
2022-08-01,"2,444.05","2,461.40","2,437.13","2,452.25","487,160,200"
2022-07-29,"2,453.53","2,463.05","2,442.01","2,451.50","499,369,200"
2022-07-28,"2,437.57","2,443.43","2,429.07","2,435.27","491,073,200"
2022-07-27,"2,412.52","2,415.53","2,396.19","2,415.53","333,587,600"
2022-07-26,"2,397.27","2,415.39","2,395.17","2,412.96","415,671,400"
2022-07-25,"2,385.65","2,412.47","2,385.65","2,403.69","323,090,600"
2022-07-22,"2,405.37","2,417.91","2,391.48","2,393.14","381,596,700"
2022-07-21,"2,387.91","2,411.96","2,387.91","2,409.16","295,624,100"
2022-07-20,"2,406.29","2,410.06","2,382.65","2,386.85","333,329,000"
2022-07-19,"2,367.52","2,372.74","2,359.59","2,370.97","339,377,600"
2022-07-18,"2,350.48","2,376.50","2,344.12","2,375.25","324,357,000"
2022-07-15,"2,335.12","2,337.30","2,293.45","2,330.98","319,675,100"
2022-07-14,"2,316.41","2,338.29","2,307.69","2,322.32","349,137,900"
2022-07-13,"2,324.45","2,341.19","2,312.49","2,328.61","308,806,000"
2022-07-12,"2,330.88","2,333.02","2,303.74","2,317.76","379,308,200"
2022-07-11,"2,357.43","2,363.26","2,337.82","2,340.27","377,108,000"
2022-07-08,"2,352.49","2,367.84","2,348.74","2,350.61","411,424,800"
2022-07-07,"2,308.97","2,344.14","2,307.90","2,334.27","340,172,900"
2022-07-06,"2,330.11","2,332.14","2,290.33","2,292.01","410,732,000"
2022-07-05,"2,322.11","2,344.08","2,309.62","2,341.78","323,904,500"
2022-07-04,"2,310.73","2,318.31","2,276.63","2,300.34","467,959,500"
2022-07-01,"2,342.92","2,354.97","2,291.49","2,305.42","530,345,900"
2022-06-30,"2,368.57","2,368.57","2,332.59","2,332.64","515,396,400"
2022-06-29,"2,387.10","2,393.25","2,375.45","2,377.99","422,127,300"
2022-06-28,"2,405.20","2,422.10","2,393.96","2,422.09","564,985,500"
2022-06-27,"2,383.20","2,418.94","2,365.86","2,401.92","510,587,300"
2022-06-24,"2,327.11","2,373.48","2,319.99","2,366.60","654,445,500"
2022-06-23,"2,347.84","2,361.23","2,306.48","2,314.32","749,660,600"
2022-06-22,"2,417.11","2,418.05","2,342.81","2,342.81","532,138,900"
2022-06-21,"2,402.99","2,423.48","2,385.60","2,408.93","479,678,300"
2022-06-20,"2,449.89","2,449.89","2,372.35","2,391.03","592,701,800"
2022-06-17,"2,409.72","2,441.34","2,396.47","2,440.93","634,896,700"
2022-06-16,"2,481.66","2,500.36","2,447.33","2,451.41","584,041,200"
2022-06-15,"2,490.01","2,495.54","2,436.04","2,447.38","714,143,400"
2022-06-14,"2,472.96","2,503.17","2,457.39","2,492.97","671,756,800"
2022-06-13,"2,550.21","2,550.32","2,504.51","2,504.51","660,309,200"
2022-06-10,"2,596.37","2,602.80","2,583.74","2,595.87","724,089,800"
2022-06-09,"2,618.92","2,627.88","2,606.61","2,625.44","814,882,800"
2022-06-08,"2,633.53","2,639.52","2,621.96","2,626.15","576,389,700"
2022-06-07,"2,659.27","2,662.04","2,622.78","2,626.34","524,710,300"
2022-06-03,"2,679.57","2,681.51","2,663.00","2,670.65","562,469,800"
2022-06-02,"2,670.74","2,674.00","2,653.59","2,658.99","525,259,100"
2022-05-31,"2,666.88","2,685.90","2,654.32","2,685.90","671,679,000"
2022-05-30,"2,662.31","2,672.74","2,654.18","2,669.66","469,797,600"
2022-05-27,"2,640.75","2,644.71","2,631.49","2,638.05","590,813,700"
2022-05-26,"2,616.99","2,641.91","2,602.01","2,612.45","595,849,200"
2022-05-25,"2,621.75","2,630.17","2,602.94","2,617.22","712,611,400"
2022-05-24,"2,638.94","2,646.99","2,605.87","2,605.87","851,235,700"
2022-05-23,"2,651.63","2,653.87","2,634.29","2,647.38","644,204,800"
2022-05-20,"2,605.78","2,641.68","2,605.38","2,639.29","755,652,900"
2022-05-19,"2,576.24","2,597.79","2,568.54","2,592.34","677,595,100"
2022-05-18,"2,634.75","2,644.13","2,618.00","2,625.98","870,268,200"
2022-05-17,"2,603.58","2,621.84","2,603.58","2,620.44","873,519,400"
2022-05-16,"2,624.69","2,629.20","2,593.61","2,596.58","780,198,900"
2022-05-13,"2,570.01","2,605.84","2,565.96","2,604.24","788,539,100"
2022-05-12,"2,569.50","2,591.57","2,546.80","2,550.08","900,330,700"
2022-05-11,"2,586.52","2,599.11","2,579.09","2,592.27","679,509,700"
2022-05-10,"2,590.13","2,602.75","2,553.01","2,596.56","841,463,300"
2022-05-09,"2,634.32","2,642.75","2,606.08","2,610.81","892,652,700"
2022-05-06,"2,650.89","2,652.51","2,635.97","2,644.51","1,333,935,800"
2022-05-04,"2,690.45","2,696.03","2,667.23","2,677.57","1,181,019,900"
2022-05-03,"2,690.16","2,702.10","2,680.46","2,680.46","883,402,900"
2022-05-02,"2,669.21","2,689.91","2,667.85","2,687.45","873,722,700"
2022-04-29,"2,669.18","2,696.10","2,664.06","2,695.05","975,253,100"
2022-04-28,"2,656.54","2,667.49","2,638.37","2,667.49","899,168,700"
2022-04-27,"2,630.58","2,641.82","2,615.50","2,639.06","1,072,367,400"
2022-04-26,"2,674.00","2,678.05","2,663.83","2,668.31","889,941,800"
2022-04-25,"2,676.67","2,680.35","2,657.04","2,657.13","1,018,005,300"
2022-04-22,"2,704.72","2,708.58","2,690.48","2,704.71","1,239,909,900"
2022-04-21,"2,725.71","2,737.54","2,725.04","2,728.21","1,002,973,300"
2022-04-20,"2,718.49","2,724.46","2,702.84","2,718.69","1,736,282,600"
2022-04-19,"2,707.76","2,723.98","2,705.32","2,718.89","1,257,385,300"
2022-04-18,"2,685.04","2,701.11","2,681.37","2,693.21","1,024,914,900"
2022-04-15,"2,695.52","2,705.41","2,685.01","2,696.06","693,717,600"
2022-04-14,"2,719.34","2,720.30","2,702.61","2,716.71","665,351,000"
2022-04-13,"2,677.53","2,717.63","2,672.60","2,716.49","733,240,900"
2022-04-12,"2,674.17","2,685.08","2,658.40","2,666.76","870,969,500"
2022-04-11,"2,687.54","2,711.02","2,683.96","2,693.10","742,601,500"
2022-04-08,"2,706.64","2,712.00","2,685.52","2,700.39","948,355,100"
2022-04-07,"2,714.70","2,718.50","2,693.36","2,695.86","999,275,900"
2022-04-06,"2,739.07","2,747.85","2,730.66","2,735.03","1,321,644,900"
2022-04-05,"2,765.50","2,769.18","2,750.50","2,759.20","1,605,993,600"
2022-04-04,"2,729.86","2,758.38","2,722.45","2,757.90","1,022,970,500"
2022-04-01,"2,745.85","2,745.85","2,729.68","2,739.85","1,305,564,000"
2022-03-31,"2,743.24","2,765.20","2,743.20","2,757.65","1,030,288,700"
