YYM1,CITY,CITY_CODE,GU_NAME,GU_CODE2,API_TT0,BaseRate,MoRate,FREQ,A_PSUM,SEOUL,METRO,LTV,DTI,MV_APT,JAEGO,BUNYANG,N_BUNYANG,IND_INDEX,JTP,LOAN_T,MON
200603,서울특별시,11,종로중구,1111,75.245607991,4.00,5.4600,71,2.5590286416,1,1,42.912677374,93.255606673,4.891421,110,0,277,109.907,48.372,104.381241,3
200606,서울특별시,11,종로중구,1111,81.009182952,4.25,5.4800,58,1.774481,1,1,43.944172322,94.827586207,4.891421,0,0,277,99.469,47.454,107.564252,6
200609,서울특별시,11,종로중구,1111,81.2086397,4.50,5.7700,90,2.8988393228,1,1,44.42562142,94,4.891421,0,0,14,123.203,47.67,110.66641,9
200612,서울특별시,11,종로중구,1111,88.06893967,4.50,5.8800,99,3.1811620238,1,1,50.340130518,95.151515152,4.891421,0,136,6,128.718,43.811,101.84374245,12
200703,서울특별시,11,종로중구,1111,86.507761918,4.50,6.2000,68,1.9556222222,1,1,50.951451066,48.890836463,6.083816,0,112,0,110.893,42.987,107.877226,3
200706,서울특별시,11,종로중구,1111,91.769298622,4.50,6.1300,48,1.5525091667,1,1,51.251564876,48.351863213,6.083816,0,0,93,102.227,43.14,110.307341,6
200709,서울특별시,11,종로중구,1111,92.079846894,5.00,6.5200,55,1.6641445833,1,1,52.053269699,48.05533917,6.083816,0,0,89,108.332,42.811,112.626114,9
200712,서울특별시,11,종로중구,1111,87.52919873,5.00,6.8500,57,1.8342523333,1,1,51.403700667,47.425722451,6.083816,744,0,183,113.158,42.165,116.409487,12
200803,서울특별시,11,종로중구,1111,96.397714955,5.00,6.7000,95,3.4827390531,1,1,51.298453495,46.561394674,6.265835,0,112,147,113.158,41.163,118.919127,3
200806,서울특별시,11,종로중구,1111,103.00174039,5.00,6.7700,66,3.0796969048,1,1,50.246913224,44.314696547,6.265835,470,0,111,91.984,39.312,124.125424,6
200809,서울특별시,11,종로중구,1111,105.2119796,5.25,7.2500,31,1.394238,1,1,49.991077709,45.496664085,6.265835,0,0,103,113.355,38.94,128.216878,9
200812,서울특별시,11,종로중구,1111,91.897007677,3.00,6.8100,23,0.905129,1,1,61.760953925,100,6.265835,0,0,291,94.249,38.67,129.852736,12
200903,서울특별시,11,종로중구,1111,95.388827534,2.00,5.4300,59,2.3621255303,1,1,61.718987772,100,8.221371,0,0,277,88.832,38.61226547,130.541711,3
200906,서울특별시,11,종로중구,1111,100.68465175,2.00,5.2500,71,2.9529466944,1,1,61.713666856,100,8.221371,0,0,265,85.09,38.886481048,132.995958,6
200909,서울특별시,11,종로중구,1111,110.61439526,2.00,5.7700,52,2.5344577273,1,1,55.148839759,61.180411425,8.221371,0,0,231,101.241,39.73417782,136.885476,9
200912,서울특별시,11,종로중구,1111,100.78354018,2.00,5.9000,38,1.8461533333,1,1,55.320300157,53.11851005,8.221371,233,0,229,104.097,40.563106195,139.556317,12
201003,서울특별시,11,종로중구,1111,103.67106981,2.00,5.4700,50,2.2352238333,1,1,55.596127461,53.190838519,9.118323,263,0,122,95.757,41.29149696,140.959729,3
201006,서울특별시,11,종로중구,1111,95.309283522,2.00,4.6200,22,1.046567,1,1,55.43251414,53.111730316,9.118323,136,0,140,97.3,42.057047881,147.444443,6
201009,서울특별시,11,종로중구,1111,96.728174202,2.25,4.8000,31,1.358265,1,1,55.784597967,100,9.118323,0,0,142,100.096,42.968426109,149.638557,9
201012,서울특별시,11,종로중구,1111,98.717627222,2.50,4.6700,60,2.8203208333,1,1,55.590532974,100,9.118323,0,0,136,107.329,44.371215491,152.647694,12
201103,서울특별시,11,종로중구,1111,101.89553779,3.00,4.8900,76,3.6037966667,1,1,55.812281077,100,9.36481,0,0,137,104.918,46.39717639,157.61353872,3
201106,서울특별시,11,종로중구,1111,104.27132337,3.25,4.8700,45,2.1177663333,1,1,55.993864562,53.038152801,9.36481,0,0,134,89.103,47.409686468,160.14337943,6
201109,서울특별시,11,종로중구,1111,102.27566515,3.25,5.0000,36,1.56214,1,1,56.248687459,53.065856775,9.36481,0,0,131,106.268,49.947337842,162.5033919,9
201112,서울특별시,11,종로중구,1111,101.02722894,3.25,4.9500,38,1.7480566667,1,1,56.128965682,53.137443114,9.36481,895,295,130,108.968,50.829309685,164.60183642,12
201203,서울특별시,11,종로중구,1111,102.21919366,3.25,5.0000,56,2.9916803333,1,1,55.859838853,53.178759754,9.848474,0,0,113,107.715,51.405824695,167.23806073,3
201206,서울특별시,11,종로중구,1111,101.1125217,3.25,4.7600,41,2.278563,1,1,55.828625136,53.24275895,9.848474,0,0,103,93.732,52.080110853,168.5365483,6
201209,서울특별시,11,종로중구,1111,98.975738957,3.00,4.2900,39,2.0851273333,1,1,55.971053869,53.311428579,9.848474,0,0,104,102.411,53.270940687,169.36900072,9
201212,서울특별시,11,종로중구,1111,96.864551942,2.75,4.1600,53,2.5720146667,1,1,56.430676135,53.394459982,9.848474,0,0,79,100.771,54.810220654,170.93930064,12
201303,서울특별시,11,종로중구,1111,99.897724837,2.75,3.9700,72,3.9430502381,1,1,55.956988334,53.403887887,9.592756,0,0,81,101.446,56.153232883,169.77717703,3
201306,서울특별시,11,종로중구,1111,94.882570817,2.50,3.7300,77,5.0379340143,1,1,55.532953701,53.490051717,9.592756,0,167,50,86.885,56.726654406,170.9829411,6
201309,서울특별시,11,종로중구,1111,98.573193555,2.50,3.8200,66,3.0440413333,1,1,56.571064262,53.488836018,9.592756,0,0,96,99.614,59.142058043,171.30661788,9
201312,서울특별시,11,종로중구,1111,96.4739186,2.50,3.7400,74,3.3833630278,1,1,56.779882905,53.529596904,9.592756,0,0,59,100.675,61.461036445,170.75531388,12
201403,서울특별시,11,종로중구,1111,98.950936285,2.50,3.6900,83,3.9416101667,1,1,56.325139886,53.552546961,9.956235,0,0,42,107.329,63.228155915,171.18644986,3
201406,서울특별시,11,종로중구,1111,100.57666041,2.50,3.5800,44,2.0242533333,1,1,56.800961518,53.596892672,9.956235,0,0,15,96.914,63.999129453,175.72446231,6
201409,서울특별시,11,종로중구,1111,101.5785391,2.25,3.5000,83,4.1390658889,1,1,70,63.656833808,9.956235,0,0,6,107.715,64.646119402,178.23760677,9
201412,서울특별시,11,종로중구,1111,102.60073856,2.00,3.3300,67,3.4558325,1,1,70,63.693839689,9.956235,295,0,3,112.44,65.705433586,180.9134017,12
201503,서울특별시,11,종로중구,1111,104.32180134,1.75,2.9700,127,6.766259627,1,1,70,63.714155438,,0,0,151,98.5,67.631557386,266.63883286,3
201506,서울특별시,11,종로중구,1111,105.5430899,1.50,3.0100,100,5.2729765198,1,1,70,63.685182237,,0,0,53,91.6,69.570769984,274.52190625,6
201509,서울특별시,11,종로중구,1111,109.07596129,1.50,2.9200,101,5.48661725,1,1,70,63.665258787,,0,0,15,110.8,71.808672278,282.5676313,9
201512,서울특별시,11,종로중구,1111,106.93779272,1.50,3.1200,73,3.711134,1,1,70,63.67308636,,0,0,5,117.2,73.424723726,287.68694048,12
201603,서울특별시,11,종로중구,1111,108.76600645,1.50,2.9700,108,6.4925045513,1,1,70,63.630899873,10.466666,0,0,5,120.4,74.577835467,285.20501337,3
201606,서울특별시,11,종로중구,1111,110.03074699,1.25,2.7700,105,6.1769381872,1,1,70,63.603553751,10.466666,0,0,5,96.1,75.069395239,291.87419077,6
201609,서울특별시,11,종로중구,1111,111.99714869,1.25,2.8000,113,6.7536889048,1,1,70,63.615202732,10.466666,0,0,5,109.4,74.178229776,303.98293878,9
201612,서울특별시,11,종로중구,1111,114.55922022,1.25,3.1300,55,2.847366,1,1,70,63.61131715,10.466666,0,195,1,120.4,73.233544849,305.47632673,12
201703,서울특별시,11,종로중구,1111,112.80605182,1.25,3.2100,116,6.334225,1,1,70,63.61611894,10.466666,0,61,1,113.7,73.220091035,308.50237967,3
201706,서울특별시,11,종로중구,1111,116.72614566,1.25,3.2200,149,9.4317765714,1,1,70,63.613382342,10.466666,1402,0,1,98.4,72.379698282,315.17031311,6
201709,서울특별시,11,종로중구,1111,120.34787806,1.25,3.2400,89,5.2773682738,1,1,46.516853933,43.483146067,10.466666,0,0,1,129,71.199623675,319.1024339,9
201712,서울특별시,11,종로중구,1111,120.51869054,1.50,3.4200,34,1.8248066667,1,1,46.176470588,43.823529412,10.466666,0,0,1,111.5,70.058967027,319.56180264,12
200603,서울특별시,11,용산구,1117,79.451380811,4.00,5.4600,142,9.4493369841,1,1,42.912677374,77.518688909,12.204299,0,0,0,109.907,48.372,104.381241,3
200606,서울특별시,11,용산구,1117,76.904926346,4.25,5.4800,75,3.6962618611,1,1,43.944172322,83.2,12.204299,102,0,0,99.469,47.454,107.564252,6
200609,서울특별시,11,용산구,1117,87.712090645,4.50,5.7700,128,7.5025293333,1,1,44.42562142,77.96875,12.204299,144,0,0,123.203,47.67,110.66641,9
200612,서울특별시,11,용산구,1117,98.594260931,4.50,5.8800,98,5.693517,1,1,47.824245756,79.795918367,12.204299,0,0,0,128.718,43.811,101.84374245,12
200703,서울특별시,11,용산구,1117,94.107291761,4.50,6.2000,53,2.6952616667,1,1,49.048533308,44.791547929,16.144834,0,0,0,110.893,42.987,107.877226,3
200706,서울특별시,11,용산구,1117,88.66800142,4.50,6.1300,62,4.5772916667,1,1,46.843297668,43.10134375,16.144834,202,260,0,102.227,43.14,110.307341,6
200709,서울특별시,11,용산구,1117,94.347582051,5.00,6.5200,65,4.1511333333,1,1,47.293141798,43.780943358,16.144834,0,129,0,108.332,42.811,112.626114,9
200712,서울특별시,11,용산구,1117,94.353874586,5.00,6.8500,57,4.6847833333,1,1,45.535973295,43.093082761,16.144834,24,0,0,113.158,42.165,116.409487,12
200803,서울특별시,11,용산구,1117,98.251583884,5.00,6.7000,77,5.2418785714,1,1,47.650690756,43.230998005,18.274879,0,0,0,113.158,41.163,118.919127,3
200806,서울특별시,11,용산구,1117,101.122764,5.00,6.7700,59,4.420315,1,1,46.562504269,43.466041625,18.274879,0,0,0,91.984,39.312,124.125424,6
200809,서울특별시,11,용산구,1117,91.377499539,5.25,7.2500,24,1.776125,1,1,46.841035573,43.339940211,18.274879,110,0,0,113.355,38.94,128.216878,9
200812,서울특별시,11,용산구,1117,78.938344894,3.00,6.8100,18,1.706981,1,1,61.760953925,100,18.274879,80,0,53,94.249,38.67,129.852736,12
200903,서울특별시,11,용산구,1117,84.945163775,2.00,5.4300,71,6.2377586667,1,1,61.718987772,100,18.93121,0,307,19,88.832,38.61226547,130.541711,3
200906,서울특별시,11,용산구,1117,92.772787777,2.00,5.2500,92,8.613009,1,1,61.713666856,100,18.93121,0,0,0,85.09,38.886481048,132.995958,6
200909,서울특별시,11,용산구,1117,101.53120808,2.00,5.7700,103,9.0915065,1,1,53.113724857,61.180411425,18.93121,0,0,0,101.241,39.73417782,136.885476,9
200912,서울특별시,11,용산구,1117,96.947311812,2.00,5.9000,65,5.8223958333,1,1,53.652113422,52.939612439,18.93121,0,0,0,104.097,40.563106195,139.556317,12
201003,서울특별시,11,용산구,1117,98.479120073,2.00,5.4700,71,6.379875,1,1,53.325857432,52.910970781,19.445823,0,0,0,95.757,41.29149696,140.959729,3
201006,서울특별시,11,용산구,1117,91.363086677,2.00,4.6200,28,2.62115,1,1,53.336515909,52.93514383,19.445823,0,0,104,97.3,42.057047881,147.444443,6
201009,서울특별시,11,용산구,1117,90.626391445,2.25,4.8000,33,3.065538,1,1,53.293105862,100,19.445823,0,0,104,100.096,42.968426109,149.638557,9
201012,서울특별시,11,용산구,1117,92.175372724,2.50,4.6700,75,6.136865,1,1,53.79394985,100,19.445823,0,0,598,107.329,44.371215491,152.647694,12
201103,서울특별시,11,용산구,1117,94.796031571,3.00,4.8900,65,6.2780516667,1,1,53.197341845,100,20.510532,0,0,260,104.918,46.39717639,157.61353872,3
201106,서울특별시,11,용산구,1117,91.707567672,3.25,4.8700,41,3.3997166667,1,1,53.965104407,53.038152801,20.510532,0,0,142,89.103,47.409686468,160.14337943,6
201109,서울특별시,11,용산구,1117,89.892935865,3.25,5.0000,44,3.3752,1,1,54.095368654,53.065856775,20.510532,0,0,93,106.268,49.947337842,162.5033919,9
201112,서울특별시,11,용산구,1117,93.73054245,3.25,4.9500,54,3.930975,1,1,54.499955853,53.137443114,20.510532,0,0,84,108.968,50.829309685,164.60183642,12
201203,서울특별시,11,용산구,1117,85.502870379,3.25,5.0000,50,3.549275,1,1,54.682692937,53.178759754,19.938769,0,0,140,107.715,51.405824695,167.23806073,3
201206,서울특별시,11,용산구,1117,85.475589374,3.25,4.7600,37,2.5918333333,1,1,54.543117727,53.26325457,19.938769,0,0,83,93.732,52.080110853,168.5365483,6
201209,서울특별시,11,용산구,1117,81.811270219,3.00,4.2900,35,2.710651,1,1,54.448811148,53.336519521,19.938769,0,0,83,102.411,53.270940687,170.30362485,9
201212,서울특별시,11,용산구,1117,79.997414059,2.75,4.1600,46,3.4837158095,1,1,54.465479502,53.394459982,19.938769,0,0,83,100.771,54.810220654,170.93930064,12
201303,서울특별시,11,용산구,1117,82.593816838,2.75,3.9700,50,3.714903,1,1,54.120687762,53.410239336,19.022937,0,0,83,101.446,56.153232883,169.34191893,3
201306,서울특별시,11,용산구,1117,81.960072729,2.50,3.7300,73,5.5228566667,1,1,54.534218171,53.485247196,19.022937,0,0,83,86.885,56.726654406,170.10341347,6
201309,서울특별시,11,용산구,1117,81.36508816,2.50,3.8200,64,4.1199833333,1,1,55.203615907,53.495327099,19.022937,0,0,83,99.614,59.142058043,172.03377341,9
201312,서울특별시,11,용산구,1117,81.822741354,2.50,3.7400,76,5.1379441667,1,1,55.507487302,53.529596904,19.022937,0,0,83,100.675,61.461036445,170.75531388,12
201403,서울특별시,11,용산구,1117,84.053208913,2.50,3.6900,125,7.9029948333,1,1,55.130270308,53.562856004,18.285106,0,0,95,107.329,63.228155915,171.68830682,3
201406,서울특별시,11,용산구,1117,83.844315897,2.50,3.5800,64,4.8075801667,1,1,54.638209297,53.606772424,18.285106,0,0,54,96.914,63.999129453,171.68830682,6
201409,서울특별시,11,용산구,1117,85.839831861,2.25,3.5000,97,7.6350711667,1,1,70,63.681522748,18.285106,0,0,51,107.715,64.646119402,179.57457831,9
201412,서울특별시,11,용산구,1117,87.171064998,2.00,3.3300,80,5.5265836667,1,1,70,63.693839689,18.285106,0,0,207,112.44,65.705433586,180.9134017,12
201503,서울특별시,11,용산구,1117,87.732743765,1.75,2.9700,152,11.547293452,1,1,70,63.764399686,,232,0,169,98.5,67.631557386,268.85851396,3
201506,서울특별시,11,용산구,1117,90.196396174,1.50,3.0100,136,10.113268833,1,1,70,63.668705114,,0,0,120,91.6,69.570769984,277.01958529,6
201509,서울특별시,11,용산구,1117,92.90101629,1.50,2.9200,119,9.9084046667,1,1,70,63.670536519,,0,0,41,110.8,71.808672278,284.97710897,9
201512,서울특별시,11,용산구,1117,93.483186665,1.50,3.1200,83,6.5374306667,1,1,70,63.67308636,,0,0,9,117.2,73.424723726,287.68694048,12
201603,서울특별시,11,용산구,1117,92.834759772,1.50,2.9700,115,9.322004,1,1,70,63.61872358,18.643302,0,0,8,120.4,74.577835467,292.6149979,3
201606,서울특별시,11,용산구,1117,95.134155357,1.25,2.7700,174,16.414464231,1,1,70,63.606717854,18.643302,0,0,7,96.1,75.069395239,296.04091152,6
201609,서울특별시,11,용산구,1117,99.472838511,1.25,2.8000,146,13.865559112,1,1,70,63.612199778,18.643302,0,0,3,109.4,74.178229776,303.98293878,9
201612,서울특별시,11,용산구,1117,100.06260156,1.25,3.1300,38,3.505937,1,1,70,63.61131715,18.643302,0,0,0,120.4,73.233544849,305.47632673,12
201703,서울특별시,11,용산구,1117,102.40100889,1.25,3.2100,143,13.609129881,1,1,70,63.614511173,18.643302,0,0,0,113.7,73.220091035,308.50237967,3
201706,서울특별시,11,용산구,1117,107.6755374,1.25,3.2200,177,19.402587786,1,1,70,63.603700135,18.643302,151,1140,0,98.4,72.379698282,312.60006936,6
201709,서울특별시,11,용산구,1117,107.80140285,1.25,3.2400,97,11.991422651,1,1,48.969072165,41.030927835,18.643302,0,0,0,129,71.199623675,317.67243623,9
201712,서울특별시,11,용산구,1117,109.12335923,1.50,3.4200,34,3.465,1,1,49.117647059,40.882352941,18.643302,0,0,0,111.5,70.058967027,319.56180264,12
200603,서울특별시,11,성동구,1120,74.51998379,4.00,5.4600,177,7.0002897706,1,1,42.912677374,94.288646203,10.996155,221,0,0,109.907,48.372,104.381241,3
200606,서울특별시,11,성동구,1120,77.197900067,4.25,5.4800,112,4.3003052381,1,1,43.944172322,94.642857143,10.996155,157,0,0,99.469,47.454,107.564252,6
200609,서울특별시,11,성동구,1120,83.904293766,4.50,5.7700,172,6.7133500581,1,1,44.42562142,93.023255814,10.996155,342,0,0,123.203,47.67,110.66641,9
200612,서울특별시,11,성동구,1120,94.619556165,4.50,5.8800,140,5.9791336093,1,1,49.519504231,90.142857143,10.996155,0,0,0,128.718,43.811,101.84374245,12
200703,서울특별시,11,성동구,1120,97.613069515,4.50,6.2000,85,3.76043625,1,1,49.510670478,44.641618953,13.587104,217,0,0,110.893,42.987,107.877226,3
200706,서울특별시,11,성동구,1120,96.187526219,4.50,6.1300,71,3.0690125,1,1,50.873985011,44.45133932,13.587104,0,465,0,102.227,43.14,110.307341,6
200709,서울특별시,11,성동구,1120,95.690235808,5.00,6.5200,72,3.2647933333,1,1,50.45905231,44.494265488,13.587104,0,0,0,108.332,42.811,112.626114,9
200712,서울특별시,11,성동구,1120,95.847860113,5.00,6.8500,90,4.0204904444,1,1,50.432055489,44.259261882,13.587104,0,0,0,113.158,42.165,116.409487,12
200803,서울특별시,11,성동구,1120,104.26231494,5.00,6.7000,144,6.2584358513,1,1,51.15872303,44.032923283,14.652932,0,508,0,113.158,41.163,118.919127,3
200806,서울특별시,11,성동구,1120,96.663039168,5.00,6.7700,116,5.3921133333,1,1,50.95128119,42.813711622,14.652932,0,0,0,91.984,39.312,124.125424,6
200809,서울특별시,11,성동구,1120,89.587718562,5.25,7.2500,35,1.66145,1,1,51.588065896,43.044291107,14.652932,0,0,0,113.355,38.94,128.216878,9
200812,서울특별시,11,성동구,1120,80.549382618,3.00,6.8100,22,1.0868983333,1,1,61.760953925,100,14.652932,241,0,73,94.249,38.67,129.852736,12
200903,서울특별시,11,성동구,1120,101.90733044,2.00,5.4300,89,4.2386078333,1,1,61.718987772,100,13.972703,0,0,67,88.832,38.61226547,130.541711,3
200906,서울특별시,11,성동구,1120,99.017755738,2.00,5.2500,157,7.6163864286,1,1,61.713666856,100,13.972703,445,0,82,85.09,38.886481048,132.995958,6
200909,서울특별시,11,성동구,1120,105.60517938,2.00,5.7700,140,6.9030177381,1,1,55.237886842,61.180411425,13.972703,0,0,87,101.241,39.73417782,136.885476,9
200912,서울특별시,11,성동구,1120,98.231514454,2.00,5.9000,76,3.609096619,1,1,55.56206635,52.891673756,13.972703,534,0,87,104.097,40.563106195,139.556317,12
201003,서울특별시,11,성동구,1120,98.449086326,2.00,5.4700,90,4.3566101667,1,1,55.708000822,52.879528209,14.720278,0,497,87,95.757,41.29149696,140.959729,3
201006,서울특별시,11,성동구,1120,97.190775269,2.00,4.6200,62,3.0923216667,1,1,55.58914246,52.976562967,14.720278,0,0,85,97.3,42.057047881,147.444443,6
201009,서울특별시,11,성동구,1120,95.274216717,2.25,4.8000,57,2.5350833333,1,1,55.96358722,100,14.720278,0,0,80,100.096,42.968426109,149.638557,9
201012,서울특별시,11,성동구,1120,97.827185592,2.50,4.6700,101,4.7037273352,1,1,55.909942716,100,14.720278,0,0,79,107.329,44.371215491,152.647694,12
201103,서울특별시,11,성동구,1120,99.749960505,3.00,4.8900,96,4.4355464286,1,1,55.94419798,100,14.206248,0,0,79,104.918,46.39717639,157.61353872,3
201106,서울특별시,11,성동구,1120,96.758336945,3.25,4.8700,76,3.37522,1,1,56.231251179,53.038152801,14.206248,0,0,79,89.103,47.409686468,160.14337943,6
201109,서울특별시,11,성동구,1120,95.74012044,3.25,5.0000,90,3.8940433333,1,1,56.30103333,53.065856775,14.206248,0,0,79,106.268,49.947337842,162.5033919,9
201112,서울특별시,11,성동구,1120,93.82928564,3.25,4.9500,58,2.6833166667,1,1,56.141928625,53.137443114,14.206248,0,1148,79,108.968,50.829309685,164.60183642,12
201203,서울특별시,11,성동구,1120,92.963257189,3.25,5.0000,81,5.0397141667,1,1,56.317387475,53.178759754,16.362915,0,0,79,107.715,51.405824695,167.23806073,3
201206,서울특별시,11,성동구,1120,91.145115803,3.25,4.7600,47,2.5502503333,1,1,56.348216807,53.288198585,16.362915,0,0,79,93.732,52.080110853,168.0988424,6
201209,서울특별시,11,성동구,1120,89.8571553,3.00,4.2900,62,2.71787,1,1,56.742622762,53.34801545,16.362915,0,0,502,102.411,53.270940687,169.56891325,9
201212,서울특별시,11,성동구,1120,88.207657232,2.75,4.1600,67,2.9187422381,1,1,56.812749175,53.394459982,16.362915,1821,0,285,100.771,54.810220654,170.93930064,12
201303,서울특별시,11,성동구,1120,89.09643769,2.75,3.9700,132,6.3948433095,1,1,56.41218916,53.434200386,15.659092,0,0,192,101.446,56.153232883,169.34191893,3
201306,서울특별시,11,성동구,1120,88.559437957,2.50,3.7300,115,5.9169403,1,1,56.844871638,53.485995787,15.659092,0,0,131,86.885,56.726654406,170.54034361,6
201309,서울특별시,11,성동구,1120,91.354518885,2.50,3.8200,121,6.1457716667,1,1,56.874893376,53.511773765,15.659092,0,0,565,99.614,59.142058043,171.30661788,9
201312,서울특별시,11,성동구,1120,91.382816897,2.50,3.7400,119,6.4102398333,1,1,56.800374104,53.529596904,15.659092,0,0,203,100.675,61.461036445,170.75531388,12
201403,서울특별시,11,성동구,1120,91.652963808,2.50,3.6900,154,8.0962754762,1,1,56.884352599,53.582267835,16.545068,0,688,111,107.329,63.228155915,171.93290707,3
201406,서울특별시,11,성동구,1120,90.730885514,2.50,3.5800,113,5.1564333333,1,1,56.946787225,53.631921717,16.545068,0,0,93,96.914,63.999129453,175.72446231,6
201409,서울특별시,11,성동구,1120,93.261448661,2.25,3.5000,182,8.7725798268,1,1,70,63.696996182,16.545068,495,0,47,107.715,64.646119402,178.23760677,9
201412,서울특별시,11,성동구,1120,94.606545524,2.00,3.3300,138,6.754902619,1,1,70,63.693839689,16.545068,0,0,6,112.44,65.705433586,180.9134017,12
201503,서울특별시,11,성동구,1120,94.951530415,1.75,2.9700,238,12.463194305,1,1,70,63.746776916,,0,2529,0,98.5,67.631557386,268.85851396,3
201506,서울특별시,11,성동구,1120,97.748766129,1.50,3.0100,193,10.561715635,1,1,70,63.672078482,,0,0,0,91.6,69.570769984,274.52190625,6
201509,서울특별시,11,성동구,1120,101.04661157,1.50,2.9200,178,9.5952478333,1,1,70,63.673898686,,0,3912,0,110.8,71.808672278,282.5676313,9
201512,서울특별시,11,성동구,1120,102.03448257,1.50,3.1200,105,5.67067,1,1,70,63.67308636,,0,0,266,117.2,73.424723726,287.68694048,12
201603,서울특별시,11,성동구,1120,101.7080513,1.50,2.9700,171,9.7404589683,1,1,70,63.605538529,17.436475,0,0,245,120.4,74.577835467,287.07989545,3
201606,서울특별시,11,성동구,1120,106.13881239,1.25,2.7700,216,12.626260952,1,1,70,63.615598583,17.436475,0,0,184,96.1,75.069395239,291.87419077,6
201609,서울특별시,11,성동구,1120,110.09694842,1.25,2.8000,203,11.629777579,1,1,70,63.612273332,17.436475,0,0,112,109.4,74.178229776,303.98293878,9
201612,서울특별시,11,성동구,1120,112.0848872,1.25,3.1300,59,3.528734,1,1,70,63.61131715,17.436475,0,0,80,120.4,73.233544849,305.47632673,12
201703,서울특별시,11,성동구,1120,113.53561468,1.25,3.2100,188,11.285454444,1,1,70,63.602880978,17.436475,0,0,71,113.7,73.220091035,308.50237967,3
201706,서울특별시,11,성동구,1120,119.16533851,1.25,3.2200,222,14.767317618,1,1,70,63.611486173,17.436475,0,0,8,98.4,72.379698282,312.60006936,6
201709,서울특별시,11,성동구,1120,125.81704632,1.25,3.2400,137,9.7795662857,1,1,48.613138686,41.386861314,17.436475,0,0,0,129,71.199623675,319.1024339,9
201712,서울특별시,11,성동구,1120,126.22585762,1.50,3.4200,51,3.8679441667,1,1,48.62745098,41.37254902,17.436475,0,0,0,111.5,70.058967027,319.56180264,12
200603,서울특별시,11,광진구,1121,71.215101494,4.00,5.4600,125,5.2459070678,1,1,64.529486945,100,7.940726,369,0,0,109.907,48.372,104.381241,3
200606,서울특별시,11,광진구,1121,76.472065411,4.25,5.4800,88,3.6850146667,1,1,43.944172322,95.227272727,7.940726,0,0,21,99.469,47.454,107.564252,6
200609,서울특별시,11,광진구,1121,78.088675382,4.50,5.7700,155,6.0903498562,1,1,44.42562142,95.741935484,7.940726,0,0,21,123.203,47.67,110.66641,9
200612,서울특별시,11,광진구,1121,92.259384444,4.50,5.8800,76,3.2659733333,1,1,48.935587734,86.578947368,7.940726,0,0,21,128.718,43.811,101.84374245,12
200703,서울특별시,11,광진구,1121,88.603253488,4.50,6.2000,58,2.5186833333,1,1,49.616244917,45.402952337,11.988925,1177,0,187,110.893,42.987,107.877226,3
200706,서울특별시,11,광진구,1121,88.689182857,4.50,6.1300,59,2.5527,1,1,49.954931581,46.332774091,11.988925,0,83,187,102.227,43.14,110.307341,6
200709,서울특별시,11,광진구,1121,91.205550662,5.00,6.5200,48,2.3865375,1,1,49.56433847,44.683735868,11.988925,0,0,187,108.332,42.811,112.626114,9
200712,서울특별시,11,광진구,1121,91.584448544,5.00,6.8500,60,3.0056555,1,1,50.192298887,43.983846186,11.988925,0,52,32,113.158,42.165,116.409487,12
200803,서울특별시,11,광진구,1121,98.10741,5.00,6.7000,112,5.0914169048,1,1,51.213849252,44.169113777,12.120673,0,0,32,113.158,41.163,118.919127,3
200806,서울특별시,11,광진구,1121,97.041212529,5.00,6.7700,69,3.3990625,1,1,50.517368342,43.106623668,12.120673,0,0,22,91.984,39.312,124.125424,6
200809,서울특별시,11,광진구,1121,91.977828564,5.25,7.2500,26,1.26905,1,1,51.148657904,42.91257046,12.120673,90,0,22,113.355,38.94,128.216878,9
200812,서울특별시,11,광진구,1121,83.854855702,3.00,6.8100,25,1.27395,1,1,61.760953925,100,12.120673,122,0,18,94.249,38.67,129.852736,12
200903,서울특별시,11,광진구,1121,98.065604566,2.00,5.4300,75,4.0553929167,1,1,61.718987772,100,11.675025,0,0,10,88.832,38.61226547,130.541711,3
200906,서울특별시,11,광진구,1121,99.300609396,2.00,5.2500,130,7.0292514524,1,1,61.713666856,100,11.675025,0,0,22,85.09,38.886481048,132.995958,6
200909,서울특별시,11,광진구,1121,104.15980825,2.00,5.7700,98,5.7984617857,1,1,54.883515795,61.180411425,11.675025,279,0,21,101.241,39.73417782,136.885476,9
200912,서울특별시,11,광진구,1121,99.689220364,2.00,5.9000,60,3.1022083333,1,1,55.642655081,52.931469598,11.675025,0,0,4,104.097,40.563106195,139.556317,12
201003,서울특별시,11,광진구,1121,101.6662735,2.00,5.4700,75,4.690067,1,1,54.955398214,52.920490092,12.209752,0,0,3,95.757,41.29149696,140.959729,3
201006,서울특별시,11,광진구,1121,97.574095368,2.00,4.6200,37,1.8740111111,1,1,55.734911708,52.976964816,12.209752,0,0,3,97.3,42.057047881,147.444443,6
201009,서울특별시,11,광진구,1121,98.928799084,2.25,4.8000,40,2.1181666667,1,1,55.372001419,100,12.209752,0,0,3,100.096,42.968426109,149.638557,9
201012,서울특별시,11,광진구,1121,97.571283087,2.50,4.6700,88,4.9940686667,1,1,55.327791568,100,12.209752,0,0,2,107.329,44.371215491,152.647694,12
201103,서울특별시,11,광진구,1121,98.83790202,3.00,4.8900,82,4.52715,1,1,55.358047837,100,12.016781,0,0,2,104.918,46.39717639,157.61353872,3
