YYM1,CITY,CITY_CODE,GU_NAME,GU_CODE2,API_TT0,BaseRate,MoRate,FREQ,A_PSUM,SEOUL,METRO,LTV,DTI,MV_APT,JAEGO,BUNYANG,N_BUNYANG,IND_INDEX,JTP,LOAN_T,MON
200606,서울특별시,11,마포구,1144,84.546349833,4.25,5.4800,104,3.3828325627,1,1,43.944172322,95.384615385,10.01865,57,0,0,99.469,47.454,107.564252,6
200609,서울특별시,11,마포구,1144,82.235747381,4.50,5.7700,231,7.8858648413,1,1,44.42562142,94.545454545,10.01865,175,0,0,123.203,47.67,110.66641,9
200612,서울특별시,11,마포구,1144,88.172335134,4.50,5.8800,161,5.7226637821,1,1,49.913334538,92.546583851,10.01865,0,94,0,128.718,43.811,101.84374245,12
200703,서울특별시,11,마포구,1144,91.940570933,4.50,6.2000,133,4.4381395238,1,1,50.784443291,47.857144773,13.346168,248,0,0,110.893,42.987,107.877226,3
200706,서울특별시,11,마포구,1144,87.342565826,4.50,6.1300,112,3.6575741667,1,1,51.344973136,47.758625283,13.346168,76,70,0,102.227,43.14,110.307341,6
200709,서울특별시,11,마포구,1144,89.210136934,5.00,6.5200,97,3.7577047619,1,1,51.141617508,46.038054078,13.346168,0,240,0,108.332,42.811,112.626114,9
200712,서울특별시,11,마포구,1144,93.682329704,5.00,6.8500,122,4.9207686392,1,1,50.93515131,45.256814007,13.346168,447,0,0,113.158,42.165,116.409487,12
200803,서울특별시,11,마포구,1144,97.719369375,5.00,6.7000,196,7.6597562944,1,1,51.568232104,45.363354655,14.382116,0,0,0,113.158,41.163,118.919127,3
200806,서울특별시,11,마포구,1144,94.172039546,5.00,6.7700,115,5.456946,1,1,50.549530572,44.352692234,14.382116,75,0,0,91.984,39.312,124.125424,6
200809,서울특별시,11,마포구,1144,88.617343395,5.25,7.2500,49,2.057193,1,1,51.044036953,45.135860203,14.382116,0,0,226,113.355,38.94,128.216878,9
200812,서울특별시,11,마포구,1144,93.162288055,3.00,6.8100,39,1.6003,1,1,61.760953925,100,14.382116,320,132,319,94.249,38.67,129.852736,12
200903,서울특별시,11,마포구,1144,86.277408074,2.00,5.4300,108,4.7654499048,1,1,61.718987772,100,14.584077,0,0,315,88.832,38.61226547,130.541711,3
200906,서울특별시,11,마포구,1144,91.233219848,2.00,5.2500,148,7.0044606624,1,1,61.713666856,100,14.584077,397,0,225,85.09,38.886481048,132.995958,6
200909,서울특별시,11,마포구,1144,95.364470655,2.00,5.7700,158,7.2231357222,1,1,55.574913146,61.180411425,14.584077,130,0,146,101.241,39.73417782,136.885476,9
200912,서울특별시,11,마포구,1144,100.71293003,2.00,5.9000,89,4.1322583333,1,1,55.582439906,53.008780844,14.584077,0,476,156,104.097,40.563106195,139.556317,12
201003,서울특별시,11,마포구,1144,99.271616918,2.00,5.4700,99,4.3312061667,1,1,55.680263625,53.063856682,16.121367,488,1449,99,95.757,41.29149696,140.959729,3
201006,서울특별시,11,마포구,1144,97.704149989,2.00,4.6200,58,2.8523083333,1,1,55.687299338,53.0770529,16.121367,588,1416,97,97.3,42.057047881,147.444443,6
201009,서울특별시,11,마포구,1144,96.416303568,2.25,4.8000,55,2.459269,1,1,55.942816809,100,16.121367,0,0,98,100.096,42.968426109,149.638557,9
201012,서울특별시,11,마포구,1144,96.772978775,2.50,4.6700,116,5.6478920476,1,1,55.717128786,100,16.121367,240,0,81,107.329,44.371215491,152.647694,12
201103,서울특별시,11,마포구,1144,97.826522233,3.00,4.8900,119,5.5233647143,1,1,55.888444667,100,16.731217,122,0,90,104.918,46.39717639,157.61353872,3
201106,서울특별시,11,마포구,1144,95.990908727,3.25,4.8700,76,3.3971333333,1,1,56.044930288,53.038152801,16.731217,0,0,90,89.103,47.409686468,160.14337943,6
201109,서울특별시,11,마포구,1144,98.72563701,3.25,5.0000,88,3.9984083333,1,1,56.129719569,53.065856775,16.731217,0,0,16,106.268,49.947337842,162.5033919,9
201112,서울특별시,11,마포구,1144,95.46671712,3.25,4.9500,91,4.4276953333,1,1,55.834284276,53.137443114,16.731217,19,0,86,108.968,50.829309685,164.60183642,12
201203,서울특별시,11,마포구,1144,94.351024506,3.25,5.0000,88,4.0653931667,1,1,56.098845425,53.178759754,17.070733,0,0,86,107.715,51.405824695,167.23806073,3
201206,서울특별시,11,마포구,1144,91.327272165,3.25,4.7600,66,2.867675,1,1,56.33558442,53.288198585,17.070733,0,0,84,93.732,52.080110853,168.0988424,6
201209,서울특별시,11,마포구,1144,89.53868719,3.00,4.2900,71,3.8570125338,1,1,55.605120624,53.34801545,17.070733,0,0,726,102.411,53.270940687,170.30362485,9
201212,서울특별시,11,마포구,1144,88.105552925,2.75,4.1600,84,4.1214257899,1,1,56.292358444,53.394459982,17.070733,90,0,666,100.771,54.810220654,170.93930064,12
201303,서울특별시,11,마포구,1144,91.177542765,2.75,3.9700,136,6.6756493313,1,1,56.436870473,53.434200386,17.449413,0,0,666,101.446,56.153232883,169.34191893,3
201306,서울특별시,11,마포구,1144,91.21505323,2.50,3.7300,139,6.4622265143,1,1,56.709045401,53.485995787,17.449413,0,1452,689,86.885,56.726654406,170.54034361,6
201309,서울특별시,11,마포구,1144,91.502606265,2.50,3.8200,139,6.286139,1,1,56.86696412,53.511773765,17.449413,0,0,709,99.614,59.142058043,171.30661788,9
201312,서울특별시,11,마포구,1144,91.087189621,2.50,3.7400,120,5.1646315909,1,1,56.977281454,53.529596904,17.449413,0,0,597,100.675,61.461036445,170.75531388,12
201403,서울특별시,11,마포구,1144,95.210371132,2.50,3.6900,149,6.80317,1,1,56.758181914,53.582267835,17.556936,558,0,362,107.329,63.228155915,171.93290707,3
201406,서울특별시,11,마포구,1144,93.424505155,2.50,3.5800,124,5.8237158333,1,1,56.915227806,53.631921717,17.556936,0,0,243,96.914,63.999129453,171.68830682,6
201409,서울특별시,11,마포구,1144,95.235915735,2.25,3.5000,178,8.4850449762,1,1,70,63.696996182,17.556936,3885,0,15,107.715,64.646119402,178.23760677,9
201412,서울특별시,11,마포구,1144,95.947792293,2.00,3.3300,141,6.6953466667,1,1,70,63.693839689,17.556936,0,0,15,112.44,65.705433586,180.9134017,12
201503,서울특별시,11,마포구,1144,97.939972603,1.75,2.9700,281,14.117540734,1,1,70,63.746776916,,0,0,10,98.5,67.631557386,268.85851396,3
201506,서울특별시,11,마포구,1144,101.00682406,1.50,3.0100,228,11.636611794,1,1,70,63.672078482,,0,0,0,91.6,69.570769984,274.52190625,6
201509,서울특별시,11,마포구,1144,103.81866705,1.50,2.9200,196,10.759670905,1,1,70,63.673898686,,288,0,0,110.8,71.808672278,282.5676313,9
201512,서울특별시,11,마포구,1144,104.4047262,1.50,3.1200,108,6.125529,1,1,70,63.67308636,,0,0,0,117.2,73.424723726,287.68694048,12
201603,서울특별시,11,마포구,1144,105.74235022,1.50,2.9700,207,10.527439828,1,1,70,63.605538529,18.46993,0,0,0,120.4,74.577835467,292.6149979,3
201606,서울특별시,11,마포구,1144,107.16100386,1.25,2.7700,225,12.402018933,1,1,70,63.615598583,18.46993,0,0,0,96.1,75.069395239,293.71253016,6
201609,서울특별시,11,마포구,1144,111.34333374,1.25,2.8000,261,15.558230316,1,1,70,63.612273332,18.46993,0,0,0,109.4,74.178229776,303.98293878,9
201612,서울특별시,11,마포구,1144,111.93876086,1.25,3.1300,52,3.02765,1,1,70,63.61131715,18.46993,0,276,0,120.4,73.233544849,305.47632673,12
201703,서울특별시,11,마포구,1144,116.39686037,1.25,3.2100,233,13.812600498,1,1,70,63.602880978,18.46993,0,0,0,113.7,73.220091035,307.78434895,3
201706,서울특별시,11,마포구,1144,119.59543676,1.25,3.2200,248,15.855823493,1,1,70,63.611486173,18.46993,0,0,0,98.4,72.379698282,310.3304538,6
201709,서울특별시,11,마포구,1144,122.69071332,1.25,3.2400,161,10.806720513,1,1,48.01242236,41.98757764,18.46993,0,0,0,129,71.199623675,316.45983742,9
201712,서울특별시,11,마포구,1144,125.10468285,1.50,3.4200,50,3.363459,1,1,47.8,42.2,18.46993,0,0,0,111.5,70.058967027,319.56180264,12
200603,서울특별시,11,양천구,1147,88.022300703,4.00,5.4600,411,19.462817804,1,1,42.912677374,87.96073827,20.764477,74,40,76,109.907,48.372,104.381241,3
200606,서울특별시,11,양천구,1147,98.022783796,4.25,5.4800,154,4.9842094444,1,1,43.944172322,92.207792208,20.764477,30,0,63,99.469,47.454,107.564252,6
200609,서울특별시,11,양천구,1147,107.84507662,4.50,5.7700,309,13.413257134,1,1,44.42562142,86.601941748,20.764477,485,0,42,123.203,47.67,110.66641,9
200612,서울특별시,11,양천구,1147,106.2010031,4.50,5.8800,232,8.6675844048,1,1,49.481974024,89.913793103,20.764477,48,311,90,128.718,43.811,101.84374245,12
200703,서울특별시,11,양천구,1147,93.127854644,4.50,6.2000,126,3.6883847619,1,1,50.822809942,49.333948311,32.008224,0,0,96,110.893,42.987,107.877226,3
200706,서울특별시,11,양천구,1147,98.10938126,4.50,6.1300,134,5.6233833333,1,1,49.563245442,47.119309396,32.008224,230,0,94,102.227,43.14,110.307341,6
200709,서울특별시,11,양천구,1147,98.071006747,5.00,6.5200,135,5.333535,1,1,50.419287251,48.09367936,32.008224,0,241,44,108.332,42.811,112.626114,9
200712,서울특별시,11,양천구,1147,99.32643308,5.00,6.8500,143,6.001077619,1,1,50.162119734,47.275744691,32.008224,88,0,239,113.158,42.165,116.409487,12
200803,서울특별시,11,양천구,1147,101.2622754,5.00,6.7000,251,9.5013088974,1,1,51.019743457,47.852024728,29.842477,52,0,220,113.158,41.163,118.919127,3
200806,서울특별시,11,양천구,1147,106.25855726,5.00,6.7700,219,8.4971187338,1,1,51.248728646,47.423431601,29.842477,256,0,148,91.984,39.312,124.125424,6
200809,서울특별시,11,양천구,1147,104.03604969,5.25,7.2500,57,2.6932333333,1,1,50.324232577,45.630606149,29.842477,0,0,180,113.355,38.94,128.216878,9
200812,서울특별시,11,양천구,1147,86.127248002,3.00,6.8100,83,4.3313010714,1,1,61.760953925,100,29.842477,60,0,186,94.249,38.67,129.852736,12
200903,서울특별시,11,양천구,1147,86.966560179,2.00,5.4300,190,10.981759901,1,1,61.718987772,100,25.626517,171,0,195,88.832,38.61226547,130.541711,3
200906,서울특별시,11,양천구,1147,96.333487132,2.00,5.2500,269,14.711606538,1,1,61.713666856,100,25.626517,48,0,209,85.09,38.886481048,132.995958,6
200909,서울특별시,11,양천구,1147,98.388951828,2.00,5.7700,260,12.887773536,1,1,55.184458592,61.180411425,25.626517,0,0,205,101.241,39.73417782,136.885476,9
200912,서울특별시,11,양천구,1147,96.958715768,2.00,5.9000,164,8.1986311667,1,1,55.147820616,53.115889349,25.626517,0,0,205,104.097,40.563106195,139.556317,12
201003,서울특별시,11,양천구,1147,100.20550153,2.00,5.4700,147,6.918740381,1,1,55.45478097,53.172531065,28.447707,0,0,205,95.757,41.29149696,140.959729,3
201006,서울특별시,11,양천구,1147,95.248603675,2.00,4.6200,103,4.8092958333,1,1,55.405869475,53.242317722,28.447707,0,0,77,97.3,42.057047881,147.444443,6
201009,서울특별시,11,양천구,1147,94.443986982,2.25,4.8000,104,5.2735963333,1,1,55.103669398,100,28.447707,0,0,56,100.096,42.968426109,149.638557,9
201012,서울특별시,11,양천구,1147,95.518454173,2.50,4.6700,209,11.540856099,1,1,55.081121116,100,28.447707,0,2356,66,107.329,44.371215491,152.647694,12
201103,서울특별시,11,양천구,1147,97.37781538,3.00,4.8900,190,8.6319243333,1,1,55.688123991,100,28.044993,0,466,53,104.918,46.39717639,157.61353872,3
201106,서울특별시,11,양천구,1147,94.812731017,3.25,4.8700,129,6.1445775,1,1,55.630402414,53.038152801,28.044993,1885,134,76,89.103,47.409686468,160.14337943,6
201109,서울특별시,11,양천구,1147,94.672386591,3.25,5.0000,158,7.126741479,1,1,55.907445385,53.065856775,28.044993,40,16,74,106.268,49.947337842,162.5033919,9
201112,서울특별시,11,양천구,1147,89.71082394,3.25,4.9500,134,6.9975936667,1,1,55.601548034,53.137443114,28.044993,0,0,57,108.968,50.829309685,164.60183642,12
201203,서울특별시,11,양천구,1147,90.188741144,3.25,5.0000,149,6.8316947222,1,1,56.037994217,53.178759754,28.071114,357,0,57,107.715,51.405824695,167.23806073,3
201206,서울특별시,11,양천구,1147,87.178678408,3.25,4.7600,87,3.7973916667,1,1,56.120616037,53.288198585,28.071114,0,0,57,93.732,52.080110853,169.04866903,6
201209,서울특별시,11,양천구,1147,84.142444305,3.00,4.2900,131,5.9234751667,1,1,56.157886474,53.34801545,28.071114,0,0,38,102.411,53.270940687,170.30362485,9
201212,서울특별시,11,양천구,1147,82.906746348,2.75,4.1600,129,5.8340866667,1,1,56.332553999,53.394459982,28.071114,0,0,86,100.771,54.810220654,170.93930064,12
201303,서울특별시,11,양천구,1147,85.267821296,2.75,3.9700,197,8.8525535714,1,1,56.152346294,53.434200386,25.925612,0,0,84,101.446,56.153232883,169.02103904,3
201306,서울특별시,11,양천구,1147,85.34671289,2.50,3.7300,171,7.747498,1,1,56.348811084,53.485995787,25.925612,0,0,45,86.885,56.726654406,170.54034361,6
201309,서울특별시,11,양천구,1147,87.440444488,2.50,3.8200,205,9.4790591667,1,1,56.407765011,53.511773765,25.925612,0,0,35,99.614,59.142058043,172.03377341,9
201312,서울특별시,11,양천구,1147,86.239549826,2.50,3.7400,194,9.1508133333,1,1,56.370481426,53.529596904,25.925612,0,0,43,100.675,61.461036445,170.75531388,12
201403,서울특별시,11,양천구,1147,87.399490295,2.50,3.6900,210,10.071455714,1,1,56.373498469,53.582267835,25.904587,0,0,34,107.329,63.228155915,171.93290707,3
201406,서울특별시,11,양천구,1147,88.861690485,2.50,3.5800,146,6.7459816667,1,1,56.610931252,53.631921717,25.904587,48,0,30,96.914,63.999129453,175.72446231,6
201409,서울특별시,11,양천구,1147,90.979385015,2.25,3.5000,285,14.091488074,1,1,70,63.696996182,25.904587,0,0,30,107.715,64.646119402,176.63674073,9
201412,서울특별시,11,양천구,1147,92.113176497,2.00,3.3300,178,8.1909028333,1,1,70,63.693839689,25.904587,0,0,30,112.44,65.705433586,180.9134017,12
201503,서울특별시,11,양천구,1147,92.938256305,1.75,2.9700,382,17.404580539,1,1,70,63.746776916,,0,0,30,98.5,67.631557386,266.63883286,3
201506,서울특별시,11,양천구,1147,95.083203513,1.50,3.0100,333,16.301450984,1,1,70,63.672078482,,248,0,30,91.6,69.570769984,271.7657338,6
201509,서울특별시,11,양천구,1147,97.746091836,1.50,2.9200,320,16.181029924,1,1,70,63.673898686,,0,0,30,110.8,71.808672278,284.97710897,9
201512,서울특별시,11,양천구,1147,98.308036728,1.50,3.1200,173,8.9457591667,1,1,70,63.67308636,,0,0,30,117.2,73.424723726,287.68694048,12
201603,서울특별시,11,양천구,1147,98.51546646,1.50,2.9700,312,14.026497619,1,1,70,63.605538529,26.647135,0,0,30,120.4,74.577835467,287.07989545,3
201606,서울특별시,11,양천구,1147,101.15270778,1.25,2.7700,391,22.321774933,1,1,70,63.615598583,26.647135,18,410,6,96.1,75.069395239,291.87419077,6
201609,서울특별시,11,양천구,1147,106.682794,1.25,2.8000,359,20.562097464,1,1,70,63.612273332,26.647135,0,0,6,109.4,74.178229776,298.62473014,9
201612,서울특별시,11,양천구,1147,106.21064994,1.25,3.1300,92,4.5911083333,1,1,70,63.61131715,26.647135,0,356,4,120.4,73.233544849,305.47632673,12
201703,서울특별시,11,양천구,1147,107.32557918,1.25,3.2100,249,13.324462667,1,1,70,63.602880978,26.647135,0,0,3,113.7,73.220091035,307.78434895,3
201706,서울특별시,11,양천구,1147,111.30311802,1.25,3.2200,302,18.729798512,1,1,70,63.611486173,26.647135,0,0,3,98.4,72.379698282,312.60006936,6
201709,서울특별시,11,양천구,1147,113.60400305,1.25,3.2400,215,12.849303333,1,1,45.395348837,44.604651163,26.647135,0,0,3,129,71.199623675,316.45983742,9
201712,서울특별시,11,양천구,1147,117.68038365,1.50,3.4200,64,3.5141125,1,1,45,45,26.647135,0,0,3,111.5,70.058967027,319.56180264,12
200603,서울특별시,11,강서구,1150,62.818925237,4.00,5.4600,370,9.7563726584,1,1,64.529486945,100,13.19655,19,0,0,109.907,48.372,104.381241,3
200606,서울특별시,11,강서구,1150,69.346613614,4.25,5.4800,259,5.7841967381,1,1,43.944172322,99.768339768,13.19655,0,0,0,99.469,47.454,107.564252,6
200609,서울특별시,11,강서구,1150,77.264764285,4.50,5.7700,432,11.654964802,1,1,44.42562142,97.361111111,13.19655,0,0,0,123.203,47.67,110.66641,9
200612,서울특별시,11,강서구,1150,90.528567737,4.50,5.8800,288,7.8633888585,1,1,50.724909913,97.5,13.19655,100,341,0,128.718,43.811,101.84374245,12
200703,서울특별시,11,강서구,1150,86.95319581,4.50,6.2000,169,4.1300568723,1,1,51.310225325,50.166578935,18.474853,90,0,0,110.893,42.987,107.877226,3
200706,서울특별시,11,강서구,1150,90.75791709,4.50,6.1300,176,4.6028005833,1,1,51.727097833,49.687914659,18.474853,0,0,0,102.227,43.14,110.307341,6
200709,서울특별시,11,강서구,1150,92.419805911,5.00,6.5200,162,4.5088811675,1,1,51.850829396,49.571034924,18.474853,59,0,0,108.332,42.811,112.626114,9
200712,서울특별시,11,강서구,1150,93.780758189,5.00,6.8500,158,4.5098084495,1,1,51.87211255,49.575421841,18.474853,2541,164,0,113.158,42.165,116.409487,12
200803,서울특별시,11,강서구,1150,91.642409226,5.00,6.7000,321,9.5771327164,1,1,52.182937313,49.164111093,19.163611,0,159,0,113.158,41.163,118.919127,3
200806,서울특별시,11,강서구,1150,100.69597841,5.00,6.7700,266,8.7087010857,1,1,52.393296921,47.660764724,19.163611,1289,0,78,91.984,39.312,124.125424,6
200809,서울특별시,11,강서구,1150,98.845878014,5.25,7.2500,75,2.6469810952,1,1,51.67269262,47.445856525,19.163611,48,185,78,113.355,38.94,128.216878,9
200812,서울특별시,11,강서구,1150,88.698025676,3.00,6.8100,54,1.8368724,1,1,61.760953925,100,19.163611,0,0,120,94.249,38.67,129.852736,12
200903,서울특별시,11,강서구,1150,94.017368864,2.00,5.4300,165,5.7500602167,1,1,61.718987772,100,20.317526,398,36,117,88.832,38.61226547,130.541711,3
200906,서울특별시,11,강서구,1150,98.705762885,2.00,5.2500,289,10.409994944,1,1,61.713666856,100,20.317526,0,0,26,85.09,38.886481048,132.995958,6
200909,서울특별시,11,강서구,1150,102.37139289,2.00,5.7700,255,9.33998,1,1,56.014167889,61.180411425,20.317526,0,135,24,101.241,39.73417782,136.885476,9
200912,서울특별시,11,강서구,1150,97.989045226,2.00,5.9000,131,4.6090666667,1,1,56.022529444,53.306066938,20.317526,154,0,24,104.097,40.563106195,139.556317,12
201003,서울특별시,11,강서구,1150,100.57540068,2.00,5.4700,155,5.3327308333,1,1,56.154181967,53.287165011,20.756696,0,0,21,95.757,41.29149696,140.959729,3
201006,서울특별시,11,강서구,1150,96.752973133,2.00,4.6200,102,3.6497633333,1,1,56.078255449,53.326990945,20.756696,233,0,21,97.3,42.057047881,147.444443,6
201009,서울특별시,11,강서구,1150,94.422417177,2.25,4.8000,100,3.3403135,1,1,56.348729976,100,20.756696,0,0,21,100.096,42.968426109,149.638557,9
201012,서울특별시,11,강서구,1150,95.45217138,2.50,4.6700,188,6.8051425455,1,1,56.281910013,100,20.756696,0,0,21,107.329,44.371215491,152.647694,12
201103,서울특별시,11,강서구,1150,97.294995318,3.00,4.8900,207,7.0964515,1,1,56.476251578,100,20.315706,0,0,14,104.918,46.39717639,157.61353872,3
201106,서울특별시,11,강서구,1150,95.567820562,3.25,4.8700,164,5.8730336273,1,1,56.353950302,53.038152801,20.315706,0,0,14,89.103,47.409686468,160.14337943,6
201109,서울특별시,11,강서구,1150,95.32333049,3.25,5.0000,178,5.9274711667,1,1,56.560410065,53.065856775,20.315706,0,0,11,106.268,49.947337842,162.5033919,9
201112,서울특별시,11,강서구,1150,94.453228889,3.25,4.9500,154,5.2469935,1,1,56.63345424,53.137443114,20.315706,0,0,9,108.968,50.829309685,164.60183642,12
201203,서울특별시,11,강서구,1150,93.169041341,3.25,5.0000,154,4.9930183333,1,1,56.68479702,53.178759754,19.984006,0,0,5,107.715,51.405824695,167.23806073,3
201206,서울특별시,11,강서구,1150,90.927169513,3.25,4.7600,91,2.959519,1,1,56.862431318,53.288198585,19.984006,0,0,5,93.732,52.080110853,168.5365483,6
201209,서울특별시,11,강서구,1150,89.957024934,3.00,4.2900,118,3.9053283333,1,1,56.890497467,53.34801545,19.984006,220,0,61,102.411,53.270940687,169.56891325,9
201212,서울특별시,11,강서구,1150,88.905723997,2.75,4.1600,126,3.9422951905,1,1,57.106895958,53.394459982,19.984006,0,0,57,100.771,54.810220654,170.93930064,12
201303,서울특별시,11,강서구,1150,88.487179411,2.75,3.9700,229,7.0301181789,1,1,57.053472201,53.434200386,18.913092,0,0,57,101.446,56.153232883,169.34191893,3
201306,서울특별시,11,강서구,1150,89.303852239,2.50,3.7300,150,4.7853316667,1,1,57.128512532,53.485995787,18.913092,0,0,56,86.885,56.726654406,170.9829411,6
201309,서울특별시,11,강서구,1150,90.180384506,2.50,3.8200,255,8.4917908333,1,1,57.202551026,53.511773765,18.913092,790,6510,56,99.614,59.142058043,172.03377341,9
201312,서울특별시,11,강서구,1150,91.32108327,2.50,3.7400,202,6.5403708333,1,1,57.279300085,53.529596904,18.913092,0,0,56,100.675,61.461036445,170.75531388,12
201403,서울특별시,11,강서구,1150,91.857416284,2.50,3.6900,275,9.3505978571,1,1,57.230371129,53.582267835,19.912533,0,0,56,107.329,63.228155915,171.18644986,3
201406,서울특별시,11,강서구,1150,90.793714928,2.50,3.5800,158,5.2452105,1,1,57.424842394,53.631921717,19.912533,6886,0,45,96.914,63.999129453,171.68830682,6
201409,서울특별시,11,강서구,1150,92.069519892,2.25,3.5000,297,9.9089703619,1,1,70,63.696996182,19.912533,0,0,21,107.715,64.646119402,176.63674073,9
201412,서울특별시,11,강서구,1150,93.068934065,2.00,3.3300,243,8.0993222381,1,1,70,63.693839689,19.912533,0,0,13,112.44,65.705433586,180.9134017,12
201503,서울특별시,11,강서구,1150,95.81866424,1.75,2.9700,499,17.43454756,1,1,70,63.746776916,,0,0,318,98.5,67.631557386,266.63883286,3
201506,서울특별시,11,강서구,1150,99.535375571,1.50,3.0100,432,15.231882029,1,1,70,63.672078482,,0,0,99,91.6,69.570769984,271.7657338,6
201509,서울특별시,11,강서구,1150,104.61945948,1.50,2.9200,372,13.98966455,1,1,70,63.673898686,,56,1792,10,110.8,71.808672278,279.39572417,9
201512,서울특별시,11,강서구,1150,105.33887517,1.50,3.1200,170,6.678902,1,1,70,63.67308636,,603,0,0,117.2,73.424723726,287.68694048,12
201603,서울특별시,11,강서구,1150,105.75112938,1.50,2.9700,361,13.346679665,1,1,70,63.605538529,21.531936,0,0,0,120.4,74.577835467,292.6149979,3
201606,서울특별시,11,강서구,1150,109.87523034,1.25,2.7700,440,18.249169646,1,1,70,63.615598583,21.531936,0,90,0,96.1,75.069395239,291.87419077,6
201609,서울특별시,11,강서구,1150,114.21745067,1.25,2.8000,341,15.09991056,1,1,70,63.612273332,21.531936,711,0,3,109.4,74.178229776,303.98293878,9
201612,서울특별시,11,강서구,1150,115.7943102,1.25,3.1300,73,2.9244963333,1,1,70,63.61131715,21.531936,0,0,0,120.4,73.233544849,305.47632673,12
201703,서울특별시,11,강서구,1150,115.78873619,1.25,3.2100,300,12.476233512,1,1,70,63.602880978,21.531936,1278,0,0,113.7,73.220091035,306.60869096,3
201706,서울특별시,11,강서구,1150,120.16201685,1.25,3.2200,422,19.011235966,1,1,70,63.611486173,21.531936,0,0,0,98.4,72.379698282,312.60006936,6
201709,서울특별시,11,강서구,1150,123.17760482,1.25,3.2400,215,10.621737143,1,1,44.139534884,45.860465116,21.531936,90,0,0,129,71.199623675,316.45983742,9
201712,서울특별시,11,강서구,1150,123.33967371,1.50,3.4200,74,3.4908166667,1,1,44.054054054,45.945945946,21.531936,25,0,0,111.5,70.058967027,319.56180264,12
200603,서울특별시,11,구로구,1153,69.761074856,4.00,5.4600,283,6.2977678326,1,1,42.912677374,98.871962482,9.796437,0,0,18,109.907,48.372,104.381241,3
200606,서울특별시,11,구로구,1153,72.04066237,4.25,5.4800,186,3.9893202381,1,1,43.944172322,99.032258065,9.796437,1138,0,0,99.469,47.454,107.564252,6
200609,서울특별시,11,구로구,1153,75.798847758,4.50,5.7700,327,7.3872706142,1,1,44.42562142,98.899082569,9.796437,244,0,0,123.203,47.67,110.66641,9
200612,서울특별시,11,구로구,1153,81.946465371,4.50,5.8800,292,6.4088572348,1,1,50.966183427,98.97260274,9.796437,155,0,0,128.718,43.811,101.84374245,12
200703,서울특별시,11,구로구,1153,89.384922336,4.50,6.2000,206,4.877394375,1,1,51.353610696,50.213064069,13.204802,103,662,0,110.893,42.987,107.877226,3
200706,서울특별시,11,구로구,1153,89.969376459,4.50,6.1300,169,4.4930168333,1,1,51.657807898,49.367975642,13.204802,46,0,0,102.227,43.14,110.307341,6
200709,서울특별시,11,구로구,1153,88.96009579,5.00,6.5200,186,4.745501875,1,1,52.075309571,49.642536073,13.204802,130,0,0,108.332,42.811,112.626114,9
200712,서울특별시,11,구로구,1153,90.410159099,5.00,6.8500,192,5.4602047619,1,1,52.012950585,49.217675886,13.204802,0,35,0,113.158,42.165,116.409487,12
200803,서울특별시,11,구로구,1153,96.570152802,5.00,6.7000,294,8.4771341691,1,1,52.437651368,48.849891504,14.675281,35,0,0,113.158,41.163,118.919127,3
200806,서울특별시,11,구로구,1153,98.036757529,5.00,6.7700,201,6.6368106548,1,1,52.327093834,46.879912936,14.675281,0,0,0,91.984,39.312,124.125424,6
200809,서울특별시,11,구로구,1153,96.94532815,5.25,7.2500,66,2.0515,1,1,52.689174981,47.531369332,14.675281,0,0,0,113.355,38.94,128.216878,9
200812,서울특별시,11,구로구,1153,87.224591113,3.00,6.8100,28,0.85457,1,1,61.760953925,100,14.675281,19,0,0,94.249,38.67,129.852736,12
200903,서울특별시,11,구로구,1153,91.153854986,2.00,5.4300,126,3.977385,1,1,61.718987772,100,15.05651,53,0,0,88.832,38.61226547,130.541711,3
200906,서울특별시,11,구로구,1153,95.866360073,2.00,5.2500,175,5.8460233333,1,1,61.713666856,100,15.05651,56,0,0,85.09,38.886481048,132.995958,6
200909,서울특별시,11,구로구,1153,99.185113044,2.00,5.7700,199,6.6909143571,1,1,56.162813083,61.180411425,15.05651,0,1338,0,101.241,39.73417782,136.885476,9
200912,서울특별시,11,구로구,1153,99.772370596,2.00,5.9000,121,4.0202706905,1,1,56.180468307,53.283284566,15.05651,0,0,0,104.097,40.563106195,139.556317,12
201003,서울특별시,11,구로구,1153,99.368775474,2.00,5.4700,148,4.2826280952,1,1,56.358075755,53.413278149,16.133881,0,0,0,95.757,41.29149696,140.959729,3
201006,서울특별시,11,구로구,1153,95.668695646,2.00,4.6200,72,2.318175,1,1,56.294537394,53.311928178,16.133881,0,79,101,97.3,42.057047881,147.444443,6
201009,서울특별시,11,구로구,1153,94.145615685,2.25,4.8000,87,2.6327116667,1,1,56.53477351,100,16.133881,0,0,101,100.096,42.968426109,149.638557,9
201012,서울특별시,11,구로구,1153,96.253950586,2.50,4.6700,145,4.7816732202,1,1,56.444381325,100,16.133881,0,1204,77,107.329,44.371215491,152.647694,12
201103,서울특별시,11,구로구,1153,98.198392108,3.00,4.8900,189,5.7218698333,1,1,56.556566674,100,15.345676,0,1000,155,104.918,46.39717639,157.61353872,3
201106,서울특별시,11,구로구,1153,96.787481935,3.25,4.8700,130,4.208635,1,1,56.51025477,53.038152801,15.345676,1728,1358,141,89.103,47.409686468,160.14337943,6
