,year,metro,id,sex,old_h,grand_h,single_h,multi_h,age,number,education,marriage,asset,debt,income,income_d,industry,job,house,education_year
0,2021,G1,10000162,2,G1,G2,G2,G2,74,1,2,3,15740,0,1718,1617,T,4,2,0
1,2021,G1,10000182,1,G2,G2,G2,G2,59,2,4,2,13680,0,2977,2744,C,5,2,9
2,2021,G1,10000192,2,G2,G2,G2,G2,28,1,4,1,1520,400,971,878,R,2,3,9
3,2021,G2,10000212,1,G1,G2,G2,G2,72,2,4,2,16982,300,3101,2992,,,1,9
4,2021,G2,10000222,1,G2,G2,G2,G2,53,1,4,1,6410,6500,3066,2137,C,9,1,9
5,2021,G2,10000262,2,G1,G2,G2,G2,67,2,4,2,66800,0,2896,2414,,,1,9
6,2021,G2,10000272,1,G2,G2,G2,G2,57,4,5,2,40660,0,12416,9085,O,3,1,12
7,2021,G2,10000282,1,G2,G2,G2,G2,60,5,2,2,124500,76160,6574,3022,C,8,1,0
8,2021,G1,10000312,1,G2,G2,G2,G2,51,5,6,2,95425,0,11106,9994,J,2,1,14
9,2021,G1,10000322,1,G2,G2,G2,G2,36,3,5,1,5580,2300,4860,4453,P,3,1,12
10,2021,G1,10000332,2,G2,G2,G2,G2,28,2,4,2,27597,12900,8283,6225,C,8,2,9
11,2021,G1,10000342,1,G2,G2,G2,G2,29,1,7,1,13930,10500,6030,4970,C,3,2,16
12,2021,G1,10000352,2,G1,G2,G2,G2,66,1,4,3,36800,0,1059,982,,,1,9
13,2021,G1,10000362,1,G1,G2,G2,G2,83,2,6,2,19010,0,12129,11721,H,3,5,14
14,2021,G1,10000372,2,G2,G2,G2,G2,60,4,4,2,58416,45000,10686,9667,I,4,1,9
15,2021,G1,10001102,1,G2,G2,G2,G2,36,1,5,1,7056,0,2191,2073,L,5,3,12
16,2021,G1,10100112,1,G2,G2,G2,G2,47,4,6,2,84410,0,8890,8059,J,2,1,14
17,2021,G1,10100172,2,G2,G2,G2,G2,45,2,7,1,192340,30000,1344,1025,,,1,16
18,2021,G1,10100182,2,G1,G2,G2,G2,69,1,4,3,110015,0,1496,1418,,,1,9
19,2021,G1,10100192,1,G2,G2,G2,G2,30,3,6,1,24940,2050,10689,9238,K,3,3,14
20,2021,G2,10100232,2,G2,G2,G2,G2,62,1,2,4,1315,0,95,78,,,3,0
21,2021,G2,10100242,1,G2,G2,G2,G2,57,3,5,2,37704,0,4625,4159,C,5,1,12
22,2021,G2,10100252,1,G2,G2,G2,G2,38,3,4,2,16774,8224,2952,2369,,,1,9
23,2021,G2,10100262,2,G2,G2,G2,G2,58,1,3,4,9707,0,793,786,,,1,6
24,2021,G2,10100272,2,G1,G2,G2,G2,79,1,2,3,23100,0,701,529,,,1,0
25,2021,G2,10100282,1,G2,G2,G2,G2,53,3,6,2,59260,16000,7565,4999,K,3,1,14
26,2021,G1,10100312,1,G2,G2,G2,G2,57,4,6,2,100304,9500,6540,5734,L,2,1,14
27,2021,G1,10100342,1,G2,G2,G2,G2,61,2,4,2,22010,200,3923,3665,,,1,9
28,2021,G1,10100372,2,G2,G2,G2,G2,57,4,7,3,262258,78596,7319,6735,P,2,1,16
29,2021,G1,10100382,1,G2,G2,G2,G2,63,2,4,2,19900,100,2670,2386,,,3,9
30,2021,G1,10100392,1,G2,G2,G2,G2,61,2,3,2,3400,0,4014,3801,F,9,3,6
31,2021,G1,10101122,1,G2,G2,G2,G2,51,4,6,2,258786,40400,13583,8955,C,3,1,14
32,2021,G1,10101162,1,G2,G2,G2,G2,39,2,5,1,20100,0,2354,2211,G,3,2,12
33,2021,G1,10101172,1,G2,G2,G2,G2,58,3,4,2,51230,0,8403,7350,F,7,1,9
34,2021,G1,10101182,1,G1,G2,G2,G2,65,3,6,2,260600,1500,7245,5588,G,3,1,14
35,2021,G1,10700111,1,G2,G2,G2,G2,37,3,6,2,167820,51946,26881,17160,K,3,2,14
36,2021,G1,10700141,2,G2,G2,G2,G2,50,2,4,4,1010,4360,3536,3143,,,3,9
37,2021,G1,10700151,1,G2,G2,G2,G2,66,3,2,2,21992,4500,3134,2691,N,7,1,0
38,2021,G1,10700181,1,G2,G2,G2,G2,39,3,6,2,42892,22700,9925,7263,P,2,2,14
39,2021,G2,10700191,1,G2,G2,G2,G2,70,2,3,2,84072,500,2170,1825,,,1,6
40,2021,G2,10700211,2,G2,G2,G2,G2,63,1,3,4,7597,0,1213,1157,I,4,1,6
41,2021,G2,10700221,2,G1,G2,G2,G2,81,1,1,3,10,0,765,764,,,5,0
42,2021,G2,10700231,2,G2,G2,G2,G2,53,3,4,4,56648,28000,7115,6470,M,3,1,9
43,2021,G2,10700241,1,G1,G2,G2,G2,67,2,2,2,26828,0,4047,3743,C,8,1,0
44,2021,G1,10700321,2,G1,G2,G2,G2,69,2,4,2,34615,0,4662,4441,Q,4,1,9
45,2021,G1,10700331,2,G2,G2,G2,G2,72,2,2,3,17600,0,1702,1632,,,1,0
46,2021,G1,10700341,1,G2,G2,G2,G2,48,5,6,2,119360,3000,21148,15436,G,3,2,14
47,2021,G1,10700391,1,G2,G2,G2,G2,47,3,4,2,47578,17600,7121,6205,G,8,1,9
48,2021,G1,10701101,2,G2,G2,G1,G1,49,3,4,4,17970,0,476,-153,I,4,2,9
49,2021,G1,10800161,2,G2,G2,G2,G2,26,4,6,1,18870,0,5037,4351,Q,2,2,14
50,2021,G1,10800181,1,G2,G2,G2,G2,46,3,8,2,204488,0,10085,8184,M,2,1,18
51,2021,G2,10800221,1,G2,G2,G2,G2,38,2,6,2,32390,0,6370,5473,H,3,1,14
52,2021,G2,10800231,1,G2,G2,G2,G2,46,4,4,2,4423,2050,7159,6347,H,8,3,9
53,2021,G1,10800241,1,G1,G2,G2,G2,76,2,3,2,33360,0,1884,1682,,,1,6
54,2021,G2,10800261,1,G2,G2,G2,G2,59,3,2,2,52430,2000,3303,2786,G,5,1,0
55,2021,G2,10800271,2,G1,G2,G2,G2,70,1,7,1,385000,20000,7998,6810,,,1,16
56,2021,G2,10800281,1,G2,G2,G2,G2,52,2,6,1,32490,0,6789,5908,C,2,2,14
57,2021,G1,10800321,1,G2,G2,G2,G2,51,1,4,4,1050,3560,570,460,G,5,3,9
58,2021,G1,10800341,1,G2,G2,G2,G2,63,4,3,2,31358,0,13417,11692,,,3,6
59,2021,G1,10800381,2,G1,G2,G2,G2,84,1,1,3,8500,0,1019,931,,,2,0
60,2021,G1,10801101,1,G2,G2,G2,G2,59,4,4,2,24680,10700,6680,5131,F,7,1,9
61,2021,G1,10900111,1,G2,G2,G2,G2,51,4,6,2,173300,33000,27138,17452,J,3,1,14
62,2021,G1,10900121,2,G2,G2,G2,G2,49,2,4,4,29010,3300,1572,1010,C,7,1,9
63,2021,G1,10900131,2,G2,G2,G2,G2,57,1,4,1,13290,0,1427,1282,N,4,2,9
64,2021,G1,10900141,1,G2,G2,G2,G2,49,3,5,2,105441,24000,7257,6442,M,3,2,12
65,2021,G1,10900161,1,G1,G2,G2,G2,85,2,3,2,155650,0,4796,4420,,,1,6
66,2021,G1,10900171,2,G2,G2,G2,G2,44,1,5,1,9850,30,3112,2830,P,2,2,12
67,2021,G1,10900191,1,G2,G2,G2,G2,61,4,5,2,145192,13745,5440,4819,H,8,1,12
68,2021,G2,10900211,1,G2,G2,G2,G2,54,5,4,2,3570,1100,5802,5089,C,9,3,9
69,2021,G2,10900221,1,G1,G2,G2,G2,76,2,2,2,19490,0,2342,2173,,,1,0
70,2021,G2,10900251,2,G2,G2,G2,G2,27,1,6,1,15415,3230,4778,3778,Q,2,2,14
71,2021,G2,10900271,1,G1,G2,G2,G2,73,1,2,3,30,0,1638,1637,,,5,0
72,2021,G2,10900291,1,G1,G2,G2,G2,69,1,3,3,15900,0,1673,1652,,,1,6
73,2021,G1,10900311,1,G2,G2,G2,G2,67,3,4,2,90895,2470,7592,6797,,,1,9
74,2021,G1,10900331,1,G1,G2,G2,G2,70,2,3,2,18300,300,2900,2682,,,1,6
75,2021,G1,10900341,2,G2,G2,G2,G2,62,2,3,4,31932,26093,3350,1900,Q,4,1,6
76,2021,G1,10900351,1,G2,G2,G2,G2,65,3,2,2,100600,67300,7910,7101,H,8,5,0
77,2021,G1,10900371,2,G2,G2,G1,G2,41,4,4,4,310,2182,4088,4087,S,4,3,9
78,2021,G1,10901101,2,G2,G2,G2,G2,45,1,4,1,6780,0,3158,2831,G,5,3,9
79,2021,G1,11000162,2,G1,G2,G2,G2,73,2,2,2,94600,0,2399,2016,,,1,0
80,2021,G1,11000172,2,G2,G2,G2,G2,49,3,4,4,3820,100,5163,4583,S,3,3,9
81,2021,G1,11000192,2,G2,G2,G1,G2,68,3,6,3,364300,12000,7566,6502,,,1,14
82,2021,G2,11000202,2,G2,G2,G2,G2,51,1,3,4,11410,7930,1130,882,,,2,6
83,2021,G2,11000232,1,G2,G2,G2,G2,61,5,8,2,69075,11200,5803,4318,P,2,1,18
84,2021,G2,11000252,1,G2,G2,G2,G2,36,3,7,2,8740,5100,3919,3610,J,2,2,16
85,2021,G2,11000262,1,G2,G2,G2,G2,59,2,4,2,9742,0,4448,4109,C,5,1,9
86,2021,G2,11000272,2,G2,G2,G2,G2,44,3,4,1,8990,0,4039,3671,,,1,9
87,2021,G2,11000282,2,G2,G2,G2,G2,46,1,6,1,5710,0,758,742,,,2,14
88,2021,G2,11000292,2,G2,G2,G2,G2,40,4,4,2,105320,5500,11686,10167,I,5,1,9
89,2021,G1,11000302,1,G2,G2,G2,G2,55,4,6,2,125521,46900,12133,8895,O,3,2,14
90,2021,G1,11000312,2,G2,G2,G2,G2,39,4,4,2,24450,3050,9770,9105,K,5,1,9
91,2021,G1,11000322,2,G2,G2,G2,G2,52,2,4,4,190,2000,3275,3084,,,4,9
92,2021,G1,11000332,1,G2,G2,G2,G2,30,3,6,1,28942,8000,5307,4702,F,2,3,14
93,2021,G1,11000342,1,G2,G2,G2,G2,71,2,3,2,96820,0,4031,3680,G,5,1,6
94,2021,G1,11000352,1,G2,G2,G2,G2,67,3,6,2,227130,10500,12874,11332,C,2,1,14
95,2021,G1,11000362,1,G1,G2,G2,G2,78,1,4,4,1740,52,1070,1069,,,3,9
96,2021,G1,11000372,2,G2,G2,G2,G2,32,1,4,1,5800,3000,3140,3088,I,4,5,9
97,2021,G1,11000382,1,G2,G2,G2,G2,61,1,6,4,4300,0,50,-18,,,3,14
98,2021,G1,11000392,1,G2,G2,G2,G2,70,3,2,2,48408,19200,6592,5564,,,2,0
99,2021,G1,11100102,2,G2,G2,G2,G1,54,5,4,2,6330,1300,4272,4058,C,7,3,9
100,2021,G1,11100112,2,G2,G2,G2,G2,54,2,5,4,44815,13700,4090,3334,Q,4,1,12
101,2021,G1,11100142,2,G1,G2,G2,G2,90,1,2,3,100,0,1704,1680,,,5,0
102,2021,G1,11100152,1,G2,G2,G2,G2,39,2,5,2,86100,26000,3934,3254,S,7,2,12
103,2021,G1,11100162,1,G1,G2,G2,G2,78,2,3,2,121500,14000,2525,1949,,,1,6
104,2021,G1,11100172,2,G2,G2,G2,G2,51,3,4,4,26460,15000,3122,2434,L,3,2,9
105,2021,G1,11100182,1,G1,G2,G2,G2,83,2,6,2,82900,30,3437,3376,,,1,14
106,2021,G1,11100192,1,G2,G2,G2,G2,33,2,6,2,33320,20000,7000,6097,G,3,2,14
107,2021,G2,11100212,1,G2,G2,G2,G2,66,3,2,2,34557,1200,3480,3288,L,9,1,0
108,2021,G2,11100222,1,G2,G2,G2,G2,47,4,6,2,99760,47212,9251,7880,R,4,1,14
109,2021,G2,11100232,1,G1,G2,G2,G2,72,2,8,2,272200,198000,8382,2303,,,1,18
110,2021,G2,11100242,1,G2,G2,G2,G2,25,1,4,1,500,0,900,898,H,9,3,9
111,2021,G2,11100252,1,G2,G2,G2,G2,50,4,6,2,55220,16206,8369,6151,C,8,1,14
112,2021,G2,11100272,2,G1,G2,G2,G2,81,1,2,4,255,0,790,790,,,3,0
113,2021,G2,11100292,1,G1,G2,G2,G2,70,1,3,3,5600,0,2003,1862,P,8,2,6
114,2021,G1,11100312,1,G2,G2,G2,G2,57,4,4,2,162200,20000,22689,16836,K,3,1,9
115,2021,G1,11100332,1,G1,G2,G2,G2,76,2,2,2,141240,0,4963,4574,,,1,0
116,2021,G1,11100342,1,G2,G2,G2,G2,35,2,7,2,93140,33000,11705,9324,,,2,16
117,2021,G1,11100362,1,G2,G2,G2,G2,30,1,5,1,9310,1700,2701,2502,C,9,3,12
118,2021,G1,11100382,1,G2,G2,G2,G2,57,3,4,2,105000,24666,11694,9154,C,3,1,9
119,2021,G1,11100392,2,G1,G2,G2,G2,71,1,1,3,2530,0,1478,1477,,,2,0
120,2021,G1,11700121,2,G2,G2,G2,G2,53,2,4,4,1100,2760,2436,2247,,,3,9
121,2021,G1,11700161,1,G1,G2,G2,G2,70,2,7,2,303300,20000,14789,13829,Q,2,1,16
122,2021,G1,11700171,1,G2,G2,G2,G2,63,3,2,2,94010,0,13453,12116,F,7,1,0
123,2021,G1,11700181,1,G2,G2,G2,G2,51,4,4,2,87270,1840,5061,4618,R,2,1,9
124,2021,G1,11700191,1,G2,G2,G2,G2,56,4,5,2,84423,1000,16924,13177,G,3,1,12
125,2021,G2,11700211,1,G2,G2,G2,G2,52,4,5,2,40488,1000,4891,4431,P,2,1,12
126,2021,G2,11700221,2,G2,G2,G2,G2,48,1,6,1,2595,0,817,814,,,3,14
127,2021,G2,11700271,2,G1,G2,G2,G2,69,2,2,2,3700,900,2140,1751,I,9,3,0
128,2021,G2,11700281,1,G1,G2,G2,G2,71,2,4,2,272780,2100,3516,2653,,,1,9
129,2021,G1,11700311,1,G2,G2,G2,G2,48,1,4,4,1680,0,2650,1617,G,3,3,9
130,2021,G1,11700371,1,G1,G2,G2,G2,76,1,3,3,5500,0,1511,1508,,,2,6
131,2021,G1,11800131,2,G1,G2,G2,G2,72,1,3,3,60120,1200,1364,1323,,,1,6
132,2021,G1,11800151,2,G2,G2,G2,G2,28,1,4,1,12190,0,2762,2499,P,3,2,9
133,2021,G2,11800201,1,G2,G2,G2,G2,57,4,6,2,22381,11900,9306,8059,F,1,1,14
134,2021,G2,11800231,1,G2,G2,G2,G2,41,3,5,2,75953,33900,6327,4495,C,3,1,12
135,2021,G2,11800241,2,G1,G2,G2,G2,66,2,6,2,240500,44355,14169,10026,,,1,14
136,2021,G2,11800251,1,G1,G2,G2,G2,74,2,2,2,164250,5000,6641,5723,,,1,0
137,2021,G2,11800261,2,G2,G2,G2,G2,49,3,6,2,172624,0,11712,9587,P,2,1,14
138,2021,G2,11800271,2,G2,G2,G2,G2,31,1,6,1,25220,5000,4157,3359,O,4,2,14
139,2021,G2,11800281,2,G1,G2,G2,G2,85,1,1,3,63600,1000,1545,1480,,,1,0
140,2021,G1,11800301,1,G2,G2,G2,G2,64,2,3,2,1450,500,3364,3162,F,7,3,6
141,2021,G1,11800341,2,G2,G2,G2,G2,60,2,4,3,54962,3855,6848,5945,,,1,9
142,2021,G1,11800351,1,G2,G2,G2,G2,45,3,7,2,101150,16600,6845,5170,J,2,1,16
143,2021,G1,11800371,1,G1,G2,G2,G2,79,1,6,3,123612,0,4057,3628,,,1,14
144,2021,G1,11800381,2,G2,G2,G2,G2,56,1,4,3,16880,0,2441,2346,,,2,9
145,2021,G1,11900151,1,G1,G2,G2,G2,76,1,4,3,9640,0,922,879,,,3,9
146,2021,G1,11900161,2,G2,G2,G2,G2,51,2,4,4,32150,0,1766,1629,,,2,9
147,2021,G1,11900171,1,G1,G2,G2,G2,66,2,2,2,62611,14100,15125,14546,F,7,1,0
148,2021,G2,11900211,2,G2,G2,G2,G2,58,1,3,4,54176,3290,2312,2141,O,3,2,6
149,2021,G2,11900221,2,G1,G2,G2,G2,80,1,2,4,626,0,878,878,,,5,0
150,2021,G2,11900231,2,G2,G2,G2,G2,49,3,4,4,38000,29000,6407,5920,P,9,2,9
151,2021,G2,11900241,1,G2,G2,G2,G2,66,3,3,2,36560,4880,5175,4572,Q,9,1,6
152,2021,G2,11900251,1,G2,G2,G2,G2,52,1,4,4,1062,10800,5203,4993,N,9,3,9
153,2021,G2,11900261,2,G1,G2,G2,G2,69,1,2,3,7458,0,3266,3245,Q,9,1,0
154,2021,G2,11900271,1,G2,G2,G2,G2,42,4,4,2,23681,0,3251,2716,F,7,1,9
155,2021,G2,11900281,1,G2,G2,G2,G2,53,3,4,2,61490,0,6927,6068,P,8,1,9
156,2021,G2,11900291,1,G2,G2,G2,G2,60,2,6,2,147810,82500,9396,6713,,,2,14
157,2021,G1,11900341,1,G2,G2,G2,G2,40,2,4,2,37930,0,8010,7194,J,3,2,9
158,2021,G1,11900371,1,G2,G2,G2,G2,65,3,6,3,308800,0,11149,9724,F,9,1,14
159,2021,G1,11900381,2,G2,G2,G2,G2,25,1,4,1,5190,0,1251,1173,G,3,2,9
160,2021,G1,11900391,1,G1,G2,G2,G2,89,1,1,3,34800,0,1493,1455,,,1,0
161,2021,G1,12000102,1,G2,G2,G2,G2,31,1,6,1,660,0,1047,995,,,3,14
162,2021,G1,12000112,1,G2,G2,G2,G2,58,1,5,4,5360,2700,5665,5029,K,3,3,12
163,2021,G1,12000132,2,G2,G2,G2,G2,48,3,4,2,9911,4040,2630,2497,I,4,2,9
164,2021,G1,12000152,1,G2,G2,G2,G2,47,2,6,1,27900,4500,4871,4091,C,3,1,14
165,2021,G1,12000182,1,G2,G2,G2,G2,86,5,4,3,2150,4000,4178,3956,O,9,3,9
166,2021,G1,12000192,1,G2,G2,G2,G2,51,4,6,2,93662,0,7429,5931,K,2,1,14
167,2021,G2,12000202,2,G2,G2,G2,G2,52,2,4,3,29228,0,1680,1346,G,5,1,9
168,2021,G2,12000212,2,G2,G2,G2,G2,53,3,4,4,51192,12800,7776,7128,S,3,1,9
169,2021,G2,12000222,1,G1,G2,G2,G2,81,2,4,2,1255,0,1528,1468,,,3,9
170,2021,G2,12000242,1,G2,G2,G2,G2,60,3,4,2,1180,0,6826,6283,N,9,3,9
171,2021,G2,12000252,1,G2,G2,G2,G2,50,2,4,1,27860,0,4502,3711,S,7,1,9
172,2021,G2,12000262,2,G2,G2,G2,G2,45,1,6,1,62030,0,2215,1891,G,2,2,14
173,2021,G2,12000292,1,G1,G2,G2,G2,72,1,4,4,180,0,477,460,,,3,9
174,2021,G1,12000312,1,G2,G2,G2,G2,51,2,6,1,98100,1500,6051,5470,N,8,1,14
175,2021,G1,12000322,2,G2,G2,G2,G2,63,3,3,4,70400,0,899,817,,,2,6
176,2021,G1,12000332,2,G2,G2,G2,G2,63,1,4,4,45101,0,904,785,,,1,9
177,2021,G1,12000352,1,G1,G2,G2,G2,66,2,6,2,211360,25000,4874,3989,,,2,14
178,2021,G1,12000372,1,G1,G2,G2,G2,76,2,6,2,14730,1900,2298,2089,,,1,14
179,2021,G1,12100112,2,G1,G2,G2,G2,91,1,1,3,4030,0,872,872,,,2,0
180,2021,G1,12100122,1,G2,G2,G2,G2,36,2,5,2,6570,2630,4632,3733,P,2,5,12
181,2021,G1,12100132,1,G2,G2,G2,G2,45,3,6,2,49295,20000,4212,3182,G,5,1,14
182,2021,G1,12100142,2,G2,G2,G2,G2,30,1,5,1,9932,5710,4132,3720,G,2,3,12
183,2021,G1,12100152,2,G2,G2,G2,G2,47,4,4,2,79490,30898,8762,6423,Q,2,2,9
184,2021,G1,12100162,2,G2,G2,G2,G2,54,1,4,4,130,80,1174,1173,,,4,9
185,2021,G1,12100172,2,G2,G2,G2,G2,37,1,6,1,750,0,1015,959,,,3,14
186,2021,G1,12100192,1,G2,G2,G2,G2,47,5,7,2,24463,13315,9029,7808,S,1,1,16
187,2021,G2,12100212,2,G1,G2,G2,G2,77,1,1,3,9205,5020,853,756,,,1,0
188,2021,G2,12100222,1,G2,G2,G2,G2,60,2,4,2,2075,0,1797,1736,,,3,9
189,2021,G2,12100232,2,G2,G2,G2,G2,45,2,4,4,750,0,3255,3105,C,8,3,9
190,2021,G2,12100242,2,G2,G2,G2,G2,54,3,4,4,10890,0,6392,5573,Q,2,1,9
191,2021,G2,12100252,2,G1,G2,G2,G2,69,1,2,3,2642,0,630,629,,,5,0
192,2021,G2,12100262,2,G1,G2,G2,G2,69,1,2,3,15010,2000,1233,1147,,,1,0
193,2021,G2,12100272,1,G1,G2,G2,G2,72,2,4,2,37586,500,1827,1663,,,1,9
194,2021,G2,12100292,2,G2,G2,G1,G2,39,2,4,4,23313,7000,2950,2351,C,3,1,9
195,2021,G1,12100302,1,G2,G2,G2,G2,58,2,6,2,293760,36360,18718,12458,C,3,1,14
196,2021,G1,12100312,1,G2,G2,G2,G2,43,3,5,2,15148,600,3984,3297,C,8,1,12
197,2021,G1,12100322,2,G2,G2,G2,G2,26,1,6,1,9920,8000,2161,1867,J,2,2,14
198,2021,G1,12100332,1,G1,G2,G2,G2,76,2,4,2,37700,0,2463,2402,,,1,9
199,2021,G1,12100352,1,G1,G2,G2,G2,78,2,4,2,246900,50400,5335,4883,,,1,9
200,2021,G1,12100382,1,G2,G2,G2,G2,43,4,6,2,41046,6440,4312,3628,C,5,1,14
201,2021,G1,12100392,1,G2,G2,G2,G2,79,3,6,2,96000,11275,7061,6150,M,2,1,14
202,2021,G1,12700101,2,G1,G2,G2,G2,76,1,6,3,130540,9420,945,391,,,1,14
203,2021,G1,12700151,1,G1,G2,G2,G2,78,2,5,2,17900,0,2042,1887,,,2,12
204,2021,G1,12700181,2,G2,G2,G2,G2,59,4,8,3,373180,4000,61896,48524,Q,2,1,18
205,2021,G2,12700221,1,G2,G2,G2,G2,57,3,7,2,109829,1000,15592,12977,G,3,2,16
206,2021,G2,12700231,2,G1,G2,G2,G2,68,1,2,3,19758,0,3636,3281,C,9,1,0
207,2021,G2,12700241,2,G1,G2,G2,G2,70,2,2,2,8315,0,2728,2635,N,9,1,0
208,2021,G2,12700251,1,G2,G2,G2,G2,41,1,5,1,7480,4218,2647,1618,C,2,3,12
209,2021,G2,12700281,1,G2,G2,G2,G2,42,4,6,2,16350,7800,4960,4290,G,5,1,14
210,2021,G2,12700291,1,G2,G2,G2,G2,53,3,4,2,40682,0,7462,6676,H,8,1,9
211,2021,G1,12700331,1,G2,G2,G2,G2,64,2,3,2,22956,1150,5393,4958,H,8,3,6
212,2021,G1,12700361,1,G2,G2,G2,G2,62,2,3,2,29570,7500,3966,3235,N,9,2,6
213,2021,G1,12700371,1,G2,G2,G2,G2,46,3,6,2,81902,8130,8684,6883,M,2,1,14
214,2021,G1,12800111,1,G2,G2,G2,G2,46,5,6,2,55050,0,6903,6597,J,2,2,14
215,2021,G1,12800121,1,G2,G2,G2,G2,45,5,7,2,55625,0,4207,445,S,2,1,16
216,2021,G1,12800131,1,G2,G2,G2,G2,58,3,4,2,7400,0,4941,4623,G,9,2,9
217,2021,G1,12800181,1,G2,G2,G2,G2,69,2,2,2,20110,0,4983,4511,,,2,0
218,2021,G1,12800191,1,G2,G2,G2,G2,28,5,4,2,33471,2200,7165,6736,H,9,1,9
219,2021,G2,12800201,1,G2,G2,G2,G2,51,4,4,2,45873,10400,11974,10209,F,3,1,9
220,2021,G2,12800211,1,G2,G2,G2,G2,47,4,4,2,11348,5350,9999,9204,H,8,3,9
221,2021,G2,12800241,1,G2,G2,G2,G2,60,5,2,2,21710,9349,7176,5748,C,5,1,0
222,2021,G2,12800251,1,G2,G2,G2,G2,61,3,5,2,51600,20000,8968,7445,C,9,2,12
223,2021,G2,12800261,2,G2,G2,G2,G2,60,2,4,3,24950,5000,4629,4194,S,4,1,9
224,2021,G2,12800271,1,G1,G2,G2,G2,73,1,1,3,710,0,1795,1780,,,3,0
225,2021,G2,12800281,1,G2,G2,G2,G2,61,3,4,2,48400,11842,4796,3578,H,8,1,9
226,2021,G2,12800291,1,G1,G2,G2,G2,72,2,6,2,46200,0,7323,6191,M,2,1,14
227,2021,G1,12800311,1,G2,G2,G2,G2,55,3,8,2,36720,24000,5146,4471,P,2,3,18
228,2021,G1,12800321,2,G2,G2,G2,G2,60,1,6,1,70650,24300,6639,4664,C,3,1,14
229,2021,G1,12800351,1,G2,G2,G2,G2,49,1,6,1,79400,0,1362,1120,,,1,14
230,2021,G1,12800361,2,G1,G2,G2,G2,73,1,3,2,48780,2000,939,916,,,2,6
231,2021,G1,12800381,1,G2,G2,G2,G2,41,4,4,2,7048,180,3178,2980,J,2,3,9
232,2021,G1,12900101,1,G2,G2,G2,G2,40,4,6,2,83430,15700,11586,9013,F,3,1,14
233,2021,G1,12900121,2,G2,G2,G2,G2,56,1,6,4,8558,0,2895,2553,P,2,3,14
234,2021,G1,12900131,1,G2,G2,G2,G2,63,2,6,2,103300,0,2841,2446,Q,8,1,14
235,2021,G1,12900151,1,G2,G2,G2,G2,59,3,3,2,25298,12960,4465,3777,F,9,2,6
236,2021,G1,12900161,1,G2,G2,G2,G2,56,2,4,3,83830,0,4516,4227,R,9,1,9
237,2021,G1,12900181,2,G1,G2,G2,G2,80,1,1,3,14150,0,845,844,,,2,0
238,2021,G2,12900211,1,G2,G2,G2,G2,69,2,4,2,220710,4500,5246,4275,,,1,9
239,2021,G2,12900221,1,G1,G2,G2,G2,73,2,4,2,71300,13500,2104,1998,,,1,9
240,2021,G2,12900241,1,G2,G2,G2,G2,52,1,4,1,7838,0,1102,941,C,7,3,9
241,2021,G2,12900251,1,G2,G2,G2,G2,40,4,6,2,31650,16030,6218,5391,C,2,2,14
242,2021,G2,12900271,1,G1,G2,G2,G2,76,2,2,2,10864,0,2446,2386,H,8,5,0
243,2021,G1,12900321,1,G2,G2,G2,G2,61,1,3,4,6080,1020,3350,2932,,,2,6
244,2021,G1,12900331,1,G2,G2,G2,G2,61,3,4,2,53640,12570,9611,8665,H,8,1,9
245,2021,G1,12900341,1,G2,G2,G2,G2,54,4,5,2,94942,31792,15621,11806,O,3,1,12
246,2021,G1,12900351,1,G2,G2,G2,G2,64,3,2,2,56438,0,3437,3171,F,9,1,0
247,2021,G1,12900391,1,G2,G2,G2,G2,47,4,5,2,280840,94400,12784,8610,O,4,1,12
248,2021,G1,13000102,1,G2,G2,G2,G2,51,4,7,2,127954,23565,8744,6187,J,2,1,16
249,2021,G1,13000112,1,G2,G2,G2,G2,53,3,4,2,61736,0,7978,7291,G,2,1,9
250,2021,G1,13000122,2,G2,G2,G2,G2,47,2,5,4,68190,24540,8172,7066,K,5,1,12
251,2021,G1,13000132,1,G2,G2,G2,G2,50,2,4,1,56600,0,4621,4346,L,3,1,9
252,2021,G1,13000142,1,G2,G2,G2,G2,54,4,4,2,43176,6760,7305,6624,H,9,1,9
253,2021,G1,13000152,2,G2,G2,G2,G2,42,2,4,1,38196,17078,7016,5780,S,4,1,9
254,2021,G1,13000162,2,G2,G2,G2,G2,58,1,2,4,20880,3876,2781,2664,I,4,1,0
255,2021,G1,13000182,1,G2,G2,G2,G2,55,4,6,2,51015,2000,13554,11213,P,2,1,14
256,2021,G2,13000222,1,G2,G2,G2,G2,42,4,4,2,47959,12820,6162,5557,H,8,1,9
257,2021,G2,13000232,1,G2,G2,G2,G2,56,2,6,2,8550,0,6453,5643,G,9,3,14
258,2021,G2,13000252,1,G2,G2,G2,G2,63,1,5,4,1690,0,3806,3524,F,7,3,12
259,2021,G2,13000262,1,G2,G2,G2,G2,41,4,4,2,71521,45520,10013,7760,C,8,1,9
260,2021,G2,13000272,1,G2,G2,G2,G2,27,1,5,1,2660,2700,2552,2342,C,2,3,12
261,2021,G1,13000302,1,G2,G2,G2,G2,66,2,3,2,13400,0,2667,2514,,,1,6
262,2021,G1,13000342,1,G1,G2,G2,G2,73,2,4,2,38460,0,3948,3838,,,1,9
263,2021,G1,13000352,1,G2,G2,G2,G2,35,1,6,1,42490,21000,4996,4459,K,5,1,14
