,year,metro,id,sex,old_h,grand_h,single_h,multi_h,age,number,education,marriage,asset,debt,income,income_d,industry,job,house,education_year
7962,2021,G2,420900351,1,G2,G2,G2,G2,37,4,6,2,93768,59976,7346,4660,Q,2,1,14
7963,2021,G2,420900361,2,G2,G2,G2,G2,87,2,1,3,9858,600,1617,1536,,,1,0
7964,2021,G2,420900371,1,G2,G2,G2,G1,49,6,4,2,8500,745,4676,4417,F,9,1,9
7965,2021,G2,420900381,1,G2,G2,G2,G2,51,4,5,2,51483,13100,20633,16375,D,3,1,12
7966,2021,G2,420900391,1,G1,G2,G2,G2,76,1,4,3,290,0,1864,1857,,,3,9
7967,2021,G2,421000202,1,G2,G2,G2,G2,49,3,4,2,40500,4850,3511,3093,H,8,1,9
7968,2021,G2,421000212,2,G1,G2,G2,G2,79,1,2,3,21620,200,822,804,,,1,0
7969,2021,G2,421000222,1,G2,G2,G2,G2,55,1,4,1,630,0,2200,1980,C,8,4,9
7970,2021,G2,421000242,1,G2,G2,G2,G2,36,1,7,1,69549,6000,6204,4953,O,4,1,16
7971,2021,G2,421000282,1,G2,G2,G2,G2,68,3,4,2,69220,0,17293,15384,A,6,1,9
7972,2021,G2,421000322,1,G2,G2,G2,G2,63,6,2,2,17926,1447,10712,9562,,,1,0
7973,2021,G2,421000332,1,G2,G2,G2,G2,48,3,6,2,8360,0,3480,3012,C,3,3,14
7974,2021,G2,421000342,1,G2,G2,G2,G2,62,2,2,2,33670,6400,2938,2304,N,8,1,0
7975,2021,G2,421000352,1,G2,G2,G1,G2,54,4,6,2,44045,0,12684,10686,F,8,1,14
7976,2021,G2,421000362,1,G2,G2,G2,G2,58,2,4,4,660,0,1796,1611,O,9,4,9
7977,2021,G2,421000372,2,G1,G2,G2,G2,86,1,2,3,70,0,974,972,Q,9,5,0
7978,2021,G2,421000382,2,G2,G2,G2,G2,62,1,2,3,17528,20,3289,3080,C,7,1,0
7979,2021,G2,421000392,2,G2,G2,G2,G2,71,2,1,3,10520,0,3105,2989,Q,9,1,0
7980,2021,G2,421100212,1,G2,G2,G2,G2,61,1,6,1,6500,0,231,214,,,2,14
7981,2021,G2,421100222,1,G2,G2,G2,G2,61,3,4,2,17408,600,7821,7112,H,8,1,9
7982,2021,G2,421100242,1,G2,G2,G2,G2,51,6,4,2,1280,500,3986,3732,G,5,3,9
7983,2021,G2,421100252,1,G1,G2,G2,G2,74,2,2,2,22570,0,2093,2027,,,1,0
7984,2021,G2,421100262,2,G2,G2,G1,G2,48,3,6,4,6741,0,2418,2322,N,2,3,14
7985,2021,G2,421100282,2,G1,G2,G2,G2,68,1,1,4,1760,0,1006,977,,,3,0
7986,2021,G2,421100292,1,G2,G2,G2,G2,39,5,5,2,40522,7000,8828,7035,R,2,3,12
7987,2021,G2,421100302,1,G2,G2,G2,G2,56,2,4,2,20305,200,3888,2843,S,7,1,9
7988,2021,G2,421100322,1,G2,G2,G2,G2,46,3,4,2,38802,1200,9964,8835,F,3,1,9
7989,2021,G2,421100332,1,G2,G2,G2,G2,28,1,6,1,2710,75,3741,3153,K,3,5,14
7990,2021,G2,421100342,1,G2,G2,G2,G2,46,5,6,2,67179,0,13215,11497,G,5,1,14
7991,2021,G2,421100352,1,G2,G2,G2,G2,68,2,6,2,96050,1155,4407,3493,,,1,14
7992,2021,G2,421100362,1,G1,G2,G2,G2,80,1,3,3,29300,0,1037,775,,,1,6
7993,2021,G2,421100372,1,G2,G2,G2,G2,37,3,4,2,13110,598,5226,4650,C,7,3,9
7994,2021,G2,421100392,1,G1,G2,G2,G2,71,2,3,2,168250,78000,3734,-465,L,2,1,6
7995,2021,G2,421700211,2,G2,G2,G2,G2,53,1,4,4,10151,200,1417,1249,N,4,1,9
7996,2021,G2,421700251,1,G1,G2,G2,G2,73,2,5,2,123820,0,4180,3912,M,3,1,12
7997,2021,G2,421700261,2,G2,G2,G1,G2,44,2,5,4,28468,9400,2321,1702,,,1,12
7998,2021,G2,421700271,2,G1,G2,G2,G2,78,1,2,3,240,0,1490,1469,,,5,0
7999,2021,G2,421700281,2,G1,G2,G2,G2,86,1,2,3,100,0,761,750,,,5,0
8000,2021,G2,421700291,1,G2,G2,G2,G2,57,4,6,2,213820,4000,16692,14415,K,1,2,14
8001,2021,G2,421700311,2,G2,G2,G2,G2,60,1,4,4,4474,2000,1915,1399,Q,4,3,9
8002,2021,G2,421700341,2,G1,G2,G2,G2,83,1,2,2,54380,35300,2151,612,,,1,0
8003,2021,G2,421700351,1,G2,G2,G2,G2,63,2,5,2,16110,163,2615,1829,,,3,12
8004,2021,G2,421700361,1,G1,G2,G2,G2,66,1,4,3,15445,0,3530,3041,N,9,5,9
8005,2021,G2,421700371,2,G2,G2,G2,G2,61,1,4,3,528,50,1427,1360,I,4,5,9
8006,2021,G2,421700381,2,G1,G2,G2,G2,81,1,1,3,6010,1000,787,781,,,5,0
8007,2021,G2,421700391,1,G2,G2,G2,G2,45,3,5,2,11248,4000,7722,5976,P,3,3,12
8008,2021,G2,421800211,1,G2,G2,G2,G2,63,2,5,2,30502,15000,2967,2133,I,4,1,12
8009,2021,G2,421800221,1,G2,G2,G2,G2,61,2,4,4,2210,0,1228,1228,,,2,9
8010,2021,G2,421800231,1,G2,G2,G2,G2,53,4,6,2,17025,4425,10983,9236,P,2,3,14
8011,2021,G2,421800241,1,G2,G2,G2,G2,26,1,5,1,20200,11317,4124,3602,G,5,1,12
8012,2021,G2,421800251,2,G2,G2,G2,G2,52,4,4,2,242,386,3715,3561,,,5,9
8013,2021,G2,421800261,1,G1,G2,G2,G2,67,1,3,4,120100,0,2685,2043,C,8,1,6
8014,2021,G2,421800271,1,G2,G2,G2,G2,57,1,3,4,18097,3400,4891,3893,F,7,2,6
8015,2021,G2,421800301,1,G2,G2,G2,G2,60,2,4,2,40690,5700,5462,5220,A,6,1,9
8016,2021,G2,421800311,2,G2,G2,G2,G2,59,1,4,3,13140,4500,2229,1662,G,5,1,9
8017,2021,G2,421800351,2,G2,G2,G2,G2,62,1,3,4,720,0,898,867,O,9,5,6
8018,2021,G2,421800361,1,G2,G2,G2,G2,69,3,5,2,70638,0,4740,4077,,,2,12
8019,2021,G2,421800371,1,G2,G2,G2,G2,49,2,4,2,17858,5500,6130,5033,D,8,2,9
8020,2021,G2,421800391,2,G1,G2,G2,G2,66,1,1,3,3198,0,420,419,,,5,0
8021,2021,G2,421900201,1,G2,G2,G2,G2,33,4,5,2,21580,10050,2623,2022,Q,2,2,12
8022,2021,G2,421900231,1,G2,G2,G2,G2,69,3,6,2,95320,21000,5730,4114,G,5,1,14
8023,2021,G2,421900261,1,G1,G2,G2,G2,65,1,6,4,30,0,868,858,,,5,14
8024,2021,G2,421900271,1,G2,G2,G2,G2,39,2,5,2,1473,0,3761,3350,N,4,3,12
8025,2021,G2,421900281,1,G2,G2,G2,G2,61,4,4,2,75698,20000,10102,7845,F,7,1,9
8026,2021,G2,421900331,2,G2,G2,G2,G2,58,1,3,4,21624,5418,1490,986,I,4,1,6
8027,2021,G2,421900341,2,G2,G2,G1,G2,56,3,3,4,24844,2090,3130,2791,I,4,1,6
8028,2021,G2,421900351,1,G1,G2,G2,G2,74,2,3,2,28155,0,4815,4554,L,9,1,6
8029,2021,G2,421900371,1,G2,G2,G2,G2,52,3,4,2,23407,10800,3294,2489,H,8,1,9
8030,2021,G2,421900391,1,G1,G2,G2,G2,74,2,2,2,4138,0,2073,2072,Q,9,1,0
8031,2021,G2,422000202,2,G2,G2,G2,G2,58,2,4,2,21520,0,2240,1273,L,2,1,9
8032,2021,G2,422000212,2,G2,G2,G2,G2,58,1,4,4,184332,0,292,-1504,I,4,2,9
8033,2021,G2,422000222,1,G2,G2,G2,G2,51,4,6,2,146780,24,15716,11728,K,5,1,14
8034,2021,G2,422000232,1,G2,G2,G2,G2,49,4,6,2,77680,7000,12296,9469,K,3,1,14
8035,2021,G2,422000242,1,G1,G2,G2,G2,73,1,2,3,47860,0,1114,951,,,1,0
8036,2021,G2,422000252,1,G2,G2,G2,G2,61,2,4,2,72000,0,6013,5456,L,9,1,9
8037,2021,G2,422000262,1,G1,G2,G2,G2,84,2,3,2,80,0,1801,1800,Q,9,5,6
8038,2021,G2,422000292,1,G2,G2,G2,G2,41,3,5,2,23801,5500,3902,3504,H,8,1,12
8039,2021,G2,422000302,1,G1,G2,G2,G2,86,2,2,2,310,0,1257,1226,,,5,0
8040,2021,G2,422000312,2,G1,G2,G2,G2,73,1,2,3,3050,0,723,720,,,1,0
8041,2021,G2,422000322,1,G2,G2,G2,G2,64,3,4,2,54800,5820,5858,5109,A,6,1,9
8042,2021,G2,422000352,2,G2,G2,G2,G2,79,2,1,3,2370,0,3158,2948,,,2,0
8043,2021,G2,422100202,2,G2,G2,G1,G2,48,3,4,4,6030,0,3190,2968,C,8,3,9
8044,2021,G2,422100212,1,G2,G2,G2,G2,59,2,4,2,12536,3200,1964,1563,H,8,3,9
8045,2021,G2,422100222,1,G2,G2,G2,G2,43,4,6,2,6189,0,5094,4533,C,2,2,14
8046,2021,G2,422100232,1,G2,G2,G2,G2,59,4,4,2,18925,100,6598,5890,C,5,1,9
8047,2021,G2,422100242,2,G1,G2,G2,G2,90,1,2,3,45100,200,869,649,,,1,0
8048,2021,G2,422100262,2,G2,G2,G1,G2,43,4,5,4,1708,3000,1861,1725,I,7,3,12
8049,2021,G2,422100272,1,G2,G2,G2,G2,65,3,4,2,2463,0,2187,2157,,,3,9
8050,2021,G2,422100292,1,G2,G2,G2,G2,34,2,6,2,67137,21050,9265,6619,L,3,1,14
8051,2021,G2,422100302,1,G1,G2,G2,G2,71,1,4,3,1408,5207,1710,1580,F,9,4,9
8052,2021,G2,422100312,1,G2,G2,G2,G2,30,4,6,2,14059,2800,5386,4755,G,5,2,14
8053,2021,G2,422100322,1,G2,G2,G2,G2,27,1,5,1,9905,0,2372,2151,Q,2,1,12
8054,2021,G2,422100332,2,G1,G2,G2,G2,81,1,1,3,300,0,1103,1102,Q,9,5,0
8055,2021,G2,422100342,2,G1,G2,G2,G2,77,1,1,3,100,0,1103,1102,Q,9,5,0
8056,2021,G2,422100352,1,G2,G2,G2,G2,61,2,4,2,111160,0,3225,2875,A,6,1,9
8057,2021,G2,422100362,1,G2,G2,G2,G2,39,4,4,2,41068,900,960,163,I,4,1,9
8058,2021,G2,422700201,2,G1,G2,G2,G2,66,1,2,3,8667,0,1360,1261,,,1,0
8059,2021,G2,422700211,2,G1,G2,G2,G2,78,1,3,3,62440,0,1339,1039,,,1,6
8060,2021,G2,422700241,2,G2,G2,G2,G2,52,3,5,4,27906,12068,8303,7461,K,5,1,12
8061,2021,G2,422700261,2,G2,G2,G2,G2,59,2,2,2,32996,200,4280,3716,I,4,1,0
8062,2021,G2,422700311,1,G2,G2,G2,G2,68,2,2,2,45000,0,3644,3324,,,1,0
8063,2021,G2,422700331,1,G1,G2,G2,G2,79,2,3,2,19682,0,3486,3269,,,1,6
8064,2021,G2,422700341,1,G2,G2,G2,G2,63,3,4,2,24152,700,7194,6772,A,6,1,9
8065,2021,G2,422700351,1,G2,G2,G2,G2,65,2,5,2,17650,0,4129,3565,,,1,12
8066,2021,G2,422700361,1,G1,G2,G2,G2,78,2,2,2,24515,0,2492,2483,A,6,1,0
8067,2021,G2,422800231,2,G1,G2,G2,G2,88,1,1,3,8120,0,516,508,,,2,0
8068,2021,G2,422800251,2,G2,G2,G2,G2,56,1,4,4,5861,0,1367,1247,A,9,3,9
8069,2021,G2,422800271,1,G1,G2,G2,G2,85,2,1,2,250,0,1276,1276,,,3,0
8070,2021,G2,422800291,1,G2,G2,G2,G2,53,3,5,2,18162,13350,5464,4570,G,5,2,12
8071,2021,G2,422800301,1,G1,G2,G2,G2,76,2,6,2,338680,10000,12081,8558,A,6,1,14
8072,2021,G2,422800311,2,G1,G2,G2,G2,78,1,2,3,43900,0,1311,971,,,1,0
8073,2021,G2,422800321,2,G2,G2,G2,G2,63,1,3,3,20480,0,2102,1965,A,6,1,6
8074,2021,G2,422800331,1,G2,G2,G2,G2,64,1,3,4,31790,0,5109,4735,H,8,1,6
8075,2021,G2,422800341,1,G2,G2,G2,G2,49,4,7,2,22370,12500,11686,9459,R,3,1,16
8076,2021,G2,422800351,1,G2,G2,G2,G2,58,2,4,2,33500,0,3356,3118,I,4,1,9
8077,2021,G2,422900231,1,G2,G2,G2,G2,73,2,4,2,93798,13200,4428,4164,,,1,9
8078,2021,G2,422900241,1,G2,G2,G2,G2,66,2,3,2,46645,13200,4630,3967,A,6,1,6
8079,2021,G2,422900251,1,G2,G2,G2,G2,33,2,5,1,14375,8950,5465,4730,C,2,1,12
8080,2021,G2,422900261,2,G2,G2,G2,G2,62,1,3,3,2406,0,1871,1672,I,9,3,6
8081,2021,G2,422900271,1,G1,G2,G2,G2,65,1,3,4,34850,0,1688,1541,,,1,6
8082,2021,G2,422900281,1,G2,G2,G2,G2,53,4,4,2,60607,0,12563,9509,C,9,1,9
8083,2021,G2,422900291,1,G2,G2,G1,G2,69,4,4,2,50900,7900,4663,3752,C,8,1,9
8084,2021,G2,422900311,1,G2,G2,G2,G2,63,2,3,2,7926,565,4617,4376,,,1,6
8085,2021,G2,422900331,1,G2,G2,G2,G2,41,3,6,2,20856,0,6605,5684,O,A,1,14
8086,2021,G2,422900341,1,G2,G2,G2,G2,51,3,4,2,19405,150,12776,11478,E,8,1,9
8087,2021,G2,422900351,1,G2,G2,G1,G2,61,2,2,4,15753,4500,2808,2323,A,6,1,0
8088,2021,G2,423000202,1,G1,G2,G2,G2,89,2,2,2,16400,4000,1924,1644,,,1,0
8089,2021,G2,423000222,1,G1,G2,G2,G2,71,2,3,2,25030,0,4204,4054,O,9,1,6
8090,2021,G2,423000252,1,G2,G2,G2,G2,52,4,4,2,19050,4000,8751,7023,C,3,1,9
8091,2021,G2,423100202,1,G2,G2,G2,G2,62,3,3,2,28560,11403,7210,5979,K,5,1,6
8092,2021,G2,423100212,1,G2,G2,G2,G2,49,3,4,2,55360,7300,6391,5456,G,5,1,9
8093,2021,G2,423100232,1,G2,G2,G2,G2,54,1,6,4,84040,0,6899,5320,Q,2,1,14
8094,2021,G2,423100252,1,G2,G2,G2,G2,64,1,2,4,6035,0,888,888,,,2,0
8095,2021,G2,423100262,1,G2,G2,G2,G2,64,2,3,2,39540,0,2023,1661,H,8,1,6
8096,2021,G2,423100272,1,G2,G2,G2,G2,40,5,4,2,69710,5300,9457,7774,I,4,1,9
8097,2021,G2,423100292,2,G2,G2,G2,G2,27,1,6,1,3855,0,2614,2358,Q,2,3,14
8098,2021,G2,423700201,1,G2,G2,G2,G2,59,2,4,2,52670,16400,6187,4382,G,5,1,9
8099,2021,G2,423700221,2,G1,G2,G2,G2,74,2,3,2,16842,0,3256,3094,N,9,1,6
8100,2021,G2,423700241,2,G2,G2,G2,G2,59,1,2,4,5590,0,2719,2452,T,9,5,0
8101,2021,G2,423700251,1,G1,G2,G2,G2,79,2,2,2,99700,0,1421,1261,A,6,1,0
8102,2021,G2,423800201,2,G1,G2,G2,G2,83,1,2,3,1,0,1372,1361,,,5,0
8103,2021,G2,423800211,1,G2,G2,G2,G2,49,4,7,2,62570,2407,12017,9923,P,2,1,16
8104,2021,G2,423800221,2,G2,G2,G2,G2,56,1,6,4,38780,6974,2283,1781,Q,2,1,14
8105,2021,G2,423800251,1,G1,G2,G2,G2,77,2,4,2,7201,0,5220,5028,C,8,2,9
8106,2021,G2,423900201,1,G2,G2,G2,G2,52,3,5,2,41770,3000,6723,5427,C,2,1,12
8107,2021,G2,423900231,1,G2,G2,G2,G2,57,1,5,4,34330,0,2011,1761,G,5,1,12
8108,2021,G2,423900251,2,G2,G2,G2,G2,35,1,4,1,245,0,938,923,,,3,9
8109,2021,G1,430000222,2,G2,G2,G2,G2,59,2,3,4,19825,0,2265,2015,G,5,2,6
8110,2021,G1,430000252,1,G2,G2,G2,G2,52,3,4,2,16250,13280,5860,4850,H,8,1,9
8111,2021,G1,430000262,1,G1,G2,G2,G2,72,2,2,2,16400,0,1373,1354,O,9,1,0
8112,2021,G1,430000272,2,G2,G2,G2,G2,54,3,4,2,25945,18535,9706,8293,N,9,2,9
8113,2021,G1,430000282,1,G2,G2,G2,G2,51,3,4,2,55475,13325,9800,8244,Q,8,1,9
8114,2021,G2,430000302,1,G2,G2,G2,G2,64,2,3,2,3843,1252,2465,2304,S,4,4,6
8115,2021,G2,430000312,1,G1,G2,G2,G2,83,2,2,2,12750,0,1564,1547,A,6,1,0
8116,2021,G2,430000352,2,G2,G2,G1,G2,40,2,4,4,7314,0,3164,2916,P,2,2,9
8117,2021,G2,430000362,2,G2,G2,G2,G2,60,2,2,2,49634,35500,5465,3105,,,1,0
8118,2021,G2,430000372,1,G2,G2,G2,G2,52,6,7,2,68346,3800,6929,4801,C,2,1,16
8119,2021,G2,430000392,1,G2,G2,G2,G2,59,2,5,2,77938,0,6335,4756,,,1,12
8120,2021,G1,430100202,1,G2,G2,G2,G2,54,4,3,2,149253,43551,9529,7564,H,8,1,6
8121,2021,G1,430100252,1,G2,G2,G2,G2,54,6,4,2,11800,4020,14377,12298,C,8,1,9
8122,2021,G1,430100262,2,G1,G2,G2,G2,67,1,4,1,4410,7400,1260,1189,,,3,9
8123,2021,G1,430100272,2,G2,G2,G2,G1,24,2,5,1,830,130,2282,2053,C,9,3,12
8124,2021,G1,430100282,2,G1,G2,G2,G2,84,1,1,3,8500,0,798,789,,,1,0
8125,2021,G1,430100292,1,G2,G2,G2,G2,43,6,5,2,15112,13047,3249,1389,C,8,1,12
8126,2021,G2,430100302,1,G2,G2,G2,G2,62,1,3,4,553,0,868,848,,,5,6
8127,2021,G2,430100312,2,G2,G2,G1,G2,57,2,3,4,6232,0,1689,1479,C,9,1,6
8128,2021,G2,430100322,1,G2,G2,G2,G2,56,4,4,2,49060,2360,12544,8019,P,3,1,9
8129,2021,G2,430100342,1,G2,G2,G2,G2,70,2,3,2,25235,100,2991,2956,G,5,1,6
8130,2021,G2,430100352,1,G2,G2,G2,G2,63,2,3,2,430,0,1383,1274,F,9,3,6
8131,2021,G2,430100372,2,G2,G2,G2,G2,29,1,6,1,4823,1212,4429,3671,P,2,3,14
8132,2021,G2,430100392,1,G2,G2,G2,G2,57,1,5,4,28460,1000,13732,9908,C,3,1,12
8133,2021,G1,430700221,2,G2,G2,G2,G2,63,1,4,4,2575,3870,2211,1861,G,5,3,9
8134,2021,G1,430700241,1,G2,G2,G2,G2,42,4,6,2,73820,15800,2983,2064,G,5,1,14
8135,2021,G1,430700261,2,G1,G2,G2,G2,72,1,4,3,50000,2420,2280,1710,,,1,9
8136,2021,G2,430700301,1,G2,G2,G2,G2,53,1,4,1,12025,1000,2304,1660,L,2,1,9
8137,2021,G2,430700321,1,G2,G2,G2,G2,32,2,6,2,12630,1200,7703,5887,O,2,5,14
8138,2021,G2,430700331,1,G2,G2,G2,G2,61,4,4,2,391386,7000,6279,5464,G,5,1,9
8139,2021,G2,430700351,1,G1,G2,G2,G2,85,2,2,2,6240,0,1292,1290,,,1,0
8140,2021,G2,430700361,1,G2,G2,G2,G2,47,5,6,2,4832,1088,3185,2870,H,9,3,14
8141,2021,G2,430700371,2,G1,G2,G2,G2,81,1,3,3,1200,0,1273,1132,,,5,6
8142,2021,G1,430800211,2,G2,G2,G1,G2,47,2,4,4,19432,4990,3501,2934,N,3,1,9
8143,2021,G1,430800241,2,G2,G2,G2,G2,62,2,4,4,8572,5000,2251,1943,T,9,1,9
8144,2021,G1,430800251,1,G2,G2,G2,G2,55,3,4,2,27354,5319,7057,5989,H,8,1,9
8145,2021,G1,430800261,1,G2,G2,G2,G2,62,2,4,2,45540,14500,6282,5248,G,5,1,9
8146,2021,G1,430800291,1,G2,G2,G2,G2,50,4,5,2,113568,20000,10602,8893,F,7,1,12
8147,2021,G2,430800301,2,G2,G2,G2,G2,88,2,1,3,6560,0,622,594,G,9,1,0
8148,2021,G2,430800311,1,G1,G2,G2,G2,73,2,2,2,19212,380,2013,1836,,,1,0
8149,2021,G2,430800321,1,G2,G2,G2,G2,62,2,3,2,24550,13000,6077,4807,G,5,1,6
8150,2021,G2,430800331,1,G1,G2,G2,G2,75,1,4,4,17780,1700,2325,2099,,,1,9
8151,2021,G2,430800341,1,G2,G2,G2,G2,64,2,4,2,53160,200,5783,5196,D,7,1,9
8152,2021,G2,430800361,2,G1,G2,G2,G2,86,1,2,3,1010,0,694,693,,,5,0
8153,2021,G2,430800371,2,G2,G2,G2,G2,51,2,6,3,89712,0,4744,4307,P,2,1,14
8154,2021,G2,430800381,1,G2,G2,G2,G2,68,3,4,2,129440,10825,8390,7190,,,1,9
8155,2021,G1,430900201,2,G1,G2,G2,G2,70,1,3,3,70950,11500,5272,5160,N,9,1,6
8156,2021,G1,430900251,1,G2,G2,G2,G2,50,3,4,2,68300,16265,8742,6823,I,4,1,9
8157,2021,G1,430900261,1,G2,G2,G2,G2,51,4,8,2,150610,50275,13439,9026,Q,2,1,18
8158,2021,G1,430900271,1,G2,G2,G2,G2,49,4,6,2,68867,10050,6678,6037,F,3,2,14
8159,2021,G1,430900281,2,G2,G2,G2,G2,37,1,8,1,85356,0,11358,7631,Q,2,1,18
8160,2021,G1,430900291,1,G2,G2,G2,G2,46,1,5,4,88516,8000,7305,5904,,,5,12
8161,2021,G2,430900301,1,G2,G2,G2,G2,63,2,3,2,36544,8721,9104,7756,I,4,1,6
8162,2021,G2,430900321,1,G2,G2,G2,G2,45,4,4,2,40040,8397,9070,6471,G,5,1,9
8163,2021,G2,430900331,1,G2,G2,G2,G2,52,2,3,4,5540,3780,3085,2546,F,7,2,6
8164,2021,G2,430900341,1,G2,G2,G2,G2,42,1,6,1,11108,4980,3634,2711,C,8,1,14
8165,2021,G2,430900351,1,G2,G2,G2,G2,45,1,6,1,10818,2163,3232,2599,P,2,1,14
8166,2021,G2,430900361,1,G2,G2,G2,G2,40,3,6,2,33100,13000,7759,5793,O,4,1,14
8167,2021,G2,430900371,2,G2,G2,G2,G2,57,3,4,3,10474,532,5904,4680,,,1,9
8168,2021,G2,430900391,1,G2,G2,G2,G2,61,2,5,2,47620,15000,3228,1928,C,9,4,12
8169,2021,G1,431000202,1,G2,G2,G2,G2,66,2,7,2,153220,46000,17535,13801,G,3,1,16
8170,2021,G1,431000232,1,G2,G2,G2,G2,56,4,6,2,167920,28215,10760,8966,C,7,1,14
8171,2021,G1,431000282,1,G2,G2,G2,G2,41,4,6,2,32164,18932,8291,7329,C,3,3,14
8172,2021,G2,431000312,1,G2,G2,G2,G2,55,5,4,2,67662,18800,11634,9261,C,8,1,9
8173,2021,G2,431000352,1,G2,G2,G2,G2,44,1,6,1,14060,5000,1423,779,I,4,5,14
8174,2021,G2,431000372,2,G1,G2,G2,G2,85,1,1,3,1960,0,967,827,,,3,0
8175,2021,G2,431000382,1,G2,G2,G2,G2,54,4,5,2,46204,0,9908,8996,S,7,3,12
8176,2021,G1,431100202,1,G2,G2,G2,G2,57,1,4,1,6600,0,1430,1366,F,7,2,9
8177,2021,G1,431100212,1,G2,G2,G2,G2,63,3,2,2,36155,4500,7579,7037,C,7,2,0
8178,2021,G1,431100232,1,G2,G2,G2,G2,42,3,6,2,4956,2718,4710,4278,H,9,3,14
8179,2021,G1,431100242,1,G1,G2,G2,G2,66,2,4,2,7668,0,3493,3407,N,9,3,9
8180,2021,G1,431100282,1,G1,G2,G2,G2,65,1,4,2,20200,0,4998,4822,H,8,3,9
8181,2021,G2,431100342,2,G1,G2,G2,G2,77,1,2,3,7900,0,1602,1547,Q,9,1,0
8182,2021,G2,431100352,2,G2,G2,G2,G2,57,2,4,1,10084,0,257,96,,,1,9
8183,2021,G2,431100392,1,G2,G2,G2,G2,54,3,5,2,37220,5171,3260,2631,Q,3,1,12
8184,2021,G1,431700201,1,G1,G2,G2,G2,82,2,5,2,32925,0,2902,2702,,,1,12
8185,2021,G1,431700221,1,G2,G2,G2,G2,65,3,3,2,45197,12820,5939,5045,G,7,1,6
8186,2021,G1,431700241,1,G2,G2,G2,G2,51,3,4,2,14190,5350,3952,3486,C,8,5,9
8187,2021,G1,431700251,2,G2,G2,G2,G2,65,2,2,4,20256,0,2820,2531,,,1,0
8188,2021,G1,431700271,1,G2,G2,G2,G2,46,4,5,2,61246,0,6217,5153,C,3,1,12
8189,2021,G1,431700281,1,G2,G2,G2,G2,44,5,4,2,12728,1012,7640,6843,H,4,1,9
8190,2021,G2,431700321,2,G1,G2,G2,G2,66,1,2,4,21150,3000,765,524,,,1,0
8191,2021,G2,431700331,1,G2,G2,G2,G2,57,4,5,2,51929,300,8022,6973,I,4,1,12
8192,2021,G2,431700341,2,G1,G2,G2,G2,81,1,2,3,7015,0,775,738,,,1,0
8193,2021,G2,431700351,1,G2,G2,G2,G2,51,4,7,2,77440,32900,12647,9551,C,5,1,16
8194,2021,G2,431700361,1,G2,G2,G2,G2,52,4,4,2,80267,23200,7660,5670,I,4,1,9
8195,2021,G2,431700381,1,G2,G2,G2,G2,65,3,4,2,41516,8000,6945,6298,A,6,3,9
8196,2021,G1,431800221,1,G2,G2,G2,G2,63,3,5,2,50877,0,4271,3698,S,3,1,12
8197,2021,G1,431800231,2,G2,G2,G2,G2,55,2,4,4,58150,17800,4250,3088,J,5,1,9
8198,2021,G2,431800311,2,G2,G2,G2,G2,46,1,6,1,40239,0,8640,7425,O,3,1,14
8199,2021,G2,431800321,2,G1,G2,G2,G2,71,1,2,4,60,0,722,691,,,5,0
8200,2021,G2,431800331,1,G1,G2,G2,G2,70,2,2,2,32929,0,5375,4837,,,1,0
8201,2021,G2,431800341,1,G2,G2,G2,G2,47,4,4,2,31700,200,5784,5255,K,5,1,9
8202,2021,G2,431800351,1,G2,G2,G2,G2,37,4,6,2,74280,29600,5614,4750,Q,2,1,14
8203,2021,G2,431800361,1,G2,G2,G2,G2,41,4,6,2,98618,38400,6869,5513,C,2,1,14
8204,2021,G2,431800371,1,G1,G2,G2,G2,71,2,2,2,24040,200,2323,2255,A,6,1,0
8205,2021,G2,431800381,2,G1,G2,G2,G2,81,1,1,3,500,0,677,676,,,5,0
8206,2021,G1,431900211,2,G2,G2,G2,G2,64,2,4,2,10200,0,5721,4672,,,1,9
8207,2021,G1,431900231,1,G2,G2,G2,G2,48,3,5,2,26852,5900,7739,6383,C,8,1,12
8208,2021,G1,431900251,1,G2,G2,G2,G2,60,2,4,2,138904,50709,6325,4076,H,8,1,9
8209,2021,G1,431900261,2,G1,G2,G2,G2,71,1,1,1,5300,0,817,817,,,3,0
8210,2021,G1,431900271,2,G2,G2,G2,G2,30,2,4,2,22965,19238,5573,5087,J,3,2,9
8211,2021,G1,431900291,1,G2,G2,G2,G2,56,4,6,2,52894,0,8628,7625,C,3,1,14
8212,2021,G2,431900301,1,G2,G2,G2,G2,35,3,6,2,8425,4355,6057,5466,F,2,5,14
8213,2021,G2,431900331,2,G2,G2,G2,G2,49,3,4,4,7832,3200,6016,5097,C,3,2,9
8214,2021,G2,431900341,2,G2,G2,G2,G2,64,1,4,4,1000,1000,1245,1212,L,3,5,9
8215,2021,G2,431900351,1,G2,G2,G2,G2,58,2,4,2,22912,1566,3749,3113,F,7,1,9
8216,2021,G2,431900361,1,G2,G2,G1,G2,55,6,4,2,27726,0,7557,6301,J,4,1,9
8217,2021,G2,431900371,1,G1,G2,G2,G2,81,2,6,2,42050,0,3099,2805,,,1,14
8218,2021,G2,431900391,1,G1,G2,G2,G2,81,2,2,2,4525,0,1818,1764,,,1,0
8219,2021,G1,432000202,1,G2,G2,G2,G2,34,3,5,2,27100,12000,3162,2646,,,2,12
8220,2021,G1,432000222,1,G2,G2,G2,G2,45,5,4,2,31520,4054,6311,4741,G,5,1,9
