종목코드,종목명,결산월,회계연도,자산총계,부채총계,자본총계,자본금,이익잉여금,매출액,영업이익,당기순이익,배당금,EPS,BPS,SPS,CEPS
A112610,씨에스윈드,12,2007,80565129,20502059,60063069,7142858,7374852,33456573,9913236,7485076,,1433,4204,6403,1505
A112610,씨에스윈드,12,2008,189640721,87068259,102572462,7142858,36410156,148647489,32645523,29439655,,2061,7180,10405,2339
A112610,씨에스윈드,12,2009,214663564,100856415,113807149,7142858,56276970,144890302,28330061,24866815,-5000000,1741,7967,10142,2196
A112610,씨에스윈드,12,2010,216735952,100627353,116108599,7142858,60736510,150107211,13285231,9459540,-5000000,662,8128,10508,1138
A112610,씨에스윈드,12,2011,342549805,231368507,111181299,7142858,57373226,182342953,8307239,1018266,-5000000,71,7783,12764,603
A112610,씨에스윈드,12,2012,280432095,165146674,115285421,7142858,67990586,317920475,17440546,14217281,-2857143,995,8070,22254,1798
A112610,씨에스윈드,12,2013,267529586,131345868,136183718,7142858,90759403,296487690,35409840,26861127,-4000000,1880,9533,20754,2790
A112610,씨에스윈드,12,2014,370941510.8,73437361.65,297504149.1,8642857.5,144049952.2,329233141,68825395.67,57143162.74,-5000000.25,3914,18268,22553,4775
A112610,씨에스윈드,12,2015,391992573.3,66308111.24,325684462.1,8642857.5,157231778.8,297142615.6,36429288.17,21382774.27,-8246181.3,1236,19936,17190,2009
A112610,씨에스윈드,12,2016,385686829,87057692,298629137,8642858,134939198,311217961,-23668533,-17243618,-4898520,-999,18749,18004,-130
A112610,씨에스윈드,12,2017,387936614.2,86058342.1,301878272.1,8642857.5,170413676.8,312226959.2,35407118.06,38951795.97,-3183460,2253,19109,18063,3087
A112610,씨에스윈드,12,2018,606391654.5,287876391.6,318515262.9,8642857.5,170613167.1,502207595.9,32744639.26,7055958.73,-5526220.7,343,19520,29053,1298
A112610,씨에스윈드,12,2019,735606528.6,365772481.1,369834047.4,8642857.5,195756017.9,799390727.3,60135938.3,34682366.87,-6189768.4,1846,22013,46246,3249
A112610,씨에스윈드,12,2020,880657688.6,437128951.6,443528737,8642857.5,218551690.8,969066819.9,97574461.88,33598765.93,-7125233.94,1786,23900,56062,3642
A112610,씨에스윈드,12,2021,1773903614,827086993.3,946816621.2,21085701.5,267851221.8,1203418060,100965948.9,64744833.48,-17285688,1601,21204,29098,2488
A112610,씨에스윈드,12,2022,1779540150,854871284,924668866,21085702,239175556,1374893318,42121940,-9830183,-25302826,-23,21158,32603,1322
A112610,씨에스윈드,12,2023,2832647675,1888228796,944418879,21085702,241298569,1520162115,104666102,18936302,-20714741,471,21647,36047,2202
A112610,씨에스윈드,12,2024,3609483011,2409218019,1200264992,21085701.5,361280313.4,3072529197,255481950.3,143668438.5,-20714740.5,3374,27720,72858,7313
A112610,씨에스윈드,12,2025,3216594965,2014922276,1201672690,21085701.5,554596896.1,2931648581,320323178.3,40133098.93,-41438680,823,27826,69517,4934
A002790,아모레퍼시픽홀딩스,12,2000,871098880,368815416,502283464,51004800,198938379,915951667,148157253,87780915,-7706440,7960,45923,89791,13280
A002790,아모레퍼시픽홀딩스,12,2001,984356961,369675712,614681249,51004800,302861505,1108933855,189482048,121137055,-11277788,11326,54615,108709,15793
A002790,아모레퍼시픽홀딩스,12,2002,1085379858,357163291,728216567,51004800,425251555,1278639754,206193266,145423448,-19618985,13649,66255,125345,19663
A002790,아모레퍼시픽홀딩스,12,2003,1325280679,406033625,919247053,51004800,598328751,1336964475,211748424,219734322,-24434016,18478,82785,131063,26702
A002790,아모레퍼시픽홀딩스,12,2004,1406642667,387199433,1019443234,51004800,718858785,1271714372,197203568,151122010,-24450865,14687,95392,124666,19758
A002790,아모레퍼시픽홀딩스,12,2005,1467990238,445173104,1022817135,55569550,859944575,1351176615,218926309,169438461,-25669683,15738,104008,129978,22312
A002790,아모레퍼시픽홀딩스,12,2006,2429401635,549465014,1879936621,44450975,956890068,779326398,145860441,126928913,-29551620,16975,146844,107530,22350
A002790,아모레퍼시픽홀딩스,12,2007,2572036523,572668241,1999368281,44450975,493665616,1644119573,221153960,175601192,-43059375,6190,151604,184936,31990
A002790,아모레퍼시픽홀딩스,12,2008,2738943002,562235376,2176707626,44450975,552390588,1906675965,233072258,186355672,-51353140,7964,159424,214470,34092
A002790,아모레퍼시픽홀딩스,12,2009,2983647341,615985455,2367661885,44450975,621501005,2219044890,310096401,238133798,-36298674,9135,167821,249606,41118
A002790,아모레퍼시픽홀딩스,12,2010,3310250133,680165503,2630084630,44450975,711228559,2674134340,370082984,288133479,-39768370,11594,178478,300796,47215
A002790,아모레퍼시픽홀딩스,12,2011,4254864580,897272880,3357591700,44450975,1258204844,3058512976,434663291,376119479,-44143242,16704,222405,344032,53548
A002790,아모레퍼시픽홀딩스,12,2012,4515954822,881741740.2,3634213081,44450975,1390506741,3431733414,449090733.1,345699259.6,-48739355,17366,237749,386013,53152
A002790,아모레퍼시픽홀딩스,12,2013,4921856148,1012909273,3908946874,44450975,1533662040,3895390626,469750589,355004957,-51457411,18336,255205,438167,57583
A002790,아모레퍼시픽홀딩스,12,2014,5499725184,1176359787,4323365397,44450975,1728638948,4711946901,659091329.9,497423837,-53971983.58,25012,278286,530016,75479
A002790,아모레퍼시픽홀딩스,12,2015,6147969195,1260164895,4887804301,44450975,1948073924,5661205541,913640954.2,673945275.9,-71584750.5,2929,30408,63679,9706
A002790,아모레퍼시픽홀딩스,12,2016,7088395210,1521516893,5566878317,44450975,2251021224,6697560670,1082811426,811528531,-99745540,3851,34017,75336,11615
A002790,아모레퍼시픽홀딩스,12,2017,7335236006,1403262409,5931973597,44450975,2422584498,6029063927,731492193.2,489547957.8,-117422602.5,2279,35986,67817,8525
A002790,아모레퍼시픽홀딩스,12,2018,7387374444,1144904368,6242470075,44450975,2545799306,6078179209,549473516.3,376271212.4,-92202965.3,1600,37446,68369,7730
A002790,아모레퍼시픽홀딩스,12,2019,8281393134,1801246304,6480146830,47997075,2648285673,6284255176,498249817.9,282404951.7,-101098576.9,1498,37530,70395,9644
A002790,아모레퍼시픽홀딩스,12,2020,7788743600,1516700822,6272042778,47997075,2631906543,4930083150,150661048.5,22047682.16,-78333153.35,108,36218,51358,5794
A002790,아모레퍼시픽홀딩스,12,2021,8038142932,1562518154,6475624778,47997075,2761864143,5326080007,356171273.6,291978846.4,-60922174.41,1875,36853,55483,7360
A002790,아모레퍼시픽홀딩스,12,2022,7651003801,1117500460,6533503341,47997075,2781774777,4494956807,271900712.4,149222412.8,-105256235.9,648,37406,46825,4916
A002790,아모레퍼시픽홀딩스,12,2023,7631430778,1106298749,6525132029,47997075,2857681567,4021343039,152001477.2,234714547.9,-53805435.71,1243,37035,41892,5145
A002790,아모레퍼시픽홀딩스,12,2024,8540521424,1548821316,6991700108,47997075,3068987264,4259886702,249277525.9,652873028.8,-67144116.06,2626,37167,44377,9588
A002790,아모레퍼시픽홀딩스,12,2025,8769409590,1533985961,7235423629,47997075,3077030884,4623175217,367999917.4,292155733,-98015852.15,1329,38797,49526,6127
A457190,이수스페셜티케미컬,12,2000,,,,,,,,,,,,,
A457190,이수스페셜티케미컬,12,2001,,,,,,,,,,,,,
A457190,이수스페셜티케미컬,12,2002,,,,,,,,,,,,,
A457190,이수스페셜티케미컬,12,2003,,,,,,,,,,,,,
A457190,이수스페셜티케미컬,12,2004,,,,,,,,,,,,,
A457190,이수스페셜티케미컬,12,2005,,,,,,,,,,,,,
A457190,이수스페셜티케미컬,12,2006,,,,,,,,,,,,,
A457190,이수스페셜티케미컬,12,2007,,,,,,,,,,,,,
A457190,이수스페셜티케미컬,12,2008,,,,,,,,,,,,,
A457190,이수스페셜티케미컬,12,2009,,,,,,,,,,,,,
A457190,이수스페셜티케미컬,12,2010,,,,,,,,,,,,,
A457190,이수스페셜티케미컬,12,2011,,,,,,,,,,,,,
A457190,이수스페셜티케미컬,12,2012,,,,,,,,,,,,,
A457190,이수스페셜티케미컬,12,2013,,,,,,,,,,,,,
A457190,이수스페셜티케미컬,12,2014,,,,,,,,,,,,,
A457190,이수스페셜티케미컬,12,2015,,,,,,,,,,,,,
A457190,이수스페셜티케미컬,12,2016,,,,,,,,,,,,,
A457190,이수스페셜티케미컬,12,2017,,,,,,,,,,,,,
A457190,이수스페셜티케미컬,12,2018,,,,,,,,,,,,,
A457190,이수스페셜티케미컬,12,2019,,,,,,,,,,,,,
A457190,이수스페셜티케미컬,12,2020,,,,,,,,,,,,,
A457190,이수스페셜티케미컬,12,2021,,,,,,,,,,,,,
A457190,이수스페셜티케미컬,12,2022,,,,,,,,,,,,,
A457190,이수스페셜티케미컬,12,2023,,,,,,,,,,,,,
A457190,이수스페셜티케미컬,12,2024,,,,,,,,,,,,,
A457190,이수스페셜티케미컬,12,2025,366409360,233553827,132855533,30208280,2718737,411470361,1615256,769523,,25,4398,13621,429
A439260,대한조선,12,2000,,,,,,,,,,,,,
A439260,대한조선,12,2001,,,,,,,,,,,,,
A439260,대한조선,12,2002,,,,,,,,,,,,,
A439260,대한조선,12,2003,,,,,,,,,,,,,
A439260,대한조선,12,2004,,,,,,,,,,,,,
A439260,대한조선,12,2005,,,,,,,,,,,,,
A439260,대한조선,12,2006,,,,,,,,,,,,,
A439260,대한조선,12,2007,,,,,,,,,,,,,
A439260,대한조선,12,2008,,,,,,,,,,,,,
A439260,대한조선,12,2009,606877053,796009164,-189132111,7339900,-298495331,520725899,48645007,32506549,,68196,-257752,1089854,100343
A439260,대한조선,12,2010,533305016,709970453,-176665436,7339900,-286043475,733671165,47413375,12466675,,56551,-802650,3331991,144838
A439260,대한조선,12,2011,450715955,429791347,20924609,277339900,-341068775,528398532,-14921039,-55061873,,-6587,753,63257,-4189
A439260,대한조선,12,2012,,,,,,,,,,,,,
A439260,대한조선,12,2013,,,,,,,,,,,,,
A439260,대한조선,12,2014,,,,,,,,,,,,,
A439260,대한조선,12,2015,,,,,,,,,,,,,
A439260,대한조선,12,2016,,,,,,,,,,,,,
A439260,대한조선,12,2017,,,,,,,,,,,,,
A439260,대한조선,12,2018,,,,,,,,,,,,,
A439260,대한조선,12,2019,,,,,,,,,,,,,
A439260,대한조선,12,2020,,,,,,,,,,,,,
A439260,대한조선,12,2021,,,,,,,,,,,,,
A439260,대한조선,12,2022,,,,,,,,,,,,,
A439260,대한조선,12,2023,812858702,641382761,171475942,52631560,39379543,816373041,35899715,38313478,,7280,32580,155111,9382
A439260,대한조선,12,2024,1349440184,895997087,453443097,152631560,212030831,1075312196,158060123,172651288,,12457,14854,77586,13344
A439260,대한조선,12,2025,1538053375,445669305.1,1092384070,192631560,460805628.3,1228128118,294102888.5,248774797.2,,7310,28354,36086,7650
A462870,시프트업,12,2000,,,,,,,,,,,,,
A462870,시프트업,12,2001,,,,,,,,,,,,,
A462870,시프트업,12,2002,,,,,,,,,,,,,
A462870,시프트업,12,2003,,,,,,,,,,,,,
A462870,시프트업,12,2004,,,,,,,,,,,,,
A462870,시프트업,12,2005,,,,,,,,,,,,,
A462870,시프트업,12,2006,,,,,,,,,,,,,
A462870,시프트업,12,2007,,,,,,,,,,,,,
A462870,시프트업,12,2008,,,,,,,,,,,,,
A462870,시프트업,12,2009,,,,,,,,,,,,,
A462870,시프트업,12,2010,,,,,,,,,,,,,
A462870,시프트업,12,2011,,,,,,,,,,,,,
A462870,시프트업,12,2012,,,,,,,,,,,,,
A462870,시프트업,12,2013,,,,,,,,,,,,,
A462870,시프트업,12,2014,,,,,,,,,,,,,
A462870,시프트업,12,2015,,,,,,,,,,,,,
A462870,시프트업,12,2016,,,,,,,,,,,,,
A462870,시프트업,12,2017,,,,,,,,,,,,,
A462870,시프트업,12,2018,,,,,,,,,,,,,
A462870,시프트업,12,2019,,,,,,,,,,,,,
A462870,시프트업,12,2020,,,,,,,,,,,,,
A462870,시프트업,12,2021,,,,,,,,,,,,,
A462870,시프트업,12,2022,,,,,,,,,,,,,
A462870,시프트업,12,2023,,,,,,,,,,,,,
A462870,시프트업,12,2024,,,,,,,,,,,,,
A462870,시프트업,12,2025,1083335532,162144544.6,921190987.2,11792288,410501133.1,294545937.4,181417657.6,191430447.7,,3261,15882,5018,3360
A071970,HD현대마린엔진,12,2000,,,,,,,,,,,,,
A071970,HD현대마린엔진,12,2001,,,,,,,,,,,,,
A071970,HD현대마린엔진,12,2002,,,,,,,,,,,,,
A071970,HD현대마린엔진,12,2003,,,,,,,,,,,,,
A071970,HD현대마린엔진,12,2004,,,,,,,,,,,,,
A071970,HD현대마린엔진,12,2005,,,,,,,,,,,,,
A071970,HD현대마린엔진,12,2006,,,,,,,,,,,,,
A071970,HD현대마린엔진,12,2007,,,,,,,,,,,,,
A071970,HD현대마린엔진,12,2008,,,,,,,,,,,,,
A071970,HD현대마린엔진,12,2009,,,,,,,,,,,,,
A071970,HD현대마린엔진,12,2010,,,,,,,,,,,,,
A071970,HD현대마린엔진,12,2011,1137453340,772301263.5,365152076.4,55750000,210668004.8,1134046763,35971056.89,7349911.77,-3345000,330,16375,50854,1309
A071970,HD현대마린엔진,12,2012,1049278969,685245686.7,364033282.1,55750000,209934005.7,907549685.8,33901025.69,2561546.15,-3345000,115,16324,40697,1061
A071970,HD현대마린엔진,12,2013,1679370786,1559427218,119943568.5,285772542.5,-443583270.7,1099448292,-187370960.8,-455714104,-2787500,-9274,1050,22375,-8402
A071970,HD현대마린엔진,12,2014,1486441146,1488676541,-2235394.71,285772542.5,-565382473.6,1012751283,-44557959.26,-125791881.6,,-1100,-20,8860,-801
A071970,HD현대마린엔진,12,2015,1419848489,1313108367,106740122.1,64918067.5,-321440477.5,1057213056,7799044.95,-4918845.78,,-213,4111,45736,988
A071970,HD현대마린엔진,12,2016,849906703,1461297438,-611390735,64918068,-1039384054,416489347,-283218111,-718303976,,-27662,-23548,16039,-26670
A071970,HD현대마린엔진,12,2017,744314393.4,598760615.5,145553777.8,61663377.5,-303056766.1,252436193.5,30224610.71,735481672.6,,32892,5901,11289,33305
A071970,HD현대마린엔진,12,2018,567197922.6,413326429.4,153871493.2,70204327.5,-419257808.1,214807698.7,-14501435.69,-104718213,,-17662,5479,36230,-16661
A071970,HD현대마린엔진,12,2019,447548959.3,312395046.2,135153913.1,70204327.5,-437803936.6,253982739.4,-10695548.57,-34813180.38,,-1240,4813,9044,-1017
A071970,HD현대마린엔진,12,2020,467363345.8,293443429.8,173919915.9,70914940,-5626379.26,247959833.8,2319414.95,1103386,,39,6131,8745,188
A071970,HD현대마린엔진,12,2021,430406730.2,276445468,153961262.1,70914940,-8034707.87,163850811.9,-10897076.27,-7828437.54,,-276,5428,5776,-208
A071970,HD현대마린엔진,12,2022,416290993.9,224154880,192136113.9,70952605,24172691.91,179328152.6,11342142.58,14143936.94,,499,6770,6321,542
A071970,HD현대마린엔진,12,2023,454013908.2,228637992.9,225375915.3,71381672.5,55394623.55,245020790.8,17924999.73,31641504.58,,1108,7893,8582,1202
A071970,HD현대마린엔진,12,2024,494962962.6,185588379.6,309374583,84803737.5,130299515.3,315793988.7,33193655.66,75775091.63,,2458,9120,10245,2562
A071970,HD현대마린엔진,12,2025,814697175.8,325784964.5,488912211.3,84803737.5,295748532,402396221.9,75911594.79,165101642.1,,4867,14413,11863,4978
A089860,롯데렌탈,12,2000,,,,,,,,,,,,,
A089860,롯데렌탈,12,2001,,,,,,,,,,,,,
A089860,롯데렌탈,12,2002,,,,,,,,,,,,,
A089860,롯데렌탈,12,2003,,,,,,,,,,,,,
A089860,롯데렌탈,12,2004,,,,,,,,,,,,,
A089860,롯데렌탈,12,2005,,,,,,,,,,,,,
A089860,롯데렌탈,12,2006,,,,,,,,,,,,,
A089860,롯데렌탈,12,2007,,,,,,,,,,,,,
A089860,롯데렌탈,12,2008,,,,,,,,,,,,,
A089860,롯데렌탈,12,2009,,,,,,,,,,,,,
A089860,롯데렌탈,12,2010,,,,,,,,,,,,,
A089860,롯데렌탈,12,2011,1376665933,1126562274,250103658.8,49128500,41225166.73,658887362.4,83282267.73,26965406.54,-3910789,2692,25454,65778,27028
A089860,롯데렌탈,12,2012,1694021118,1426484121,267536997.3,49128500,58974803.22,716207567.2,84074950.45,26018745.19,-7599418,2648,27228,72891,30340
A089860,롯데렌탈,12,2013,2183134452,1890912209,292222242.4,49128500,85525325.45,885210394.5,97018656.95,32327640.49,-4939570,3326,29915,90091,38228
A089860,롯데렌탈,12,2014,2640443032,2317069003,323374029.3,49128500,116211283.3,1070153099,90021207.36,35824108.97,-5043825.43,3747,33124,108914,49580
A089860,롯데렌탈,12,2015,3094625244,2759622571,335002673,49128500,131151366,1287674530,94278288.67,15786868.2,,1639,34217,131052,57357
A089860,롯데렌탈,12,2016,3497267074,2920241905,577025169,58846000,168758109.5,1535683361,111723755.1,41986980.42,,3789,48813,138614,59177
A089860,롯데렌탈,12,2017,4198423028,3587702143,610720884.6,58846000,206010764.9,1795522071,129720397.9,35031780.16,,2907,51625,152561,62079
A089860,롯데렌탈,12,2018,4787712010,4111562799,676149211.3,58846000,237473045.6,1885882233,117971112.2,34289399.07,,3042,56738,160239,66935
A089860,롯데렌탈,12,2019,5387082088,4693798315,693283773.4,58846000,255524808.4,2073202619,130523358.6,32338986.45,,2989,58353,176155,78813
A089860,롯데렌탈,12,2020,5349384370,4643014010,706370361,58846000,275218526,2252072788,159948857,41514425,-2118456,3905,59827,191353,83289
A089860,롯데렌탈,12,2021,6125007656,4887671245,1237336411,183170315,387201195.6,2422658839,245494852.2,113578198.4,-3530760,3685,33557,75172,33333
A089860,롯데렌탈,12,2022,6927204106,5631000169,1296203937,183170315,450902164.3,2738939589,308394412.9,88328519.05,-32970656.7,2577,35333,74765,31646
A089860,롯데렌탈,12,2023,6718109060,5352827789,1365281271,183170315,525529793.3,2752292105,305192203,115205052,-32970656.7,3275,37351,75129,32458
A089860,롯데렌탈,12,2024,7006616781,5538031329,1468585452,183170315,577569046.3,2792395464,284811997,102710507.3,-43960875.6,2917,40683,76285,32251
A089860,롯데렌탈,12,2025,7348326628,5792485761,1555840866,183170315,670525538.4,2918751542,312502750.4,126714957.8,-43571265.6,3514,43125,80386,33277
A011210,현대위아,12,2000,,,,,,,,,,,,,
A011210,현대위아,12,2001,,,,,,,,,,,,,
A011210,현대위아,12,2002,,,,,,,,,,,,,
A011210,현대위아,12,2003,,,,,,,,,,,,,
A011210,현대위아,12,2004,,,,,,,,,,,,,
A011210,현대위아,12,2005,,,,,,,,,,,,,
A011210,현대위아,12,2006,,,,,,,,,,,,,
A011210,현대위아,12,2007,,,,,,,,,,,,,
A011210,현대위아,12,2008,,,,,,,,,,,,,
A011210,현대위아,12,2009,,,,,,,,,,,,,
A011210,현대위아,12,2010,3534341682,2544013411,990328271,108650595,835417520.3,5124934913,220114090.7,132399675.4,,5885,43708,235845,10180
A011210,현대위아,12,2011,4252849005,2757405894,1495443111,128650595,1067030672,6392708439,317901717.8,240884448.6,,9417,56421,253197,13443
A011210,현대위아,12,2012,4573489077,2691370603,1882118474,128650595,1464617462,7021086366,539693553.9,424563939.8,-12865059.5,16262,71238,272874,20872
A011210,현대위아,12,2013,4860454999,2549194160,2311260840,128650595,1868955458,7091993969,529239833.7,425007202.8,-12865060,16224,87626,275630,21440
A011210,현대위아,12,2014,5937316944,3088444170,2848872774,135975415,2278147085,7595605786,525640007,439188903,-12865060,16733,107255,292556,22611
A011210,현대위아,12,2015,6683131755,3519947263,3163184492,135975415,2584633901,7884188371,500933795.3,326873817.3,-21249431.2,12020,119088,289912,18734
A011210,현대위아,12,2016,7022079143,3763489826,3258589317,135975415,2689544946,7589447383,262732211.2,130726808.4,-29217967.9,4807,122680,279074,12891
A011210,현대위아,12,2017,7193681978,4053583984,3140097994,135975415,2606667856,7487391747,16717839.51,-63003629.95,-29217901.9,-2317,118219,275322,6822
A011210,현대위아,12,2018,7107447378,4070516175,3036931202,135975415,2520353021,7880481391,5030582.89,-55561248.38,-15937037.4,-2043,114335,289776,7556
A011210,현대위아,12,2019,6774339000,3682530000,3091809000,135975000,2549492000,7314626000,101934000,55207000,-15937000,2030,116401,268969,11637
A011210,현대위아,12,2020,7719906000,4194046000,3525860000,135975000,2593590000,6592242000,71957000,53672000,-18593000,2242,117390,242406,12619
A011210,현대위아,12,2021,7749507000,4054243000,3695264000,135975000,2651486000,7527739000,102725000,56071000,-18593000,2292,122356,276805,13761
A011210,현대위아,12,2022,7546451000,3812800000,3733651000,135975000,2719291000,8207614000,212115000,43482000,-18593000,2405,124563,301805,13412
A011210,현대위아,12,2023,6825905000,3059151000,3766754000,135975000,2775489000,8590316000,229216000,52548000,-18652000,3363,127286,315878,12394
A011210,현대위아,12,2024,7075991000,3049692000,4026299000,135975000,2861696000,8180886000,218810000,129472000,-22649000,4429,135016,300822,14528
A011210,현대위아,12,2025,7025106000,2959678000,4065428000,135975000,2924081000,8481561000,204413000,116932000,-29311000,3641,135750,311878,14356
A000120,CJ대한통운,12,2000,1230581967,654492168,576089799,172000000,16786910,1029524775,61230504,19151617,,596,17424,32495,1912
A000120,CJ대한통운,12,2001,1257452961,559842687,697610274,38173455,64833680,987408645,54942662,48255073,,7933,91286,163031,14581
A000120,CJ대한통운,12,2002,1300861638,544193528,756668111,51633370,109360180,1118235565,64869338,44127752,,4282,73045,109099,8702
A000120,CJ대한통운,12,2003,1318523662,523294076,795229585,51633370,148495281,1127585132,62912326,39370019,,3790,76757,109192,8664
A000120,CJ대한통운,12,2004,1283143902,500388107,782755795,55263060,167367863,1157054102,63443597,19121869,,1806,70564,110712,6974
A000120,CJ대한통운,12,2005,1344089464,511020158,833069307,55294310,215215601,1208150834,59920308,47958871,,4327,75064,109263,9431
A000120,CJ대한통운,12,2006,1377601155,766573269,611027886,79898700,-129061884,1214558279,63130813,-343965018,,-24694,38034,87116,-20217
A000120,CJ대한통운,12,2007,1635932881,914259254,721673627,79948270,-58162229,1460168802,77786564,79737441,,4596,42491,91329,10245
A000120,CJ대한통운,12,2008,6342500159,1497067722,4845432438,200883620,84122229,2138112264,97223831,143582880,-5908941,3902,124410,60394,7272
A000120,CJ대한통운,12,2009,3457211889,1580581204,1876630685,114061720,87744148,2248263914,150773092,5292433,-8551155,124,104590,80029,9972
A000120,CJ대한통운,12,2010,3567553521,1595213251,1972340269,114061720,66112688,2554630000,154630304,67874549,-5596480,3003,109923,111985,7869
A000120,CJ대한통운,12,2011,3595163312,1330470686,2264692626,114061720,366793078,2587848423,124947220,80994345.26,,3703,127245,113441,6809
A000120,CJ대한통운,12,2012,3669501369,1341438819,2328062550,114061720,444309518.4,2773220576,128984753.5,69571921.25,,3630,131629,121567,6207
A000120,CJ대한통운,12,2013,4608720687,2360513240,2248207446,114061720,399243876.3,3795045156,64177360.06,-60061093.54,,-2445,127291,166359,1188
A000120,CJ대한통운,12,2014,4542856099,2262195616,2280660483,114061720,439319377,4560087295,167079481,59451740,,2510,128494,199896,8021
A000120,CJ대한통운,12,2015,4500489064,2128783996,2371705068,114061720,485478786.4,5055766404,186633717.8,48984004.45,,2014,131810,221624,7633
A000120,CJ대한통운,12,2016,5521193039,2781927821,2739265218,114061720,541606314.1,6081945642,228444490.4,68210130.93,-355979.64,2446,133105,266608,9345
A000120,CJ대한통운,12,2017,6308948690,3526210932,2782737758,114061720,573527130,7110391208,235651420.4,38887844.44,-709927.09,1380,134556,311691,8778
A000120,CJ대한통운,12,2018,7868566775,4737828935,3130737840,114061720,592145362,9219680477,242686926,66600069,-2241341,2309,146187,404153,12287
A000120,CJ대한통운,12,2019,9110016110,5454770838,3655245272,114061720,612147905.3,10415108626,307186346.2,50889855.21,-812867.62,1741,164787,456556,21177
A000120,CJ대한통운,12,2020,9643498960,5603556698,4039942262,114061720,718059907.7,10781127150,325337561.3,142623241.3,-1968862.58,5393,167357,472601,27374
A000120,CJ대한통운,12,2021,8993928516,4977570577,4016357939,114061720,747680533.2,11343651787,343880765.7,158279696.3,-23700000,2400,178753,497259,27813
A000120,CJ대한통운,12,2022,9693299818,5658991480,4034308339,114061720,924838724.9,12130712862,411786887.3,196821784.4,-29881599,7959,179031,531761,31075
A000120,CJ대한통운,12,2023,9357587267,5314491024,4043096243,114061720,1112394484,11767893663,480234863.2,242876054.9,-42425484,9854,180690,515856,36036
A000120,CJ대한통운,12,2024,9743855522,5518255668,4225599855,114061720,1325383720,12116761147,530663067.1,268320297.6,-24454507,10893,197983,531149,39019
A000120,CJ대한통운,12,2025,10339205686,5899567982,4439637704,114061720,1524687025,12284652471,508080820.6,258742959.8,-37094320.47,10612,207860,538509,40035
A008770,호텔신라,12,2000,,,,,,,,,,,,,
A008770,호텔신라,12,2001,,,,,,,,,,,,,
A008770,호텔신라,12,2002,,,,,,,,,,,,,
A008770,호텔신라,12,2003,,,,,,,,,,,,,
A008770,호텔신라,12,2004,,,,,,,,,,,,,
A008770,호텔신라,12,2005,,,,,,,,,,,,,
A008770,호텔신라,12,2006,,,,,,,,,,,,,
A008770,호텔신라,12,2007,,,,,,,,,,,,,
A008770,호텔신라,12,2008,,,,,,,,,,,,,
A008770,호텔신라,12,2009,,,,,,,,,,,,,
A008770,호텔신라,12,2010,1177063206,593822707,583240499,200000000,165706485,1474878634,80835228,49691182,-9801515,1242,14858,36872,2037
A008770,호텔신라,12,2011,1385303349,783847880,601455468,200000000,204173299,1798370572,97523145,56118371,-11813167,1403,15300,44959,2308
A008770,호텔신라,12,2012,1547612290,858430950.5,689181339.1,200000000,290818778,2219638551,129263059,100990802,-11830606.5,2525,17513,55491,3647
A008770,호텔신라,12,2013,1712070637,1033516999,678553638,200000000,287911302,2296998373,86566557,10809989,-11842483,270,17243,57425,1548
A008770,호텔신라,12,2014,1907452204,1177480185,729972019,200000000,343610550,2908977192,138980016,73482882,-5946790,1837,18549,72724,3433
A008770,호텔신라,12,2015,2176705187,1432755896,743949291,200000000,355372107,3251679551,77150368,18482065,-13811161,462,18904,81292,2312
A008770,호텔신라,12,2016,2040955003,1379414318,661540685,200000000,371299969,3715311074,78965728,27830466,-13810781,696,17476,92883,2558
A008770,호텔신라,12,2017,2249913439,1581775584,668137855,200000000,381564324,4011499999,73086157,25286263,-13285781,632,17633,100287,2418
A008770,호텔신라,12,2018,2303742128,1538678672,765063456,200000000,475364976,4713673210,209105001,110308150,-13285781,2758,20194,117842,4623
A008770,호텔신라,12,2019,3527280624,2607739513,919541111,200000000,626998457,5717306417,295859975,169427576,-13285781,4243,24282,142933,9717
A008770,호텔신라,12,2020,2893842459,2269886508,623955951,200000000,341797053,3188065338,-185280168,-283345632,-13285781,-7085,16472,79702,-1486
A008770,호텔신라,12,2021,2656449912,2079545237,576904674,200000000,288608943,3779129066,118811528,27059370,-7607742,677,15228,94478,3868
A008770,호텔신라,12,2022,2938544987,2398761038,539783950,200000000,242285585,4922008727,78346331,-50164252,-7607742,-1254,14259,123050,1905
A008770,호텔신라,12,2023,3006538770,2398045990,608492780,200000000,304402826,3568466181,91230448,85978496,-7607742,2149,16074,89212,5341
A008770,호텔신라,12,2024,3813885972,2529540899,1284345073,200000000,223367486,3947552203,-5184329,-61501484,-7607742,-1538,33928,98689,1769
A008770,호텔신라,12,2025,3541423622,2435201838,1106221783,200000000,54974570,4068306491,13512516,-172848550,,-4321,29223,101708,-801
A020150,롯데에너지머티리얼즈,12,2000,,,,,,,,,,,,,
A020150,롯데에너지머티리얼즈,12,2001,237830676.4,171455200.8,66375475.54,12025000,30645854.28,127105665.4,13128429.77,8258244.39,-1102500,,2735,5757,1081
A020150,롯데에너지머티리얼즈,12,2002,226960076.8,178477011.3,48483065.49,15632500,11417159.53,104736214.9,-21633126.16,-19221109.2,-1202500,,1532,3350,23
A020150,롯데에너지머티리얼즈,12,2003,208075124.3,172193608.6,35881515.67,15632500,-743853.93,118083709.7,-1903172.58,-12138991.39,,,1148,3777,207
