종목코드,종목명,결산월,회계연도,자산총계,부채총계,자본총계,자본금,이익잉여금,매출액,영업이익,당기순이익,배당금,EPS,BPS,SPS,CEPS
A244920,에이플러스에셋,12,2000,,,,,,,,,,,,,
A244920,에이플러스에셋,12,2001,,,,,,,,,,,,,
A244920,에이플러스에셋,12,2002,,,,,,,,,,,,,
A244920,에이플러스에셋,12,2003,,,,,,,,,,,,,
A244920,에이플러스에셋,12,2004,,,,,,,,,,,,,
A244920,에이플러스에셋,12,2005,,,,,,,,,,,,,
A244920,에이플러스에셋,12,2006,,,,,,,,,,,,,
A244920,에이플러스에셋,12,2007,,,,,,,,,,,,,
A244920,에이플러스에셋,12,2008,,,,,,,,,,,,,
A244920,에이플러스에셋,12,2009,,,,,,,,,,,,,
A244920,에이플러스에셋,12,2010,,,,,,,,,,,,,
A244920,에이플러스에셋,12,2011,,,,,,,,,,,,,
A244920,에이플러스에셋,12,2012,,,,,,,,,,,,,
A244920,에이플러스에셋,12,2013,59719175,44593828,15125347,10000000,1568215,104398585,-590875,-2312371,-343282,-160,619,5220,32
A244920,에이플러스에셋,12,2014,67608855,53394377,14214478,10000000,1703537,139138451,250776,-308346,-47974,9,725,6957,205
A244920,에이플러스에셋,12,2015,,,,,,,,,,,,,
A244920,에이플러스에셋,12,2016,,,,,,,,,,,,,
A244920,에이플러스에셋,12,2017,,,,,,,,,,,,,
A244920,에이플러스에셋,12,2018,,,,,,,,,,,,,
A244920,에이플러스에셋,12,2019,246434764,176071584,70363180,10000000,35981507,269372772,20880411,15384634,,610,2262,11751,1363
A244920,에이플러스에셋,12,2020,251588387.9,139418905,112169482.9,11303846.5,57498748.96,285144496.4,23161397.07,21789663.02,,976,4163,12848,1763
A244920,에이플러스에셋,12,2021,285589305.3,157987674.4,127601630.9,11303846.5,60959897.82,258020393.6,5736591.08,15413007.33,,535,4341,11413,1503
A244920,에이플러스에셋,12,2022,345302037.1,159153035.1,186149002,11303846.5,107825745.9,270723518.1,1355637.97,65517049.43,,2226,6449,11975,3727
A244920,에이플러스에셋,12,2023,372854700.8,183319122,189535578.7,11303846.5,113589265.5,354607752.7,7648299.83,11677348.86,,451,6651,15685,1376
A244920,에이플러스에셋,12,2024,479276186.3,235502732.7,243773453.6,11303846.5,114475476,515785555,31550650.1,10111438.83,,110,6659,22815,1404
A244920,에이플러스에셋,12,2025,515335671.5,254141642.8,261194028.7,11303846.5,132956652.3,682466555.9,29314448.31,24681001.45,,979,7506,30187,2364
A010690,화신,12,2000,129820895,67377375,62443520,14000000,17246378,198068216,5981682,3816448,,1317,22016,70739,8357
A010690,화신,12,2001,121845117,52777154,69067963,14000000,22057033,195373528,9243778,8723853,,261,2425,6978,883
A010690,화신,12,2002,131606658,52460456,79146202,14000000,30567686,219664075,10033771,10492821,,304,2720,7845,856
A010690,화신,12,2003,194461239,103184472,91276767,14000000,38261860,270284292,18185206,13165456,-2360932,358,3047,9653,998
A010690,화신,12,2004,261303903,168131002,93172901,14000000,42268419,346049173,16505942,10580792,-2317479,287,3056,12359,1177
A010690,화신,12,2005,332669610,229187712,103481898,14000000,50949777,481334547,2455448,5038837,-2363417,161,3237,17191,1639
A010690,화신,12,2006,365396752,254161651,111235101,14000000,59585464,611696521,23033537,12827766,-2414397,387,3523,21846,1628
A010690,화신,12,2007,413315674,283535580,129780094,14000000,73262623,655085044,19182253,18038550,-2374606,567,4117,23396,1737
A010690,화신,12,2008,546379376,396497135,149882240,14000000,77747949,821485368,18601349,9997926,-2465004,239,4726,29339,1784
A010690,화신,12,2009,603604584,415918636,187685948,14865051,118292109,1073494857,70839321,46049619,-2268958,1521,5614,38326,3249
A010690,화신,12,2010,694493486,426742165,267751321,17460205,188500284,1412946138,96309309,75866195,-2620416,2289,6995,44361,3567
A010690,화신,12,2011,887893456.1,524665838.2,363227617.9,17460205,305332508.2,1490351114,71367641.6,37942460.45,-3834041,993,9623,42679,2140
A010690,화신,12,2012,853595977.9,487150236.5,366445741.4,17460205,323450278.8,1626052361,98944276.27,24552087.39,-3834041,677,9795,46565,1963
A010690,화신,12,2013,781630816.1,447047404.2,334583411.9,17460205,327731202.6,1483548921,66366625.87,1615535.99,-3802481,29,9582,42484,1314
A010690,화신,12,2014,927526528.2,549906136.9,377620391.3,17460205,366088287.2,1313606243,41151814.56,43899943.17,-3913568.2,1259,10825,37617,2609
A010690,화신,12,2015,900499508.4,537143203.8,363356304.6,17460205,339711615.4,1251698928,19196753.27,-24566392.94,-3330426.1,-664,10447,35844,745
A010690,화신,12,2016,964142090.3,570297225.7,393844864.5,17460205,383889992.8,1249725574,46163682.92,48217843.74,-3330420,1368,11318,35788,2901
A010690,화신,12,2017,846408268.9,493666261.8,352742007.1,17460205,351089195.1,1066933942,-22843417.37,-30941150.07,-3292420,-868,10157,30553,705
A010690,화신,12,2018,828226155.3,535044887.3,293181268,17460205,288181102.7,1075815800,-21087341.39,-57119792.23,-1646240.5,-1635,8904,30808,-72
A010690,화신,12,2019,808403060.8,508676302.4,299726758.4,17460205,293549521,1164322417,1942106.12,6622598.51,-823059.25,190,9103,33342,1785
A010690,화신,12,2020,822660475.4,566999792.4,255660683.1,17460205,241070839.9,1085541981,-11278093.96,-54248883.11,-1646179.5,-1553,7765,31086,62
A010690,화신,12,2021,870753098.2,582311066.8,288442031.4,17460205,267429906.2,1236592388,24157220.35,24367674.19,-1646179.5,698,8760,35412,2339
A010690,화신,12,2022,1004620994,647757403.7,356863590.8,17460205,342417612.9,1690271415,87362958.75,74211911.44,-2304675.7,2125,10839,48404,3863
A010690,화신,12,2023,1196813984,751750659,445063325.4,17460205,410087505.5,1802759833,83728814.91,77268483.09,-3292450.5,2213,12808,51625,3945
A010690,화신,12,2024,1321669870,804237462.4,517432407.4,17460205,455412566.9,1712315817,65310768.28,53561268.07,-5212250.9,1534,14891,49035,3366
A010690,화신,12,2025,1559099213,987753021.2,571346191.5,17460205,518638998.9,1962483717,102447956.8,66688373.51,-5212235.65,1910,16443,56199,3864
A010820,퍼스텍,12,2000,,,,,,,,,,,,,
A010820,퍼스텍,12,2001,,,,,,,,,,,,,
A010820,퍼스텍,12,2002,,,,,,,,,,,,,
A010820,퍼스텍,12,2003,164846211,69282405,95563806,59433777,2928889,113391409,-2354262,3129696,,35,713,1368,
A010820,퍼스텍,12,2004,148481219,82118994,66362225,59433777,-25266009,223205133,-1894032,-26112596,-1374406,-226,460,1878,-134
A010820,퍼스텍,12,2005,165693684,94790579,70903105,59433777,-20395189,213756717,1130165,4657001,,41,500,1798,87
A010820,퍼스텍,12,2006,92083723,48716837,43366886,23132420,1340628,172444348,2359938,7466302,,15,584,1555,101
A010820,퍼스텍,12,2007,95452229,45779904,49672326,23132420,2091473,76715219,1962554,888561,,16,639,1658,59
A010820,퍼스텍,12,2008,118858425,69810391,49048034,23132420,3706556,160841901,4837180,2231006,,35,677,3477,91
A010820,퍼스텍,12,2009,135829786,59460782,76369004,23382420,3797861,153233779,5976401,1126732,,2,1191,3288,69
A010820,퍼스텍,12,2010,138558940,53329358,85229583,23382420,10533350,154064976,3437901,7659835,-220100,144,1345,3294,212
A010820,퍼스텍,12,2011,116424271.6,47813039.26,68611232.32,23382420,14626859,83953088.9,3204158.28,2748068.64,,59,1473,1795,109
A010820,퍼스텍,12,2012,132133694.3,63488566.71,68645127.62,23382420,15772057,91483075.67,1979096.35,2589406.83,,55,1473,1956,110
A010820,퍼스텍,12,2013,147578857,78533560.99,69045296.02,23382420,17500299.89,108779043.8,2725793.41,2375019.34,-1397632.17,51,1482,2326,112
A010820,퍼스텍,12,2014,200022791.6,129283871.5,70738920.03,23382420,14476474.45,115615170.1,2775079.49,1623964.84,-1164693.48,30,1392,2472,103
A010820,퍼스텍,12,2015,203613975.7,130461889,73152086.68,23382420,14980007.52,138760454,1866125.84,2528201.82,-1164693.48,52,1443,2967,127
A010820,퍼스텍,12,2016,202340678.3,127651976.4,74688701.98,23382420,14130964.85,151319204.7,461658.88,-368076.12,,-11,1471,3236,89
A010820,퍼스텍,12,2017,197157482.5,116414692.8,80742789.66,23382420,17558674.55,161959019.9,1072093.32,3773446.05,,77,1634,3463,175
A010820,퍼스텍,12,2018,,,,,,,,,,,,,
A010820,퍼스텍,12,2019,,,,,,,,,,,,,
A010820,퍼스텍,12,2020,,,,,,,,,,,,,
A010820,퍼스텍,12,2021,,,,,,,,,,,,,
A010820,퍼스텍,12,2022,,,,,,,,,,,,,
A010820,퍼스텍,12,2023,,,,,,,,,,,,,
A010820,퍼스텍,12,2024,,,,,,,,,,,,,
A010820,퍼스텍,12,2025,,,,,,,,,,,,,
A018250,애경산업,12,2000,,,,,,,,,,,,,
A018250,애경산업,12,2001,,,,,,,,,,,,,
A018250,애경산업,12,2002,,,,,,,,,,,,,
A018250,애경산업,12,2003,,,,,,,,,,,,,
A018250,애경산업,12,2004,,,,,,,,,,,,,
A018250,애경산업,12,2005,,,,,,,,,,,,,
A018250,애경산업,12,2006,,,,,,,,,,,,,
A018250,애경산업,12,2007,,,,,,,,,,,,,
A018250,애경산업,12,2008,,,,,,,,,,,,,
A018250,애경산업,12,2009,,,,,,,,,,,,,
A018250,애경산업,12,2010,,,,,,,,,,,,,
A018250,애경산업,12,2011,,,,,,,,,,,,,
A018250,애경산업,12,2012,,,,,,,,,,,,,
A018250,애경산업,12,2013,,,,,,,,,,,,,
A018250,애경산업,12,2014,,,,,,,,,,,,,
A018250,애경산업,12,2015,,,,,,,,,,,,,
A018250,애경산업,12,2016,,,,,,,,,,,,,
A018250,애경산업,12,2017,220710587,102930228.5,117780358.5,21322335,91156084.31,628921403,49721769.48,38061024.82,-4264465,1785,5524,29496,2117
A018250,애경산업,12,2018,410172265.1,101063694,309108571.1,26266135,141211380.8,699584479.8,79170684.59,60789196.3,-7462813.75,2409,11768,27729,2739
A018250,애경산업,12,2019,451543473.9,113045743.5,338497730.4,26409935,168799267.6,701336794.4,60601371.86,41643076.59,-11819756.25,1581,12827,26619,2072
A018250,애경산업,12,2020,434466866.4,101424443.2,333042423.2,26409935,169205324.7,588135646.5,22370255.45,11460209,-11884466.25,434,12707,22269,959
A018250,애경산업,12,2021,431492645,85261290.65,346231354.4,26409935,181848290.5,573923185,24385008.25,15725463.06,-5241985,595,13210,21731,1170
A018250,애경산업,12,2022,482639615.4,123665920,358973695.3,26409935,198250700.3,610410753.1,39038794.16,16682112.35,-5241985,627,13672,23113,1208
A018250,애경산업,12,2023,482372595.5,94745876.57,387626718.9,26409935,236991471.9,668866951.1,61937813.99,48604611.48,-8125076.75,1846,15063,25326,2417
A018250,애경산업,12,2024,499351468.1,98740445.64,400611022.5,26409935,260726149.5,679076572.2,46824923.4,42498547.14,-14906851.44,1612,15894,25713,2220
A018250,애경산업,12,2025,497808806.3,98740163.42,399068642.9,26409935,262216019.1,654527659.9,21145734.57,15126502.98,-14611689.44,576,15841,24783,1229
A078520,에이블씨엔씨,12,2000,,,,,,,,,,,,,
A078520,에이블씨엔씨,12,2001,,,,,,,,,,,,,
A078520,에이블씨엔씨,12,2002,,,,,,,,,,,,,
A078520,에이블씨엔씨,12,2003,,,,,,,,,,,,,
A078520,에이블씨엔씨,12,2004,,,,,,,,,,,,,
A078520,에이블씨엔씨,12,2005,,,,,,,,,,,,,
A078520,에이블씨엔씨,12,2006,,,,,,,,,,,,,
A078520,에이블씨엔씨,12,2007,,,,,,,,,,,,,
A078520,에이블씨엔씨,12,2008,,,,,,,,,,,,,
A078520,에이블씨엔씨,12,2009,,,,,,,,,,,,,
A078520,에이블씨엔씨,12,2010,,,,,,,,,,,,,
A078520,에이블씨엔씨,12,2011,187955123,74483115.73,113472007.2,4710746,75781506,330258882.4,33574322.56,28271445.03,-2481996,2976,12361,35054,3672
A078520,에이블씨엔씨,12,2012,235227820.2,82858388.76,152369431.4,5169721,114464407.9,452287072.9,53641882.51,41986426.66,-3671796,4061,15091,43744,4829
A078520,에이블씨엔씨,12,2013,238805956.2,70365256.62,168440699.6,5808046.5,123111344.3,442423818.4,13180314.92,12592990.89,-5048254,1090,14814,38309,1515
A078520,에이블씨엔씨,12,2014,228316961.5,58732733.15,169584228.4,6376577,121279621,438349537.2,6748967.66,2567387.62,-3411180.9,201,13561,34372,636
A078520,에이블씨엔씨,12,2015,248595413.5,63167884.31,185427529.2,7001821,135793862.8,407879120.7,17695243.5,15589447.51,-125048.75,1113,13485,29127,1464
A078520,에이블씨엔씨,12,2016,277859818.1,79749075.37,198110742.8,7689358.5,148446954.4,434555619.4,24300159.43,18015173.17,-4125224.7,1171,13102,28257,1504
A078520,에이블씨엔씨,12,2017,372155583.6,67639507.42,304516076.2,12411581.5,146925826.7,373285260.3,11229560.54,8789611.87,-6048259.6,464,12354,21109,754
A078520,에이블씨엔씨,12,2018,388078220.6,69265328.18,318812892.4,13516729.5,136335109,345522432,-18958791.48,-11695786.53,,-478,11909,13862,-267
A078520,에이블씨엔씨,12,2019,433270432,176899982,256370450,13516730,125515883,422205555,1834112,-9608632,,-413,9449,15618,796
A078520,에이블씨엔씨,12,2020,254779587,97975943.57,156803643,13516729.5,36946946,307517402.2,-67995501.9,-97824483.34,,-3265,6026,11375,-2359
A078520,에이블씨엔씨,12,2021,193817470.1,79159922.96,114657547.1,13516729.5,-6450678.72,262945930.7,-22379323.06,-43362048.45,,-1603,4373,9727,-1222
A078520,에이블씨엔씨,12,2022,195431756.9,79356396.67,116075360.2,13516729.5,139838554.2,247873188.4,9975863.94,1074165.02,,35,4422,9169,413
A078520,에이블씨엔씨,12,2023,173841490,86155959.16,87685530.82,13516729.5,101479670.8,273645246.9,11422012.73,6146524.82,-33037980.66,234,3371,10420,627
A078520,에이블씨엔씨,12,2024,159085850.8,67809347.37,91276503.42,13516729.5,106231343.1,263998147.5,19728063.23,14545940.97,-9469153.51,559,3509,10148,981
A078520,에이블씨엔씨,12,2025,163761224,77171458.86,86589765.17,13516729.5,110331941.8,242001742.1,17952804.27,14126439.36,-9824877.16,543,3450,9303,844
A108670,LX하우시스,12,2000,,,,,,,,,,,,,
A108670,LX하우시스,12,2001,,,,,,,,,,,,,
A108670,LX하우시스,12,2002,,,,,,,,,,,,,
A108670,LX하우시스,12,2003,,,,,,,,,,,,,
A108670,LX하우시스,12,2004,,,,,,,,,,,,,
A108670,LX하우시스,12,2005,,,,,,,,,,,,,
A108670,LX하우시스,12,2006,,,,,,,,,,,,,
A108670,LX하우시스,12,2007,,,,,,,,,,,,,
A108670,LX하우시스,12,2008,,,,,,,,,,,,,
A108670,LX하우시스,12,2009,1367037000,707301000,659736000,50000000,21288000,1663554000,68088000,21907000,,2836,66108,221605,9561
A108670,LX하우시스,12,2010,1519693000,823778000,695915000,50000000,44286000,2242065000,60284000,40057000,-10031000,4081,68969,224207,10674
A108670,LX하우시스,12,2011,1942481000,1220207000,722274000,50000000,72375000,2450105000,67735000,46311000,-10031000,4655,72293,245011,11791
A108670,LX하우시스,12,2012,1778034000,1051514000,726520000,50000000,79788000,2451083000,56635000,28523000,-10031000,2898,72246,245108,11196
A108670,LX하우시스,12,2013,1952089000,1169149000,782940000,50000000,137052000,2676952000,114588000,72298000,-10031000,7324,77994,267695,16321
A108670,LX하우시스,12,2014,2057065000,1227004000,830061000,50000000,182964000,2825120000,146561000,63589000,-18015000,6448,82805,282512,16152
A108670,LX하우시스,12,2015,2251751000,1374163000,877588000,50000000,226559000,2768561000,150060000,71162000,-18015000,7178,87629,276856,18038
A108670,LX하우시스,12,2016,2285896000,1348533000,937363000,50000000,292535000,2928337000,156991000,74748000,-18015000,7514,93927,292834,19370
A108670,LX하우시스,12,2017,2582431000,1596851000,985580000,50000000,349881000,3256451000,132982000,67855000,-18015000,6786,98758,325645,19095
A108670,LX하우시스,12,2018,2509714000,1592967000,916747000,50000000,277396000,3266496000,70371000,-53127000,-18015000,-5313,91861,326650,8214
A108670,LX하우시스,12,2019,2565579000,1649601000,915978000,50000000,283582000,3186807000,68777000,11565000,-2546000,1157,91606,318681,17618
A108670,LX하우시스,12,2020,2385372000,1548157000,837215000,50000000,206143000,3038037000,70987000,-79466000,-2546000,-7712,83945,303804,9907
A108670,LX하우시스,12,2021,2547391000,1683973000,863418000,50000000,217984000,3472000000,67273000,12664000,-3045000,1309,86527,347200,18001
A108670,LX하우시스,12,2022,2483729000,1703786000,779943000,50000000,125942000,3611151000,14940000,-117721000,-3045000,-11710,78153,361115,6065
A108670,LX하우시스,12,2023,2384792000,1551810000,832982000,50000000,175362000,3525807000,109822000,61786000,-2047000,6179,83467,352581,23927
A108670,LX하우시스,12,2024,2354297000,1484422000,869875000,50000000,189908000,3572036000,97465000,44312000,-17017000,4431,87164,357204,21213
A108670,LX하우시스,12,2025,2169997000,1335782000,834215000,50000000,142629000,3178689000,13060000,-43867000,-10031000,-4387,83591,317869,11531
A092790,넥스틸,12,2000,,,,,,,,,,,,,
A092790,넥스틸,12,2001,,,,,,,,,,,,,
A092790,넥스틸,12,2002,,,,,,,,,,,,,
A092790,넥스틸,12,2003,,,,,,,,,,,,,
A092790,넥스틸,12,2004,,,,,,,,,,,,,
A092790,넥스틸,12,2005,,,,,,,,,,,,,
A092790,넥스틸,12,2006,,,,,,,,,,,,,
A092790,넥스틸,12,2007,,,,,,,,,,,,,
A092790,넥스틸,12,2008,,,,,,,,,,,,,
A092790,넥스틸,12,2009,,,,,,,,,,,,,
A092790,넥스틸,12,2010,,,,,,,,,,,,,
A092790,넥스틸,12,2011,,,,,,,,,,,,,
A092790,넥스틸,12,2012,,,,,,,,,,,,,
A092790,넥스틸,12,2013,,,,,,,,,,,,,
A092790,넥스틸,12,2014,,,,,,,,,,,,,
A092790,넥스틸,12,2015,,,,,,,,,,,,,
A092790,넥스틸,12,2016,,,,,,,,,,,,,
A092790,넥스틸,12,2017,,,,,,,,,,,,,
A092790,넥스틸,12,2018,,,,,,,,,,,,,
A092790,넥스틸,12,2019,,,,,,,,,,,,,
A092790,넥스틸,12,2020,,,,,,,,,,,,,
A092790,넥스틸,12,2021,,,,,,,,,,,,,
A092790,넥스틸,12,2022,588012317,302747492,285264825,5488000,239252370,668403650,181300504,144193114,-2414720,131371,259899,608968,140257
A092790,넥스틸,12,2023,642480608.1,197535613.8,444944994.3,13001000,412933999.2,619052056.9,157337247.4,129580237.7,-13006560,5470,17112,26132,5966
A092790,넥스틸,12,2024,691783323.9,226851563.4,464931760.5,13001000,429282863,552365337.6,63204878.4,34685192.31,-18201400,1337,17880,21243,1901
A092790,넥스틸,12,2025,699321998.7,235306164.9,464015833.8,13001000,428894843.1,550992457.6,39942217.35,36037763.21,-36532810,1386,17845,21190,1986
A096760,JW홀딩스,12,2000,,,,,,,,,,,,,
A096760,JW홀딩스,12,2001,,,,,,,,,,,,,
A096760,JW홀딩스,12,2002,,,,,,,,,,,,,
A096760,JW홀딩스,12,2003,,,,,,,,,,,,,
A096760,JW홀딩스,12,2004,,,,,,,,,,,,,
A096760,JW홀딩스,12,2005,,,,,,,,,,,,,
A096760,JW홀딩스,12,2006,,,,,,,,,,,,,
A096760,JW홀딩스,12,2007,554893049,340167381,214725668,22488660,-7475957,237690310,11713038,-9941683,,-2164,14699,71101,819
A096760,JW홀딩스,12,2008,642087946,428099978,213987968,22488660,-12641839,529239679,45404979,-1423427,-1740289,-574,14736,58834,3416
A096760,JW홀딩스,12,2009,709639933,489210808,220429125,22431645,-224132,556675690,51240214,9415163,-900000,23,2430,12408,878
A096760,JW홀딩스,12,2010,736858999,544413642,192445357,23097270,-10443910,551391762,41566449,-6378898,-4023458,-164,1839,11936,459
A096760,JW홀딩스,12,2011,1094786336,848163133.4,246623202.5,23782841.5,-18423035.87,516012168.3,13512063.61,-44727225.79,-4322563.56,-675,2121,10848,-370
A096760,JW홀딩스,12,2012,1077132172,871669889.3,205462282.5,24488952.5,-42019917.55,511945579.9,3673598.91,-41470041.63,-4344634.9,-450,1596,10453,-255
A096760,JW홀딩스,12,2013,1014442067,778416999,236025068,25701065,-28849614,530262876,20419562,16163845,-3939381,347,2070,10316,809
A096760,JW홀딩스,12,2014,1036005320,824062665.9,211942654.4,26973735.5,-41808905.69,573935211,23500658,-5089517.94,-4116408.77,-167,1794,10639,281
A096760,JW홀딩스,12,2015,1087097133,812556923.8,274540209.2,28309995.5,-47638465.13,622825322,33553329,383562.9,-4090857,2,1875,11000,390
A096760,JW홀딩스,12,2016,1196629709,919038933,277590776,30654216,-67376525,684839087,43348332,-14376495,-7203452,-147,1910,11642,133
A096760,JW홀딩스,12,2017,1351379775,976649665.7,374730109.7,31010441.5,-14824527.78,683911348.8,41424989.84,56869735.18,-10151489.23,874,2708,11067,1438
A096760,JW홀딩스,12,2018,1275635934,874638659.4,400997274.6,31629278.5,60380342.51,725381961.1,33314786,36439376.69,-21582310.13,366,2881,11467,1129
A096760,JW홀딩스,12,2019,1243461899,891844380.4,351617518.6,32260452,15567111.46,726423996.3,2736151,-31636720.38,-15629922.11,-518,2323,11259,163
A096760,JW홀딩스,12,2020,1118731936,783762859.6,334969076.4,33226077.5,13090767.62,781945297.5,34496873.44,5295695.85,-16002142.51,161,2205,11767,735
A096760,JW홀딩스,12,2021,1065779475,760956331,304823145,34220591,2387024,788936981,68728819,4434634,-14481205,-41,1396,11527,626
A096760,JW홀딩스,12,2022,1157579707,824316934.5,333262773,35222353,24808439.6,864536430.7,103257348.7,46482142.07,-15419362.69,314,1556,12273,1229
A096760,JW홀딩스,12,2023,1176266428,827511708,348754720,36254079.5,34760794.05,928071670.9,144899316.6,31025900,-17740905.36,262,1750,12800,1038
A096760,JW홀딩스,12,2024,1250608664,729213687.6,521394976.8,36962471,85646157.24,887710032.2,146522860.2,122787792,-17170385.21,847,3248,12008,2217
A096760,JW홀딩스,12,2025,1231185787,636558553.2,594627233.5,36962471,133711406.7,969565285.6,167899328.9,115487814,-18526719.13,791,3858,13116,2153
A001750,한양증권,12,2000,,,,,,,,,,,,,
A001750,한양증권,12,2001,,,,,,,,,,,,,
A001750,한양증권,12,2002,,,,,,,,,,,,,
A001750,한양증권,12,2003,,,,,,,,,,,,,
A001750,한양증권,12,2004,,,,,,,,,,,,,
A001750,한양증권,12,2005,,,,,,,,,,,,,
A001750,한양증권,12,2006,,,,,,,,,,,,,
A001750,한양증권,12,2007,,,,,,,,,,,,,
A001750,한양증권,12,2008,,,,,,,,,,,,,
A001750,한양증권,12,2009,,,,,,,,,,,,,
A001750,한양증권,12,2010,,,,,,,,,,,,,
A001750,한양증권,12,2011,,,,,,,,,,,,,
A001750,한양증권,12,2012,,,,,,,,,,,,,
A001750,한양증권,12,2013,,,,,,,,,,,,,
A001750,한양증권,12,2014,,,,,,,,,,,,,
A001750,한양증권,12,2015,,,,,,,,,,,,,
A001750,한양증권,12,2016,,,,,,,,,,,,,
A001750,한양증권,12,2017,,,,,,,,,,,,,
A001750,한양증권,12,2018,,,,,,,,,,,,,
A001750,한양증권,12,2019,,,,,,,,,,,,,
A001750,한양증권,12,2020,,,,,,,,,,,,,
A001750,한양증권,12,2021,,,,,,,,,,,,,
A001750,한양증권,12,2022,,,,,,,,,,,,,
A001750,한양증권,12,2023,,,,,,,,,,,,,
A001750,한양증권,12,2024,1731337481,1217180250,514157230.4,66267670,324867384.3,833308862.4,54449191.37,38797645.58,-10040627.06,2927,38947,62874,3149
A001750,한양증권,12,2025,,,,,,,,,,,,,
A012030,DB,12,2000,,,,,,,,,,,,,
A012030,DB,12,2001,,,,,,,,,,,,,
A012030,DB,12,2002,,,,,,,,,,,,,
A012030,DB,12,2003,,,,,,,,,,,,,
A012030,DB,12,2004,,,,,,,,,,,,,
A012030,DB,12,2005,,,,,,,,,,,,,
A012030,DB,12,2006,,,,,,,,,,,,,
A012030,DB,12,2007,,,,,,,,,,,,,
A012030,DB,12,2008,,,,,,,,,,,,,
A012030,DB,12,2009,,,,,,,,,,,,,
A012030,DB,12,2010,,,,,,,,,,,,,
A012030,DB,12,2011,686746430.8,430206276.5,256540154.3,45531580,92993714.47,511077050.1,14451261.84,4798467.34,-2832191.95,527,31703,56123,906
A012030,DB,12,2012,693327543.1,397390950.8,295936592.2,91063160,93391591.02,544542767.6,21835952.56,2952393.95,-1213796.55,202,17207,37225,521
A012030,DB,12,2013,638356756.4,392079770.9,246276985.5,91063160,30341571.98,525450781.1,18657205.13,-63801966.66,-1719829.2,-3503,14320,28851,-3215
A012030,DB,12,2014,365853366.3,255603852.9,110249513.4,91063160,-94117445.97,283311322.5,-14430984.49,-124525730.7,,-6837,6410,15556,-6503
A012030,DB,12,2015,276200610.5,110370380.8,165830229.7,91063160,-80941811.33,203671199.6,9761078.89,13186937.06,,724,9642,11183,921
A012030,DB,12,2016,214971053.8,63423581.99,151547471.8,91063160,-102146328.8,204809968.5,10903255.3,-20712778.81,,-114,881,1125,-102
A012030,DB,12,2017,193495948.4,54017241.26,139478707.1,94872683,-102854054.9,199529518.9,4080798,-776258.4,,-4,777,1089,6
A012030,DB,12,2018,288416200.6,150848167.2,137568033.4,100586966.5,43645907.83,237112635.6,1577098.67,-3975419.56,,-20,720,1193,27
A012030,DB,12,2019,363158130.3,152166922.5,210991207.8,100586966.5,48111251.01,238505592.8,18493009.58,4404485.64,,22,1104,1186,99
A012030,DB,12,2020,472491491.1,158786944.3,313704546.7,100586966.5,53962897.42,272445840.1,26874196,6271086.2,,31,1642,1354,71
A012030,DB,12,2021,601998919.4,164214796.6,437784122.8,100586966.5,77191801.14,326914604.9,23472667.4,21705064.3,,108,2292,1625,144
A012030,DB,12,2022,414317384.8,129333891.2,284983493.6,100586966.5,81719937.96,401345502.2,23608623.38,5713047.7,,28,1492,1995,61
A012030,DB,12,2023,879384841.9,484173981.4,395210860.5,100586966.5,99850661.18,458583862.8,37022768.32,20304876.78,,101,2067,2280,134
A012030,DB,12,2024,870058289.8,475782051.4,394276238.3,100586966.5,192273152.6,587435690.9,29627168.73,92786487.01,,459,2060,2920,493
A012030,DB,12,2025,989492189.8,539248967.3,450243222.4,100586966.5,235385861.1,643464276.9,41599355.85,49444247,,244,2351,3199,263
A123890,한국자산신탁,12,2000,,,,,,,,,,,,,
A123890,한국자산신탁,12,2001,,,,,,,,,,,,,
A123890,한국자산신탁,12,2002,,,,,,,,,,,,,
A123890,한국자산신탁,12,2003,,,,,,,,,,,,,
A123890,한국자산신탁,12,2004,,,,,,,,,,,,,
A123890,한국자산신탁,12,2005,,,,,,,,,,,,,
A123890,한국자산신탁,12,2006,,,,,,,,,,,,,
A123890,한국자산신탁,12,2007,,,,,,,,,,,,,
A123890,한국자산신탁,12,2008,,,,,,,,,,,,,
A123890,한국자산신탁,12,2009,,,,,,,,,,,,,
A123890,한국자산신탁,12,2010,,,,,,,,,,,,,
A123890,한국자산신탁,12,2011,,,,,,,,,,,,,
A123890,한국자산신탁,12,2012,193654425,68013991,125640435,26945990,96446379,40790873,18351687,13097487,,4861,46627,15138,4999
A123890,한국자산신탁,12,2013,222171171.5,82038464.37,140132707.2,26945990,110512243.3,40348800,18800393.62,13744568.51,,5101,52005,14974,5204
A123890,한국자산신탁,12,2014,285408881.4,104797266.6,180611614.8,35504960,139151680.1,67710816,39735984.3,28639436.81,,10601,50869,25063,10721
A123890,한국자산신탁,12,2015,350687354,116977280,233710073,36743760,174623971,95400557,58386242,42198416,-1987747,11844,62820,26704,11929
A123890,한국자산신탁,12,2016,567589307.1,150611876.5,416977430.6,42500000,240086012.3,136478319.3,96185635,73167125.48,-7348752,920,4867,1724,931
A123890,한국자산신탁,12,2017,779599381.3,263144195.8,516455185.5,46750000,344364134.4,222484765.9,166802566.9,126725067,-17000000,1343,5541,2380,1360
A123890,한국자산신탁,12,2018,1008095204,414970516.4,593124687.6,51369944.5,426500596.1,226570847.8,137872443.6,103391671,-18479778,996,5865,2205,1015
